lesson,grade,course,concept,lesson class,current A/B interactions,current C/D interactions,misconception burden,candidate existing engine,expected learner gain,reuse potential,priority,decision,justification
in-05-02,13,Calculus: Integration & the Fundamental Theorem,in-usub-limits,C,0,5,3,graphZoom,Learner could manipulate the graphZoom model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-04-03,6,Data & Distributions,spread-compare,C,0,6,3,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,26.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
gf-02-03,10,Geometry: Foundations & Rigid Motions,gf-algebra-measures,C,0,6,2,lengthCompare,Learner could manipulate the lengthCompare model and observe a state-dependent consequence before symbolic/retrieval checks.,63,25.29,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
gf-05-03,10,Geometry: Foundations & Rigid Motions,gf-corresponding-parts,C,0,6,3,triangleConstraintLab,Learner could manipulate the triangleConstraintLab model and observe a state-dependent consequence before symbolic/retrieval checks.,13,24.61,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pp-01-02,12,Precalculus: Polar Coordinates & Parametric Curves,pp-to-rect,C,0,5,3,triangleConstraintLab,Learner could manipulate the triangleConstraintLab model and observe a state-dependent consequence before symbolic/retrieval checks.,13,24.61,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-02-03,6,Expressions & Equations,write-expr,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
les-01-02,8,Grade 8: Linear Equations & Systems,les-isolate-variable,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
les-01-03,8,Grade 8: Linear Equations & Systems,les-distribute-solve,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
les-02-03,8,Grade 8: Linear Equations & Systems,les-classify-solutions,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
asv-01-03,6,"Area, Surface Area & Volume",area-formula-choice,C,0,7,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,24.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
asv-02-02,6,"Area, Surface Area & Volume",composite-triangle,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,24.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
asv-04-02,6,"Area, Surface Area & Volume",triangular-prism-sa,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,24.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-05-02,6,Data & Distributions,summary-choice,C,0,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,22.94,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-05-03,6,Data & Distributions,data-capstone,C,0,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,22.94,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-02-03,13,Calculus: Derivatives in Context,dc-choosing-relation,C,0,5,2,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,22.93,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-01-02,4,Multiply Bigger,comparison-equations,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,22.07,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-04-03,3,"Measurement, Time & Data",area-distributive,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-04-04,3,"Measurement, Time & Data",area-additive,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-05-03,3,"Measurement, Time & Data",area-vs-perimeter,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-03-02,4,Multiply Bigger,area-model-1digit,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mc-02-02,4,Measure & Convert,perimeter-formula,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mc-02-03,4,Measure & Convert,area-perimeter-word-problems,C,0,6,2,areaModel,Learner could manipulate the areaModel model and observe a state-dependent consequence before symbolic/retrieval checks.,100,22.02,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ca-03-03,13,Calculus: Curve Analysis,ca-mvt-consequences,C,0,5,2,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,20.61,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mc-03-03,4,Measure & Convert,angle-classification,C,0,6,2,lengthCompare,Learner could manipulate the lengthCompare model and observe a state-dependent consequence before symbolic/retrieval checks.,63,19.87,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
lf-03-02,9,Algebra 1: Linear Functions,form-conversion,C,0,7,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,18.9,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-03-02,12,Precalculus: Function Analysis,fna-piecewise,C,0,5,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,18.9,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-03-03,12,Precalculus: Function Analysis,fna-step,C,0,5,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,18.9,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tm-01-03,8,Grade 8: Transformations & Measurement,tm-rotation,C,0,6,3,transformExplore,Learner could manipulate the transformExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,9,18.68,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-01-02,3,"Measurement, Time & Data",time-relative,C,0,6,2,clockSet,Learner could manipulate the clockSet model and observe a state-dependent consequence before symbolic/retrieval checks.,40,17.79,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-01-03,4,Multiply Bigger,additive-vs-multiplicative,C,0,6,2,clockSet,Learner could manipulate the clockSet model and observe a state-dependent consequence before symbolic/retrieval checks.,40,17.79,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv2-01-02,4,Place Value to a Million,ten-times-relationship,C,0,6,2,clockSet,Learner could manipulate the clockSet model and observe a state-dependent consequence before symbolic/retrieval checks.,40,17.79,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-01-02,6,Data & Distributions,data-collection,C,0,6,2,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,17.66,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-03-02,6,Data & Distributions,median,C,0,6,2,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,17.66,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dd-03-03,6,Data & Distributions,center-choice,C,0,6,2,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,17.66,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dpv-02-02,5,Powers of Ten & Decimals,decimal-expanded-form,C,0,6,2,hundredthsGrid,Learner could manipulate the hundredthsGrid model and observe a state-dependent consequence before symbolic/retrieval checks.,36,17.32,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dpv-02-03,5,Powers of Ten & Decimals,decimal-word-forms,C,0,6,2,hundredthsGrid,Learner could manipulate the hundredthsGrid model and observe a state-dependent consequence before symbolic/retrieval checks.,36,17.32,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tc-04-02,10,Triangle Congruence & Centers,tc-centroid,C,0,6,2,triangleConstraintLab,Learner could manipulate the triangleConstraintLab model and observe a state-dependent consequence before symbolic/retrieval checks.,13,16.41,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tc-04-03,10,Triangle Congruence & Centers,tc-centers-choice,C,0,6,2,triangleConstraintLab,Learner could manipulate the triangleConstraintLab model and observe a state-dependent consequence before symbolic/retrieval checks.,13,16.41,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pp-04-02,12,Precalculus: Polar Coordinates & Parametric Curves,pp-eliminate,C,0,5,3,polarTrace,Learner could manipulate the polarTrace model and observe a state-dependent consequence before symbolic/retrieval checks.,4,16.29,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pp-04-03,12,Precalculus: Polar Coordinates & Parametric Curves,pp-parametrize,C,0,5,3,polarTrace,Learner could manipulate the polarTrace model and observe a state-dependent consequence before symbolic/retrieval checks.,4,16.29,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pp-05-02,12,Precalculus: Polar Coordinates & Parametric Curves,pp-trajectory,C,0,5,3,polarTrace,Learner could manipulate the polarTrace model and observe a state-dependent consequence before symbolic/retrieval checks.,4,16.29,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
lg-02-03,11,Algebra 2: Exponentials & Logarithms,lg-expand-condense,D,0,6,3,expLogExplore,Learner could manipulate the expLogExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,28,15.46,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
cr-04-03,10,Geometry: Circle Theorems,cr-power-point,C,0,6,2,secantSlope,Learner could manipulate the secantSlope model and observe a state-dependent consequence before symbolic/retrieval checks.,10,15.06,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tc-05-03,10,Triangle Congruence & Centers,tc-inequality-proofs,C,0,6,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,14.63,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-05-02,12,Precalculus: Polynomial & Rational Analysis,pra-boundary-rule,C,0,5,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,14.63,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-05-03,12,Precalculus: Polynomial & Rational Analysis,pra-rearrange,C,0,5,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,14.63,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
vec-01-02,12,Precalculus: Vectors & Matrices,vec-direction,C,0,5,2,vectorExplore,Learner could manipulate the vectorExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,9,14.53,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
g7-04-02,7,Grade 7: Geometry,g7-cross-sections,C,0,6,2,triangleConstraintLab,Learner could manipulate the triangleConstraintLab model and observe a state-dependent consequence before symbolic/retrieval checks.,13,14.06,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tf-02-02,11,Algebra 2: Trigonometric Functions,tf-radians,C,0,6,1,lengthCompare,Learner could manipulate the lengthCompare model and observe a state-dependent consequence before symbolic/retrieval checks.,63,12.65,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-05-03,6,Expressions & Equations,dependent-independent,C,0,6,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,12.54,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tse-04-03,7,Grade 7: Two-Step Equations & Inequalities,tse-inequality-realworld,C,0,7,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,12.54,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pp-05-03,12,Precalculus: Polar Coordinates & Parametric Curves,pp-parabolic-path,C,0,5,2,polarTrace,Learner could manipulate the polarTrace model and observe a state-dependent consequence before symbolic/retrieval checks.,4,10.86,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
si-05-03,11,Statistical Inference,si-claim-capstone,C,0,5,1,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,10.3,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
lg-04-03,11,Algebra 2: Exponentials & Logarithms,lg-e-solve,C,0,6,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,9.36,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-03-01,3,Multiplication & Division Foundations,times-2,D,0,6,2,clockSet,Learner could manipulate the clockSet model and observe a state-dependent consequence before symbolic/retrieval checks.,40,8.9,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
esn-02-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-cube-root-solve,C,0,7,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,8.03,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
bv-01-02,8,Grade 8: Bivariate Statistics,bv-association,C,0,6,1,scatterFit,Learner could manipulate the scatterFit model and observe a state-dependent consequence before symbolic/retrieval checks.,11,6.66,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
bv-01-03,8,Grade 8: Bivariate Statistics,bv-form-outliers,C,0,6,1,scatterFit,Learner could manipulate the scatterFit model and observe a state-dependent consequence before symbolic/retrieval checks.,11,6.66,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
cp-04-01,10,Geometry: Constructions & Proof,cp-conjecture-proof,A,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,6.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
pra-01-01,12,Precalculus: Polynomial & Rational Analysis,pra-rrt-list,A,0,5,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,6.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
pc-01-02,13,Calculus BC: Parametric & Polar,pc-arc-length,C,0,5,1,polarTrace,Learner could manipulate the polarTrace model and observe a state-dependent consequence before symbolic/retrieval checks.,4,5.43,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-01-01,6,Expressions & Equations,exponents,A,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,5.4,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
se-04-03,9,Algebra 1: Systems of Linear Equations,word-choose-interpret,B,0,7,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,5.25,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mult-02-05,3,Multiplication & Division Foundations,identity-zero,A,0,7,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,4.95,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mult-04-01,3,Multiplication & Division Foundations,op-choice,A,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,4.95,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
cp-05-01,10,Geometry: Constructions & Proof,cp-transversal-family,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,4.2,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
pq-01-01,10,Polygons & Quadrilaterals,pq-interior-sum,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,4.2,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
esn-04-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-muldiv,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.6,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
fg-04-01,8,Grade 8: Functions,fg-linear-vs-nonlinear,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.6,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
tm-03-01,8,Grade 8: Transformations & Measurement,tm-transversal-angles,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.6,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mult-03-05,3,Multiplication & Division Foundations,distributive,D,0,6,1,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,3.5,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
mult-02-04,3,Multiplication & Division Foundations,fact-families,A,0,7,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
pv-04-01,3,Place Value & Big Numbers,mult-tens,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
la-04-01,4,Lines & Angles,symmetry-concept,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mb-04-01,4,Multiply Bigger,remainders,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mc-04-01,4,Measure & Convert,additive-angles,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
cp-04-02,10,Geometry: Constructions & Proof,cp-two-column,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rf-02-03,11,Algebra 2: Rational Functions,rf-mixed,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rf-03-01,11,Algebra 2: Rational Functions,rf-like-denoms,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
si-05-01,11,Statistical Inference,si-claim-design,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
co-03-01,12,Precalculus: Conic Sections,co-hyperbola,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
co-04-01,12,Precalculus: Conic Sections,co-identify,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
co-05-01,12,Precalculus: Conic Sections,co-ecc-unify,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
fna-04-02,12,Precalculus: Function Analysis,fna-compose-domain,C,0,5,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-05-02,12,Precalculus: Function Analysis,fna-restricted,C,0,5,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-01-02,12,Precalculus: Polynomial & Rational Analysis,pra-rrt-test,C,0,5,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-02-01,12,Precalculus: Polynomial & Rational Analysis,pra-fta-count,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
in-05-01,13,Calculus: Integration & the Fundamental Theorem,in-usub,A,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
ee-01-02,6,Expressions & Equations,evaluate-powers,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ns-05-03,6,The Number System,order-rationals,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rno-04-03,7,Grade 7: Rational Number Operations,rno-mixed-rational,C,0,7,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-03-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-sci-notation-large,A,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
les-03-03,8,Grade 8: Linear Equations & Systems,les-system-count,C,0,7,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rns-02-02,8,Grade 8: The Real Number System,rns-classify,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-04-03,12,Precalculus: Function Analysis,fna-decompose,B,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.75,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
geo-02-01,3,Shapes & Space,sorting-rules,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
la-01-01,4,Lines & Angles,geometric-basics,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
mb-05-01,4,Multiply Bigger,patterns,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
pv2-01-01,4,Place Value to a Million,place-value-ladder,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
