lesson_id,step_id,field,include_arithmetic,pattern,edge,detail,text
ep-04-03,i1,widget.successFeedback,true,WORD_TEARING,left,+3 an⟦d −3⟧: the strips a…,"+3 and −3: the strips are +3x and −3x, and they cancel. That cancellation is the whole difference-of-squares pattern — x² − 9 has no middle term because the two partitions are opposites."
ep-04-03,i1,widget.successFeedback,true,WORD_TEARING,left,"… the strips ar⟦e +3⟧x and −3x, and…","+3 and −3: the strips are +3x and −3x, and they cancel. That cancellation is the whole difference-of-squares pattern — x² − 9 has no middle term because the two partitions are opposites."
ep-04-03,i1,widget.successFeedback,true,WORD_TEARING,left,"…ips are +3x an⟦d −3⟧x, and they ca…","+3 and −3: the strips are +3x and −3x, and they cancel. That cancellation is the whole difference-of-squares pattern — x² − 9 has no middle term because the two partitions are opposites."
ep-04-03,i1,widget.successFeedback,true,WORD_TEARING,right,"… the strips ar⟦e +3⟧x and −3x, and…","+3 and −3: the strips are +3x and −3x, and they cancel. That cancellation is the whole difference-of-squares pattern — x² − 9 has no middle term because the two partitions are opposites."
ep-04-03,i1,widget.successFeedback,true,WORD_TEARING,right,"…ips are +3x an⟦d −3⟧x, and they ca…","+3 and −3: the strips are +3x and −3x, and they cancel. That cancellation is the whole difference-of-squares pattern — x² − 9 has no middle term because the two partitions are opposites."
ep-04-03,k3,explanationVariants,true,WORD_TEARING,right,"… pattern with ⟦a = 2⟧x, b = 3.","The a² − b² pattern with a = 2x, b = 3."
esn-01-01,c1,body,true,RAW_FRACTION,,1/10,"10ⁿ means 1 followed by n zeros: 10³ = 1,000 (three zeros). Any nonzero number to the power 0 equals 1, so 10⁰ = 1. A NEGATIVE exponent means a fraction: 10⁻ⁿ = 1/10ⁿ — a decimal with n zeros between the point and the 1, so 10⁻³ = 0.001."
esn-01-01,ch1,explanationVariants,true,WORD_TEARING,left,Counting th⟦e ÷10⟧ steps from 1 …,Counting the ÷10 steps from 1 down to 0.00001 takes exactly five steps: 10⁻⁵.
esn-01-01,ch1,hints,true,WORD_TEARING,left,…the exponent i⟦s −5⟧: 10⁻⁵.,"0.00001 has five zeros before the 1, so the exponent is −5: 10⁻⁵."
esn-01-01,ch1,widget.missFeedback,true,WORD_TEARING,left,…down — exponen⟦t −5⟧.,Count the zeros after the decimal point: 0.00001 is five hops down — exponent −5.
esn-01-01,ch1,widget.successFeedback,true,WORD_TEARING,left,… means exponen⟦t −5⟧.,Right — five zeros before the 1 means exponent −5.
esn-01-01,i1,widget.fallbackFeedback,true,WORD_TEARING,left,"…owed by 5 zero⟦s = 100⟧,000.","10⁵ = 1 followed by 5 zeros = 100,000."
esn-01-01,i2,widget.fallbackFeedback,true,RAW_FRACTION,,1/10,10⁻⁴ = 1/10⁴ = 0.0001 (four zeros between the point and the 1... count carefully: 0.0001).
esn-01-01,i3,widget.fallbackFeedback,true,WORD_TEARING,left,"…owed by 7 zero⟦s = 10⟧,000,000.","10⁷ = 1 followed by 7 zeros = 10,000,000."
esn-01-01,k1,explanationVariants,true,WORD_TEARING,left,Following th⟦e ÷10⟧ pattern down …,"Following the ÷10 pattern down from 10¹=10, the next step is 10⁰=1."
esn-01-01,k2,explanationVariants,true,WORD_TEARING,left,"…10⁰=1, two mor⟦e ÷10⟧ steps give 0.…","Stepping down from 10⁰=1, two more ÷10 steps give 0.01."
esn-01-01,k2,explanationVariants,true,RAW_FRACTION,,1/10,10⁻² = 1/10² = 1/100 = 0.01.
esn-01-01,k2,widget.commonErrors[].feedback,true,WORD_TEARING,left,… needs one mor⟦e ÷10⟧ step: 0.01.,That's 10⁻¹ — 10⁻² needs one more ÷10 step: 0.01.
esn-01-01,k2,widget.fallbackFeedback,true,RAW_FRACTION,,1/10,A negative exponent means divide: 10⁻² = 1/10² = 0.01.
esn-01-01,k2,widget.successFeedback,true,RAW_FRACTION,,1/100,Right — 1/10² = 1/100 = 0.01.
esn-01-01,k3,explanationVariants,true,WORD_TEARING,left,Fiv⟦e ÷10⟧ steps down fr…,Five ÷10 steps down from 1 gives five zeros before the 1: 0.00001.
esn-01-01,k3,explanationVariants,true,RAW_FRACTION,,1/10,"10⁻⁵ = 1/10⁵ = 1/100,000 = 0.00001."
esn-01-01,k3,widget.fallbackFeedback,true,RAW_FRACTION,,1/10,10⁻⁵ = 1/10⁵ — five hops down: 0.00001.
esn-01-01,r1,takeaways,true,RAW_FRACTION,,1/10,"10⁻ⁿ = 1/10ⁿ, a decimal with n zeros before the 1."
esn-01-01,rem-esn0101-c,remedial.concept.body,true,RAW_FRACTION,,1/10,"10ⁿ (positive n) is 1 followed by n zeros. 10⁰ = 1. 10⁻ⁿ = 1/10ⁿ, a decimal with n zeros before the 1."
esn-01-01,rem-esn0101-k,remedial.check.explanationVariants,true,WORD_TEARING,left,"…owed by 3 zero⟦s = 1⟧,000.","10³ = 1 followed by 3 zeros = 1,000."
esn-01-01,rem-esn0101-k,remedial.check.explanationVariants,true,WORD_TEARING,left,Thre⟦e ×10⟧ steps up from…,"Three ×10 steps up from 1 gives 1,000."
esn-01-02,c2,body,true,RAW_CARET,,^,Dividing powers of ten SUBTRACTS the exponents: 10ᵃ ÷ 10ᵇ = 10ᵃ⁻ᵇ. This works for negative exponents too — subtracting a negative adds: 10³ ÷ 10⁻² = 10^(3−(−2)) = 10⁵.
esn-01-02,ch1,explanationVariants,true,WORD_TEARING,left,"…(−8) = −3, the⟦n −3 − (−2)⟧ = −1.","Combine all three exponents in order: 5 + (−8) = −3, then −3 − (−2) = −1."
esn-01-02,ch1,explanationVariants,true,RAW_CARET,,^,10⁵ × 10⁻⁸ ÷ 10⁻² = 10^(5+(−8)−(−2)) = 10^(5−8+2) = 10⁻¹.
esn-01-02,ch1,hints,true,WORD_TEARING,left,"5+(−8)=−3, the⟦n −3−(−2)⟧=−3+2=−1 — so …","5+(−8)=−3, then −3−(−2)=−3+2=−1 — so the final exponent is −1."
esn-01-02,ch1,hints,true,WORD_TEARING,left,…nal exponent i⟦s −1⟧.,"5+(−8)=−3, then −3−(−2)=−3+2=−1 — so the final exponent is −1."
esn-01-02,ch1,widget.numericErrors[].feedback,true,WORD_TEARING,left,"…5+(−8)=−3, the⟦n −3−(−2)⟧=−1.","That multiplies exponents somewhere instead of adding/subtracting throughout — combine them one step at a time: 5+(−8)=−3, then −3−(−2)=−1."
esn-01-02,ch1,widget.numericErrors[].feedback,true,WORD_TEARING,left,"… −3+2 = −1, no⟦t +1⟧.","Check the final subtract-a-negative step: −3−(−2) = −3+2 = −1, not +1."
esn-01-02,ch1,widget.prompt,false,RAW_CARET,,^,10⁵ × 10⁻⁸ ÷ 10⁻² = 10^____ (just the exponent)
esn-01-02,i1,widget.fallbackFeedback,true,RAW_CARET,,^,10⁴ × 10³ = 10^(4+3) = 10⁷.
esn-01-02,i1,widget.prompt,false,RAW_CARET,,^,10⁴ × 10³ = 10^____ (just the exponent)
esn-01-02,i1,widget.successFeedback,true,RAW_CARET,,^,10⁴ × 10³ = 10^(4+3) = 10⁷.
esn-01-02,i2,widget.fallbackFeedback,true,RAW_CARET,,^,10³ × 10⁻⁵ = 10^(3+(−5)) = 10⁻².
esn-01-02,i2,widget.numericErrors[].feedback,true,WORD_TEARING,left,That treat⟦s −5⟧ as +5 — keep …,"That treats −5 as +5 — keep the sign: 3+(−5)=−2, not 3+5=8."
esn-01-02,i2,widget.numericErrors[].feedback,true,WORD_TEARING,left,…at treats −5 a⟦s +5⟧ — keep the si…,"That treats −5 as +5 — keep the sign: 3+(−5)=−2, not 3+5=8."
esn-01-02,i2,widget.prompt,false,RAW_CARET,,^,10³ × 10⁻⁵ = 10^____ (just the exponent)
esn-01-02,i2,widget.successFeedback,true,RAW_CARET,,^,10³ × 10⁻⁵ = 10^(3+(−5)) = 10⁻².
esn-01-02,i3,widget.fallbackFeedback,true,RAW_CARET,,^,10³ ÷ 10⁻² = 10^(3−(−2)) = 10^(3+2) = 10⁵.
esn-01-02,i3,widget.numericErrors[].feedback,true,WORD_TEARING,left,"…ive result, no⟦t −5⟧.","Check the sign — 3−(−2)=5, a positive result, not −5."
esn-01-02,i3,widget.prompt,false,RAW_CARET,,^,10³ ÷ 10⁻² = 10^____ (just the exponent)
esn-01-02,i3,widget.successFeedback,true,RAW_CARET,,^,10³ ÷ 10⁻² = 10^(3−(−2)) = 10^(3+2) = 10⁵.
esn-01-02,k1,explanationVariants,true,RAW_CARET,,^,10⁶ ÷ 10² = 10^(6−2) = 10⁴.
esn-01-02,k1,widget.fallbackFeedback,true,RAW_CARET,,^,10⁶ ÷ 10² = 10^(6−2) = 10⁴.
esn-01-02,k1,widget.prompt,false,RAW_CARET,,^,10⁶ ÷ 10² = 10^____ (just the exponent)
esn-01-02,k1,widget.successFeedback,true,RAW_CARET,,^,10⁶ ÷ 10² = 10^(6−2) = 10⁴.
esn-01-02,k2,explanationVariants,true,WORD_TEARING,left,…: −2 minus 3 i⟦s −5⟧.,Subtracting exponents: −2 minus 3 is −5.
esn-01-02,k2,explanationVariants,true,RAW_CARET,,^,10⁻² ÷ 10³ = 10^(−2−3) = 10⁻⁵.
esn-01-02,k2,widget.fallbackFeedback,true,RAW_CARET,,^,10⁻² ÷ 10³ = 10^(−2−3) = 10⁻⁵.
esn-01-02,k2,widget.numericErrors[].feedback,true,WORD_TEARING,left,"…— the result i⟦s −5⟧, not 5.","Keep the negative sign — the result is −5, not 5."
esn-01-02,k2,widget.prompt,false,RAW_CARET,,^,10⁻² ÷ 10³ = 10^____ (just the exponent)
esn-01-02,k2,widget.successFeedback,true,RAW_CARET,,^,10⁻² ÷ 10³ = 10^(−2−3) = 10⁻⁵.
esn-01-02,k3,explanationVariants,true,RAW_CARET,,^,10⁻³ × 10⁻⁴ = 10^(−3+(−4)) = 10⁻⁷.
esn-01-02,k3,widget.fallbackFeedback,true,RAW_CARET,,^,10⁻³ × 10⁻⁴ = 10^(−3+(−4)) = 10⁻⁷.
esn-01-02,k3,widget.numericErrors[].feedback,true,WORD_TEARING,left,… so they add t⟦o −7⟧.,"That treats the exponents as if they were 3 and 4 with opposite signs cancelling — both are negative, so they add to −7."
esn-01-02,k3,widget.prompt,false,RAW_CARET,,^,10⁻³ × 10⁻⁴ = 10^____ (just the exponent)
esn-01-02,k3,widget.successFeedback,true,RAW_CARET,,^,10⁻³ × 10⁻⁴ = 10^(−3+(−4)) = 10⁻⁷.
esn-01-02,rem-esn0102-k,remedial.check.explanationVariants,true,RAW_CARET,,^,10² × 10⁴ = 10^(2+4) = 10⁶.
esn-01-02,rem-esn0102-k,remedial.check.widget.fallbackFeedback,true,RAW_CARET,,^,10² × 10⁴ = 10^(2+4) = 10⁶.
esn-01-02,rem-esn0102-k,remedial.check.widget.prompt,false,RAW_CARET,,^,10² × 10⁴ = 10^____ (just the exponent)
esn-01-02,rem-esn0102-k,remedial.check.widget.successFeedback,true,RAW_CARET,,^,10² × 10⁴ = 10^(2+4) = 10⁶.
esn-01-03,r1,takeaways,true,WORD_TEARING,left,"Thousand⟦s=10⟧³, ones=10⁰, t…","Thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻²."
esn-01-03,r1,takeaways,true,WORD_TEARING,left,"…sands=10³, one⟦s=10⟧⁰, tenths=10⁻¹…","Thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻²."
esn-01-03,r1,takeaways,true,WORD_TEARING,left,"…nes=10⁰, tenth⟦s=10⟧⁻¹, hundredths…","Thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻²."
esn-01-03,r1,takeaways,true,WORD_TEARING,left,"…0⁻¹, hundredth⟦s=10⟧⁻².","Thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻²."
esn-01-03,r1,takeaways,true,WORD_TEARING,left,This 'digi⟦t × p⟧ower of ten' f…,This 'digit × power of ten' form is exactly what scientific notation uses.
esn-01-03,r1,takeaways,true,WORD_TEARING,right,This 'digi⟦t × p⟧ower of ten' f…,This 'digit × power of ten' form is exactly what scientific notation uses.
esn-01-03,rem-esn0103-c,remedial.concept.body,true,WORD_TEARING,left,"… ten: thousand⟦s=10⟧³, ones=10⁰, t…","Every place value is a power of ten: thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻². A number can be written as a digit times its place value's power of ten."
esn-01-03,rem-esn0103-c,remedial.concept.body,true,WORD_TEARING,left,"…sands=10³, one⟦s=10⟧⁰, tenths=10⁻¹…","Every place value is a power of ten: thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻². A number can be written as a digit times its place value's power of ten."
esn-01-03,rem-esn0103-c,remedial.concept.body,true,WORD_TEARING,left,"…nes=10⁰, tenth⟦s=10⟧⁻¹, hundredths…","Every place value is a power of ten: thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻². A number can be written as a digit times its place value's power of ten."
esn-01-03,rem-esn0103-c,remedial.concept.body,true,WORD_TEARING,left,"…0⁻¹, hundredth⟦s=10⟧⁻². A number c…","Every place value is a power of ten: thousands=10³, ones=10⁰, tenths=10⁻¹, hundredths=10⁻². A number can be written as a digit times its place value's power of ten."
esn-01b-02,c1,body,true,WORD_TEARING,left,…he outer 2 say⟦s *t⟧ake two copies…,"(2³)² looks new but is not. The outer 2 says *take two copies of the block*, so it is 2³ · 2³ — and the product rule takes over: 3 + 3 = 6.

Adding the same number twice is multiplying it by 2, which is why the shortcut reads **(a^m)^n = a^(m·n)**. The multiplication is repeated addition in disguise."
esn-01b-02,c1,body,true,WORD_TEARING,right,…he outer 2 say⟦s *t⟧ake two copies…,"(2³)² looks new but is not. The outer 2 says *take two copies of the block*, so it is 2³ · 2³ — and the product rule takes over: 3 + 3 = 6.

Adding the same number twice is multiplying it by 2, which is why the shortcut reads **(a^m)^n = a^(m·n)**. The multiplication is repeated addition in disguise."
esn-01b-02,c1,body,true,RAW_CARET,,^,"(2³)² looks new but is not. The outer 2 says *take two copies of the block*, so it is 2³ · 2³ — and the product rule takes over: 3 + 3 = 6.

Adding the same number twice is multiplying it by 2, which is why the shortcut reads **(a^m)^n = a^(m·n)**. The multiplication is repeated addition in disguise."
esn-01b-02,c2,body,true,RAW_CARET,,^,"The bracket is the whole story. **(ab)^n = a^n · b^n** because the exponent applies to everything inside it.

That is why (3x)² = 9x², not 3x². The 3 is inside the bracket and gets squared along with the x — a slip that costs more marks than any other rule in this chapter."
esn-01b-02,k2,widget.options[].feedback,true,WORD_TEARING,left,…es of ab is aa⟦a · b⟧bb once regrou…,Three copies of ab is aaa · bbb once regrouped — the exponent reaches every factor inside.
esn-01b-02,k2,widget.options[].feedback,true,WORD_TEARING,right,…es of ab is aa⟦a · b⟧bb once regrou…,Three copies of ab is aaa · bbb once regrouped — the exponent reaches every factor inside.
esn-01b-02,k3,explanationVariants,true,WORD_TEARING,right,"(3x)² = 3x · 3⟦x = 9⟧x², because th…","(3x)² = 3x · 3x = 9x², because the 3 is squared too."
esn-01b-02,k3,widget.options[].feedback,true,WORD_TEARING,right,⟦3x · 3⟧x = 9x². The 3…,"3x · 3x = 9x². The 3 is inside the bracket, so it is squared as well."
esn-01b-02,k3,widget.options[].feedback,true,WORD_TEARING,right,3x · 3⟦x = 9⟧x². The 3 is i…,"3x · 3x = 9x². The 3 is inside the bracket, so it is squared as well."
esn-01b-02,k3,widget.options[].feedback,true,WORD_TEARING,right,…ared as well: ⟦3x · 3⟧x has two x's.,The x is squared as well: 3x · 3x has two x's.
esn-01b-02,r1,takeaways,true,RAW_CARET,,^,(a^m)^n = a^(m·n) — the outer exponent counts copies of the block.
esn-01b-02,r1,takeaways,true,RAW_CARET,,^,(ab)^n = a^n b^n — the exponent reaches every factor inside the bracket.
esn-01b-03,c2,body,true,RAW_FRACTION,,1 / a,"A negative exponent is **not** a negative number. It is an instruction to flip: a⁻ⁿ = 1 / aⁿ.

And the rules keep working across the sign. 3² · 3⁻⁵ adds exponents to 3⁻³, which is 1/3³ = 1/27. No special case is needed — the arithmetic of the exponents simply runs into negative territory."
esn-01b-03,k2,widget.options[].feedback,true,RAW_FRACTION,,1/2,The reciprocal is positive. 2⁻² = 1/2² = 1/4.
esn-01b-03,k3,explanationVariants,true,RAW_FRACTION,,1/3,"3⁻³ = 1/3³ = 1/27, so the denominator is 27."
esn-01b-03,k3,widget.fallbackFeedback,true,RAW_FRACTION,,1/3,"3⁻³ = 1/3³, and 3³ = 27."
esn-01b-03,r1,takeaways,true,RAW_FRACTION,,1/a,"A negative exponent means a reciprocal: a⁻ⁿ = 1/aⁿ, never a negative value."
esn-02-01,ch1,hints,true,WORD_TEARING,left,…ion. What abou⟦t −11⟧?,11² = 121 — so 11 is one solution. What about −11?
esn-02-01,i1,widget.options[].feedback,true,WORD_TEARING,left,"…ks, but so doe⟦s −5⟧, since (−5)² …","5 works, but so does −5, since (−5)² = 25 too — don't drop the negative solution."
esn-02-01,k1,explanationVariants,true,WORD_TEARING,left,"…ign, both 7 an⟦d −7⟧ are valid sol…","Since squaring erases the sign, both 7 and −7 are valid solutions."
esn-02-01,k2,widget.missFeedback,true,WORD_TEARING,left,Both 8 an⟦d −8⟧ square to 64 …,Both 8 and −8 square to 64 — build the pair with 'or'.
esn-02-01,k3,widget.missFeedback,true,WORD_TEARING,left,… ± pair: 10 an⟦d −10⟧ both square t…,x² = 100 has the ± pair: 10 and −10 both square to 100.
esn-02-01,r1,takeaways,true,RAW_SQRT,,√,"Squaring erases sign, so both +√p and −√p solve x² = p."
esn-02-02,ch1,explanationVariants,true,WORD_TEARING,left,Onl⟦y −5⟧ cubes to exac…,Only −5 cubes to exactly −125 — no ± needed for cube equations.
esn-02-02,ch1,explanationVariants,true,WORD_TEARING,left,…ubes to exactl⟦y −125⟧ — no ± needed…,Only −5 cubes to exactly −125 — no ± needed for cube equations.
esn-02-02,ch1,hints,true,WORD_TEARING,left,…h sign makes i⟦t −125⟧?,5³ = 125 — so the magnitude is 5. Now which sign makes it −125?
esn-02-02,ch1,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…(positive), no⟦t −125⟧ — the sign ma…","5³ = 125 (positive), not −125 — the sign matters for cubes."
esn-02-02,ch1,widget.commonBuilds[].feedback,true,WORD_TEARING,left,Onl⟦y −5⟧ works — cube …,Only −5 works — cube equations never need ± like square equations do.
esn-02-02,ch1,widget.commonBuilds[].feedback,true,WORD_TEARING,left,Onl⟦y −5⟧ works — cube …,Only −5 works — cube equations never need ± like square equations do.
esn-02-02,i2,widget.options[].feedback,true,WORD_TEARING,left,…number cubes t⟦o −8⟧.,"Right — (−2)³ = −8, and only one number cubes to −8."
esn-02-02,i2,widget.options[].feedback,true,WORD_TEARING,left,"2³ = 8, no⟦t −8⟧ — the sign ma…","2³ = 8, not −8 — the sign matters here, unlike with squares."
esn-02-02,i2,widget.options[].feedback,true,WORD_TEARING,left,Onl⟦y −2⟧ works: 2³ = 8…,"Only −2 works: 2³ = 8 (positive), so 2 does NOT solve x³=−8."
esn-02-02,i3,widget.commonErrors[].feedback,true,WORD_TEARING,left,"…e), but we nee⟦d −64⟧, so the answe…","Check the sign — 4³ = 64 (positive), but we need −64, so the answer must be negative: −4."
esn-02-02,i3,widget.commonErrors[].feedback,true,WORD_TEARING,left,That divide⟦s −64⟧ by 4 — a cube…,"That divides −64 by 4 — a cube root isn't division. (−4)³ = −64, so ∛(−64) = −4."
esn-02-02,k1,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…, not 27 — onl⟦y +3⟧ works.","Cube equations don't need ±: (−3)³ = −27, not 27 — only +3 works."
esn-02-02,k1,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…, not 27 — onl⟦y +3⟧ works.","Cube equations don't need ±: (−3)³ = −27, not 27 — only +3 works."
esn-02-02,k1,widget.missFeedback,true,WORD_TEARING,left,…27; −3 cubes t⟦o −27⟧.,A cube root keeps its sign — only 3³ = 27; −3 cubes to −27.
esn-02-02,k2,explanationVariants,true,WORD_TEARING,left,Cubin⟦g −3⟧ gives exactly…,"Cubing −3 gives exactly −27, and no other real number does."
esn-02-02,k2,explanationVariants,true,WORD_TEARING,left,"…3 gives exactl⟦y −27⟧, and no other…","Cubing −3 gives exactly −27, and no other real number does."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…(positive), no⟦t −27⟧ — the sign ma…","3³ = 27 (positive), not −27 — the sign matters for cubes."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,Onl⟦y −3⟧ works here — …,"Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…here — 3³ give⟦s +27⟧, not −27.","Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"… gives +27, no⟦t −27⟧.","Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,Onl⟦y −3⟧ works here — …,"Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"…here — 3³ give⟦s +27⟧, not −27.","Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k2,widget.commonBuilds[].feedback,true,WORD_TEARING,left,"… gives +27, no⟦t −27⟧.","Only −3 works here — 3³ gives +27, not −27."
esn-02-02,k3,widget.commonBuilds[].feedback,true,WORD_TEARING,left,… not 125 — onl⟦y +5⟧ solves this o…,"(−5)³ = −125, not 125 — only +5 solves this one."
esn-02-02,k3,widget.commonBuilds[].feedback,true,WORD_TEARING,left,… not 125 — onl⟦y +5⟧ solves this o…,"(−5)³ = −125, not 125 — only +5 solves this one."
esn-02-02,k3,widget.missFeedback,true,WORD_TEARING,left,"…5 — the cube o⟦f −5⟧ is −125, a di…","Only 5³ = 125 — the cube of −5 is −125, a different number."
esn-02-02,k3,widget.missFeedback,true,WORD_TEARING,left,"…e cube of −5 i⟦s −125⟧, a different …","Only 5³ = 125 — the cube of −5 is −125, a different number."
esn-02-02,rem-esn0202-k,remedial.check.explanationVariants,true,WORD_TEARING,left,Onl⟦y +2⟧ cubes to 8 — …,"Only +2 cubes to 8 — −2 would cube to −8, not 8."
esn-02-02,rem-esn0202-k,remedial.check.explanationVariants,true,WORD_TEARING,left,"…2 would cube t⟦o −8⟧, not 8.","Only +2 cubes to 8 — −2 would cube to −8, not 8."
esn-02-02,rem-esn0202-k,remedial.check.widget.options[].feedback,true,WORD_TEARING,left,"…8, not 8 — onl⟦y +2⟧ works here.","(−2)³ = −8, not 8 — only +2 works here."
esn-02-03,c1,body,true,WORD_TEARING,left,…ense here: sid⟦e = 9⟧ ft. Real-worl…,"A square garden with area 81 sq ft has a side length that solves side² = 81 — since a physical length can't be negative, only the POSITIVE solution makes sense here: side = 9 ft. Real-world root problems often drop the negative solution for exactly this reason."
esn-02-03,c2,body,true,WORD_TEARING,left,…olve here: edg⟦e = 5⟧ in.,"A cube-shaped box with volume 125 cubic inches has an edge length that solves edge³ = 125 — and since cube equations have only ONE real solution anyway, there's no sign ambiguity to resolve here: edge = 5 in."
esn-02-03,ch1,hints,true,WORD_TEARING,left,…olume is lengt⟦h × l⟧ength × length…,Volume is length × length × length — set up edge³ = 216.
esn-02-03,ch1,hints,true,WORD_TEARING,left,…length × lengt⟦h × l⟧ength — set up…,Volume is length × length × length — set up edge³ = 216.
esn-02-03,ch1,hints,true,WORD_TEARING,right,…olume is lengt⟦h × l⟧ength × length…,Volume is length × length × length — set up edge³ = 216.
esn-02-03,ch1,hints,true,WORD_TEARING,right,…length × lengt⟦h × l⟧ength — set up…,Volume is length × length × length — set up edge³ = 216.
esn-02-03,k2,explanationVariants,true,WORD_TEARING,left,"…nsional (lengt⟦h × l⟧ength, so squa…","Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,explanationVariants,true,WORD_TEARING,left,…nsional (lengt⟦h × l⟧ength × length…,"Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,explanationVariants,true,WORD_TEARING,left,"…length × lengt⟦h × l⟧ength, so cube…","Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,explanationVariants,true,WORD_TEARING,right,"…nsional (lengt⟦h × l⟧ength, so squa…","Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,explanationVariants,true,WORD_TEARING,right,…nsional (lengt⟦h × l⟧ength × length…,"Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,explanationVariants,true,WORD_TEARING,right,"…length × lengt⟦h × l⟧ength, so cube…","Area is 2-dimensional (length × length, so squared); volume here is 3-dimensional (length × length × length, so cubed)."
esn-02-03,k2,widget.options[].feedback,true,WORD_TEARING,left,…dge cubed (edg⟦e×e⟧dge×edge).,Volume isn't edge times 3 — it's edge cubed (edge×edge×edge).
esn-02-03,k2,widget.options[].feedback,true,WORD_TEARING,left,…ubed (edge×edg⟦e×e⟧dge).,Volume isn't edge times 3 — it's edge cubed (edge×edge×edge).
esn-02-03,k2,widget.options[].feedback,true,WORD_TEARING,right,…dge cubed (edg⟦e×e⟧dge×edge).,Volume isn't edge times 3 — it's edge cubed (edge×edge×edge).
esn-02-03,k2,widget.options[].feedback,true,WORD_TEARING,right,…ubed (edge×edg⟦e×e⟧dge).,Volume isn't edge times 3 — it's edge cubed (edge×edge×edge).
esn-03-01,ch1,hints,true,WORD_TEARING,left,"One billio⟦n = 1⟧,000,000,000 —…","One billion = 1,000,000,000 — count them: 9 zeros."
esn-03-02,ch1,explanationVariants,true,WORD_TEARING,left,… gives exponen⟦t −8⟧.,Counting every zero before the first nonzero digit (3) gives exponent −8.
esn-03-02,ch1,widget.missFeedback,true,WORD_TEARING,left,…he 3 — exponen⟦t −8⟧.,Eight hops right reach the 3 — exponent −8.
esn-03-02,k1,explanationVariants,true,WORD_TEARING,left,… gives exponen⟦t −8⟧.,Counting the zeros before the first nonzero digit (9) gives exponent −8.
esn-03-02,k2,explanationVariants,true,WORD_TEARING,left,… gives exponen⟦t −4⟧.,Counting the zeros before the first nonzero digit (6) gives exponent −4.
esn-03-02,k2,widget.missFeedback,true,WORD_TEARING,left,… 6.1 — exponen⟦t −4⟧.,Four hops right lands on 6.1 — exponent −4.
esn-03-02,k3,widget.missFeedback,true,WORD_TEARING,left,…ow 5 — exponen⟦t −2⟧.,0.05 is two hops below 5 — exponent −2.
esn-03-02,rem-esn0302-k,remedial.check.explanationVariants,true,WORD_TEARING,left,… gives exponen⟦t −3⟧.,Counting the zeros before the first nonzero digit (8) gives exponent −3.
esn-03-03,ch1,explanationVariants,true,RAW_CARET,,^,(5×10⁶) ÷ (2×10⁶) = (5÷2) × 10^(6−6) = 2.5 × 10⁰ = 2.5 times as much.
esn-03-03,k1,explanationVariants,true,RAW_CARET,,^,"(6×10⁸) ÷ (3×10⁵) = (6÷3) × 10^(8−5) = 2 × 10³ = 2,000 times as much."
esn-03-03,k1,widget.fallbackFeedback,true,RAW_CARET,,^,"(6×10⁸) ÷ (3×10⁵) = 2 × 10^3 = 2,000 times as much."
esn-04-01,c1,body,true,RAW_CARET,,^,"To multiply in scientific notation: multiply the coefficients, ADD the exponents — the exact power-of-ten rule from Chapter 1. (3×10⁴) × (2×10³) = (3×2) × 10^(4+3) = 6 × 10⁷."
esn-04-03,i1,widget.options[].feedback,true,WORD_TEARING,left,Right — tota⟦l = c⟧ount × rate: (…,Right — total = count × rate: (3×10⁴)×(2×10²) = 6×10⁶ grams.
