engine,file,line_ref,verdict,leak_class,evidence,confidence
probabilityArea,src/components/widgets.tsx,10700-10765,CLEAN,NONE,"Read ProbabilityAreaW end to end. Visible text: prompt, ""{n}/{total} = {decimal} ({reduced})"", slider label ""shaded = {n}"". Target staircase is tone===""info"" and aria-hidden. Not in describeState.ts.",HIGH
proportionalReasoningLab,src/components/widgets.tsx,6894,LEAK,PROCESS_TELEMETRY,"Active state renders ""{validRevealed.length} proportional check{s} completed; {spec.requiredExplorations} required before grading."" - a tally of learner reveal actions against an authoring quota that names the grading system. Same telemetry in the learner disclosure at describeState.ts:365: ""${explored} proportional checks have been opened; ${spec.requiredExplorations} are required."" Actions copy at describeState.ts:952 additionally describes the authoring design (""The initial view never states proportionality or the final result... and reveal uses a separate ghost without replacing learner work.""). Also renders ""percent stage: {n}%"" and ""Build stage {n}: {label}"".",HIGH
quadDrag,src/components/widgets.tsx,4022-4213,CLEAN,NONE,"Read QuadDragW end to end. Visible text: side lengths on edges, ""right now it is {quadName}"", ""sides ... - diagonals ..."", the midsegment readout, slider labels ""corner across""/""corner up"". Target polygon is tone===""info"" and aria-hidden. describeState.ts:462 names pinned vertices and spec.targetName (an authored human phrase).",HIGH
quadraticExplore,src/components/widgets.tsx,12104-12354,CLEAN,NONE,"Read the router plus both forms (QuadraticRootsW and QuadraticVertexW). Visible text: factored/expanded equation, LabReadouts ""discriminant b2 - 4ac"" and ""real solutions"", slider labels ""first root""/""second root""/""leading coefficient a"" and ""a (stretch/flip)""/""h (left/right)""/""k (up/down)"". describeState.ts:217 handles both forms in pure algebra.",HIGH
quotientReasoningLab,src/components/widgets.tsx,7179,LEAK,AUTHORING_LABEL,"Active state renders ""Task mode: {spec.task.replaceAll(/([A-Z])/g, "" $1"").toLowerCase()}."" - the internal authoring task discriminant (schema.ts:5907 enum: remainderContext, invalidRemainder, decimalClassify, repeatToFraction, ...) printed to the learner as ""Task mode: invalid remainder."" It sits under a ""Source state"" kicker (7177). The disclosure is worse: describeState.ts:416 returns ""Exact quotient task ${spec.task}."" with the raw camelCase token unmodified. Also renders ""Stage {n}"", ""Exact state: {value}"" and ""{revealed.length} exact state{s} inspected; {spec.requiredExplorations} required before grading."" (7198).",HIGH
radicalCheck,src/components/widgets.tsx,4216-4269,CLEAN,NONE,"Read RadicalCheckW end to end. Visible text: ""the SQUARED equation: x + {n} = x2"", ""the ORIGINAL equation: sqrt(x + {n}) = x"", the two satisfied/not-satisfied lines, ""this candidate passes the squared equation and FAILS the original"", slider label ""the candidate x"". All extraneous-root vocabulary. Not in describeState.ts.",HIGH
ratioTable,src/components/widgets.tsx,7730-7808,CLEAN,NONE,"Read RatioTableW end to end. Visible text: the table caption ""Equivalent ratio table"", spec.colA/colB headers, the row values, and ""missing value = {b}"". The strategy/reversal instrumentation is emitted through onEvent only and never rendered. Not in describeState.ts.",HIGH
rationalCompare,src/components/widgets.tsx,863-988,CLEAN,NONE,"Read the whole RationalCompareW render path: prompt, two operand cards, the <,=,> radiogroup, and the cue line (""the parts are the same size - look at the counts""). sr-only text is ""chosen symbol: less than"". No authoring vocabulary; no describeState branch exists for this type.",HIGH
relatedRatesLab,src/components/widgets.tsx,16159-16185; describeState.ts:452-460,CLEAN,NONE,"Active screen shows prompt, ladder SVG, LabReadouts x / y / dy/dt, one slider, and the teaching sentence ""Differentiate the invariant: 2x*dx/dt + 2y*dy/dt = 0."" The word ""invariant"" is used mathematically inside instructional copy (the constraint x^2+y^2=L^2), not as a CML metadata label; describeState derives everything from the persisted value.",MEDIUM
riemannSum,src/components/widgets.tsx,4441-4531; describeState.ts:266-278,CLEAN,NONE,"Checked every active string: prompt, strip SVG, ""estimate ... true area ..."", ""the truth is trapped: left ... <= ... <= right"", rule radios labelled left/right/midpoint/trapezoid, ""how many strips"". Ghost paragraph is gated on tone===""info"" (revealed).",HIGH
rotationLab,src/components/widgets.tsx,10207-10319,CLEAN,NONE,"S215 defect is genuinely fixed. The old `{tone ? <p>{tone}</p> : null}` is gone (comment at line 10232 records the removal). Active/retry renders only prompt, SVG, the slider labelled ""Turn (deg counterclockwise)"", and the exact readout (""Turn 90 deg. Image of (2, 1) is (-1, 2).""); GhostChip is gated on tone===""info""; the berry cue at tone===""error"" is aria-hidden geometry only. widgets.rotationLab.tone.s215.test.tsx asserts no raw StageTone token across all four tones.",HIGH
sampleSim,src/components/widgets.tsx,1810-1901; describeState.ts:785-791,CLEAN,NONE,"Active text is statistical only: ""truth 60%"", ""each dot = one poll"", ""N polls . spread X points . Y% landed within 5 points of the truth"", ""ask 50"", ""run 1""/""run 10"". Ghost chip gated on tone===""info"".",HIGH
samplingBiasLab,src/components/widgets.tsx,15824-15842; describeState.ts:340-343,CLEAN,NONE,"Method buttons render the enum values convenience/random/stratified, but those are ordinary statistics vocabulary, not authoring tokens. Other labels: ""systematic bias"", ""random variability"", ""repeated sample estimates"", ""population 50%"", ""draws n/m"", ""design"". No CML/authoring metadata.",HIGH
scaledCircleLab,src/components/widgets.tsx,1391-1449; describeState.ts:52-58,CLEAN,NONE,"Active labels are mathematical: ""Drawing"", ""Real circle"", ""Given real circle"", ask label (""real radius"" / ""coefficient in C = ?pi""), the formula line, and choice buttons. GhostChip (""correct claim: ..."") is tone===""info"" only. Separate observation (out of the listed leak classes): describeState says ""The target real radius is N"" during active work, i.e. it speaks the answer to screen-reader users.",HIGH
scatterFit,src/components/widgets.tsx,7902-8023; describeState.ts:694-700,CLEAN,NONE,"Active text: prompt, ""y = mx + b"", ""miss = 0.42"", ""slope m ="", ""intercept b ="". ""best fit"" ghost label is inside the tone===""info"" block. describeState reports only points and the learner line.",HIGH
secantSlope,src/components/widgets.tsx,2426-2585; describeState.ts:280-299,CLEAN,NONE,"Active text: prompt, A/B/c point labels, ""tangent slope 4"", ""rise ... / run ... = slope ..."", ""gap 0 -> 0 / 0, which is nothing at all"", slider label ""the gap from A to B"". Ghosts gated on tone===""info"".",HIGH
sequenceBuild,src/components/widgets.tsx,widgets.tsx:3461; describeState.ts:669,LEAK,AUTHORING_LABEL,"SequenceReasoningW renders the internal authoring task id into the workbench section accessible name during ACTIVE work: aria-label={`Sequence workbench for ${spec.task}. ...`} (widgets.tsx:3461). spec.task is z.enum([""dial"",""ruleType"",""termEvaluate"",""sigmaEvaluate"",""sigmaRepresent"",""arithmeticPair"",""arithmeticSum"",""geometricPair"",""geometricSum"",""repeatingDecimal""]) (schema.ts:3097), so a screen reader announces e.g. ""Sequence workbench for sigmaEvaluate."" describeState.ts:669 repeats it: ""Sequence reasoning task ${spec.task}."" Secondary risk in the same component: stage bodies prefer authored text over derived truth (`const body = authored.get(stage.key) ?? stage.value`, widgets.tsx:3448/3485), so an edited derivation could narrate stale authored prose.",HIGH
shapeFamilyBuilder,src/components/widgets.tsx,15880-15881; describeState.ts:350-353,CLEAN,NONE,"Active text: prompt, four sliders (sides / right angles / equal sides / parallel pairs), ""build from attributes"" until the family is built, and ""A family name comes from the rules the shape satisfies-not from its size, tilt, or color."" All mathematical.",HIGH
shapeHierarchyLab,src/components/widgets.tsx,15851; 15852; 15869,LEAK,AUTHORING_LABEL,"Three separate authoring-metadata strings render during ACTIVE work with no tone gate. (1) widgets.tsx:15851 prints the raw authoring taxonomy under every claim button: <span ... uppercase ...>{choice.evidenceKind}</span>, where evidenceKind is z.enum([""path"",""reverse"",""example"",""counterexample"",""blocker"",""classification"",""calculation""]) (schema.ts:4224); shipped content uses ""blocker"" (6), ""classification"" (5), ""path"" (8), ""reverse"" (4), so learners see chips reading BLOCKER / CLASSIFICATION / PATH / REVERSE. (2) widgets.tsx:15852 heads the evidence card with ""{selected.evidenceKind} evidence"" -> ""blocker evidence"". (3) widgets.tsx:15869 (triangle mode) renders ""The engine independently derives: isosceles + acute."" - naming the software system, not the mathematics. describeState.ts (actionsFor, WIDGET_ACTIONS entry) also tells the learner the claim ""opens its path, witness, counterexample, blocker, or classification evidence"".",HIGH
shapeParts,src/components/widgets.tsx,9817-9884; describeState.ts:730-736,CLEAN,NONE,"Active text: prompt, per-part buttons labelled ""side 3, counted"", the count readout ""5 counted"", and ""Start over"". Ghost text is inside the tone===""info"" branch.",HIGH
shuffleTest,src/components/widgets.tsx,1998-2090; describeState.ts:799-808,CLEAN,NONE,"Active text: ""observed gap: A - B = 1.80"", ""each dot = one random relabelling"", ""N relabellings . M reached the observed gap"", buttons ""relabel x1""/""relabel x20""/""chance alone could do this""/""too big for chance"". Ghost chip is tone===""info"" only.",HIGH
signChart,src/lib/describeState.ts,761-768 (esp. 764),LEAK,STALE_NARRATION,"describeState narrates a DIFFERENT model from the one drawn. Line 764 calls `signChartSigns(spec.roots, spec.leadingPositive)` with the third argument (poles) omitted, and line 762 builds intervals from `spec.roots` alone, while the widget cuts the line with `signChartCuts(spec.roots, spec.poles)` (widgets.tsx:3192). Shipped specs do carry poles (rf-01-01: roots [-7], poles [4]; rf-02-01, rf-05-01, pra-05-01, ...), so the panel says ""cutting the line into 2 intervals"" while the learner sees 3 sign buttons, and maps the learner signs onto the wrong interval names. For rf-01-03 (roots: [], poles: [{x:-4}]) `xs[0]` is undefined and `fmt(undefined)` calls undefined.toFixed -> TypeError thrown inside WidgetRenderer render (widgets.tsx:16188). The widget body itself (widgets.tsx:3188-3336) is clean.",HIGH
signedFractionLab,src/components/widgets.tsx,widgets.tsx:5672; describeState.ts:83,LEAK,AUTHORING_LABEL,"The misconception-path taxonomy is announced to the learner in an aria-live region during ACTIVE work, with no tone gate: widgets.tsx:5672 `<p className=""sr-only"" aria-live=""polite"">{selected ? `Selected ${selected.label}; ${selected.path}.` : ...}`. choice.path is z.enum([""correct"",""wrongSign"",""keptDivisor"",""magnitudeError"",""unreduced""]) (schema.ts:2144), so a screen reader hears ""Selected -3/4; magnitudeError."" - and ""correct"" for the right choice, which also reveals correctness before checking. describeState.ts:83 repeats it as ""Selected ..., pathway ${selected.path}.""",HIGH
sliceSum,src/components/widgets.tsx,4648-4807; describeState.ts:719-729,CLEAN,NONE,"Active text: prompt, ""the region"", ""revolved - a stack of discs"", ""the slices are TRIANGLES"", per-slice formula line, ""sum of N slices = X . exact = Y"", sliders ""inspect a slice""/""how many slices"", rule radios left/right/mid. Ghost chip is tone===""info"" only.",HIGH
slider,src/components/widgets.tsx,12713-12916,CLEAN,NONE,"Active text: prompt as the slider aria-label, the value readout (""4 x 3 = 12""), +/- buttons, optional group list (""Group 2: 3 items""), conic aria-labels. Ghost paragraph gated on tone===""info"".",HIGH
slopeField,src/components/widgets.tsx,4808-4905; describeState.ts:470-482,CLEAN,NONE,"Active text: prompt, ""(0, 4)"", ""the curve leaves (0, 4) with slope 2"", ""every segment on this line is FLAT - the solution never moves"", slider ""where the curve starts: y at x = 0"". Ghost path gated on tone===""info"".",HIGH
slopeTriangle,src/components/widgets.tsx,6627-6810; describeState.ts:149-156,CLEAN,NONE,"Active text: prompt, ""run 3""/""rise 2"" leg labels, ""slope = rise / run = 2/3"", ""passes through B""/""misses B"", steppers ""run (across)""/""rise (up)"", Undo/Reset. The sr-only status is transactionSentence + clamp reason (mmipTypes.ts:179, lineFamilyModel.ts:1544), which produces mathematics only (""Change the run by 1: 2 becomes 3.""). No authoring tokens.",HIGH
solidSliceLab,src/components/widgets.tsx,15781-15794; describeState.ts:324-327,CLEAN,NONE,"Active text: prompt, ""section = 64% of base area"", LabReadouts ""slice height""/""section area""/""moves n/m"", ""Add an equal-base-area comparison solid"", and the closing cross-section sentence. All mathematical.",HIGH
solveBalance,src/components/widgets.tsx,8929-9570,CLEAN,NONE,"Read the full 640-line body. All learner strings are balance/equation vocabulary: ""Left pan""/""Right pan"", ""empty"", ""Spotlight this term: ..."", ""Take one unit tile off the left pan"", ""Give the x2 to both parts"", ""Multiply both sides by -1"", ""Split both sides into 3 groups"", Undo/Reset. The ""Finished state: ..."" contrast is inside the tone===""info"" block. describeState.ts:533-552 reads the pans as they stand and never computes the solution.",HIGH
spinnerSim,src/components/widgets.tsx,1723-1781,CLEAN,NONE,"Active text: prompt, ""P = 3/8 = 0.375"", the reduced form, slider ""winning parts"". The ""target"" SVG label is inside the tone===""info"" ghost group.",HIGH
steppedReveal,src/components/widgets.tsx,13579-13641,CLEAN,NONE,"Active text: prompt, authored panel titles/bodies (instructional content), the sr-only ""Step 2 of 4 revealed"", and the ""Reveal step 3 of 4"" button. Progress pips are aria-hidden. No authoring metadata and no reflection prompt.",HIGH
subitizeFlash,src/components/widgets.tsx,14907-14984,CLEAN,NONE,"Active text: prompt, ""tap Flash"", ""Flash!""/""Flash again"", ""keep visible"", ""How many did you see?"", count option buttons, ""Flash the dots before choosing."" Reveal/retry decorations are class-only.",HIGH
systemsExplore,src/components/widgets.tsx,11686-12090; describeState.ts:188-216,CLEAN,NONE,"The S215 stale-authored-line defect is fixed and I verified the fix end to end: describeState builds `systemsPairModel(spec, v)` whose init runs through `systemsPairParams` (systemsPairAdapter.ts:116-135), which reads `value.lines` per editable slot, so the narrated equations follow the learner drags. On-stage labels also come from `pairViews.<slot>.equation.display`. Active copy is mathematical (""line 1 slope (the rate)"", ""Or set the lines exactly"", relation sentence). sr-only status is transactionSentence output.",HIGH
tapDiagram,src/components/widgets.tsx,12917-12965,CLEAN,NONE,"Active text: prompt plus authored hotspot labels/icons (aria-label={h.label}). The ""tap: ..."" chip is inside the tone===""info"" branch. No describeState branch.",HIGH
taylorApprox,src/components/widgets.tsx,4906-5013; describeState.ts:709-718,CLEAN,NONE,"Active text: prompt, ""the polynomial (5 terms)"", ""radius"", ""at x = 0.5: true ... polynomial ... error ..."", ""terms: ... shrinking/NOT shrinking"", slider ""how many terms to add"". Ghosts gated on tone===""info"".",HIGH
tenFrame,src/components/widgets.tsx,13903-13956,CLEAN,NONE,"Active text: prompt, cell aria-labels (""Filled cell 3""), group label ""Ten-frame, 7 of 10 filled"", readout ""showing 7"". Target rings are inside the tone===""info"" branch.",HIGH
toggleExplore,src/components/widgets.tsx,13529-13578,CLEAN,NONE,"Active text: prompt, ""The lamp is ON!""/""The lamp is off."", the authored spec.ruleText, and toggle buttons (""Switch A: ON""). No authoring metadata.",HIGH
transformExplore,src/components/widgets.tsx,10853-11009; describeState.ts:575-585,CLEAN,NONE,"Active text: prompt, ""slide x (dx) = 2"", ""slide y (dy) = -1"", ""reflect"" group with ""None""/""Over x-axis"". The reflect enum is rendered through a humanised map, not raw. Ghost chip is tone===""info"" only.",HIGH
treeDiagram,src/components/widgets.tsx,1329-1390,CLEAN,NONE,"Active text: prompt, authored stage1Label/stage2Label (probability-experiment stage names supplied as content, e.g. ""coin""), ""3 x 2 = 6 outcomes"", slider labels. ""stage"" here is the mathematical stage of a compound experiment, not an authoring lifecycle stage. Ghost chip gated on tone===""info"".",HIGH
trialProbabilityLab,src/components/widgets.tsx,1629-1722; describeState.ts:113-122,CLEAN,NONE,"Active text: prompt, ""Fixed trial evidence""/""Equally likely outcome space"", ""evidence 7"", ""your claim 6.5"", ""given theoretical 1/2"", ""projects to 6 of the same 12"", and the closing compare sentence. All probability vocabulary. Reveal ghost gated on tone===""info"".",HIGH
triangleAngleLab,src/components/widgets.tsx,15809,LEAK,INVARIANT_TEXT,"The active-state readout row is labelled with CML design vocabulary rather than mathematics: `<LabReadout label=""invariant sum"" value={`${sum.toFixed(1)}deg`} tone=""good""/>` and, beside it, `<LabReadout label=""deformations"" value={`${moves}/${spec.requiredMoves}`}/>` (widgets.tsx:15809). ""invariant"" is exactly the word the S237 manifest bans from learner screens (S236 removed internal invariants from the CML surface); the honest maths label here is ""angle sum"". Rendered unconditionally in active and retry. Noted honestly: the VALUE shown is mathematical (180.0 deg) and ""invariant"" has a legitimate mathematical reading, so this is a vocabulary leak rather than a metadata panel.",MEDIUM
triangleClosureLab,src/components/widgets.tsx,1450-1498; describeState.ts:85-92,CLEAN,NONE,"Active text: prompt, ""endpoint span"", ""closes with area""/""flat line - not a triangle""/""gap remains"", ""hinge angle: 120deg . moves 2/3"", choice buttons, ""A non-flat closure exists near 97.2deg."" All geometric. Ghost chip gated on tone===""info"".",HIGH
triangleConstraintLab,src/components/widgets.tsx,15711-15754; describeState.ts:313-319,CLEAN,NONE,"Active text: prompt, ""SAS: 0 degrees of freedom"", ""constraints lock one triangle""/""ambiguous case: two triangles fit"", LabReadouts ""criterion""/""candidates""/""experiments n/m"", criterion buttons SSS..SSA, lock/release buttons. Congruence-criterion abbreviations are mathematical, not authoring tokens.",HIGH
triangleSolve,src/components/widgets.tsx,3507-3511 (router); 3512-3589; 3590-3712,CLEAN,NONE,"Both branches read. SAS/SSS branch: side/angle labels, ""third side = 7.21"", slider copy. Ratios branch: ""adj/opp/hyp"" readouts, ""opp/hyp"" tiles, ""Resize the triangle to test whether the ratios follow (0/1)"", narration sentence. All mathematical; ghosts gated on tone===""info"".",HIGH
unitChain,src/components/widgets.tsx,7442-7558; describeState.ts:164-175,CLEAN,NONE,"Active text: unit chips with ""target"" badge, ""the quantity - it never changes"", ""ruler counts in cm"", ""1 m = 100 cm"", ""Back one hop"", ""Reset"". The correct-crossings paragraph is inside the tone===""info"" branch.",HIGH
unitCircleExplore,src/components/widgets.tsx,11425; 11355,LEAK,RAW_STATE_TOKEN,"The raw targetFeature enum token is painted on the wave graph as a visible label during ACTIVE work: `<text ...>{spec.targetFeature.kind}</text>` (widgets.tsx:11425), and it is also spliced into the SVG accessible name / slider aria-valuetext via `hunting the ${spec.targetFeature.kind} near x = ${spec.targetFeature.x}deg` (widgets.tsx:11355). kind is z.enum([""peak"",""zero"",""period"",""midlineCross""]) (schema.ts:775) and shipped content uses the camelCase member: content/courses/trig-graphs-inverses/lessons/tg-02-01.json sets ""kind"": ""midlineCross"", so learners see the identifier ""midlineCross"" and hear ""hunting the midlineCross near x = 270deg"". Separate observation: describeState.ts:247-255 also speaks ""The target angle is N deg"" while the on-stage target ghost is tone===""info"" only - the opposite of the parity rule rotationLab documents at widgets.tsx:10241.",HIGH
unitRuler,src/components/widgets.tsx,15882-15902; describeState.ts:354-357,CLEAN,NONE,"Active text: prompt, ""object"", ""finish 5.4"", buttons ""Align zero""/""Place unit""/""Remove unit"", unit-size buttons, spacing buttons exact/gap/overlap (plain words), LabReadouts ""true length""/""units placed n/m""/""covered"". No authoring metadata.",HIGH
vectorExplore,src/components/widgets.tsx,2709-2851; describeState.ts:256-265,CLEAN,NONE,"Active text: prompt, ""u""/""v""/""u + v"" arrow labels, ""u . v = 6 angle ~ 37deg"", sliders ""v across""/""v up"". Ghost arrow and ""u.v = 6"" locus label are inside tone===""info"" blocks.",HIGH
verticalLineScanner,src/lib/describeState.ts,334,LEAK,RAW_STATE_TOKEN,"The ""Describe this model"" panel prints the internal verdict token verbatim: `... Verdict: ${v.verdict ?? ""not chosen""}.` (describeState.ts:334). The widget stores verdict as the union `""function"" | ""not-function""` (widgets.tsx:15813-15820) and renders it on screen through a humanised map (""Function"" / ""Not a function""), so the accessible panel is the only surface that says ""Verdict: not-function."" Renders in active and retry (describeWidgetState is called unconditionally at widgets.tsx:16188). The widget body itself is clean.",MEDIUM
volumeBuilder,src/components/widgets.tsx,5759-5776 (router); 5777-5858; 5859-6010,CLEAN,NONE,"Both branches read. Round solids: LabReadouts ""formula"" (pi r^2 h) and ""volume"" (12pi), radius/height sliders. Prism branch: ""Length 3/4 units, built from 3 fourths"", cross-section aria-labels, length/width/height sliders. All mathematical; no authoring metadata.",HIGH
