lesson,grade,course,concept,lesson class,current A/B interactions,current C/D interactions,misconception burden,candidate existing engine,expected learner gain,reuse potential,priority,decision,justification
dc-02-02,13,Calculus: Derivatives in Context,dc-ladder,C,1,4,2,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,22.93,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
dc-02-03,13,Calculus: Derivatives in Context,dc-choosing-relation,C,0,5,2,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,22.93,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-03-01,13,Calculus: Derivatives in Context,dc-linearisation,A,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
dc-03-02,13,Calculus: Derivatives in Context,dc-differentials,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-03-03,13,Calculus: Derivatives in Context,dc-linearisation-limits,C,1,4,3,graphZoom,Learner could manipulate the graphZoom model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
dc-04-01,13,Calculus: Derivatives in Context,dc-lhopital,A,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
dc-04-02,13,Calculus: Derivatives in Context,dc-other-forms,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
de-01-01,13,Calculus: Differential Equations,de-slope-field,A,1,4,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,56.7,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
de-01-02,13,Calculus: Differential Equations,de-equilibrium,C,1,4,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,18.9,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
de-02-01,13,Calculus: Differential Equations,de-separable,A,1,4,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,84.28,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
de-03-01,13,Calculus: Differential Equations,de-exponential,A,1,4,3,expLogExplore,Learner could manipulate the expLogExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,28,92.74,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
de-03-02,13,Calculus: Differential Equations,de-logistic,C,1,4,2,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,22.93,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
de-04-01,13,Calculus: Differential Equations,de-euler,A,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-01-01,3,Division Fluency,g3d-div2,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-01-02,3,Division Fluency,g3d-div3,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-01-03,3,Division Fluency,g3d-div45,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-01-04,3,Division Fluency,g3d-div67,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-02-01,3,Division Fluency,g3d-div89,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-02-02,3,Division Fluency,g3d-div10,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-02-03,3,Division Fluency,g3d-think-mult,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-02-04,3,Division Fluency,g3d-missing,C,2,4,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,21.03,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-03-01,3,Division Fluency,g3d-special,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-03-02,3,Division Fluency,g3d-zero,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-03-03,3,Division Fluency,g3d-mixed,D,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
df3-03-04,3,Division Fluency,g3d-choose,C,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-01-01,1,True Equations & Unknowns,g1e-equal-meaning,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.0,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-01-02,1,True Equations & Unknowns,g1e-true-false,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.0,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-01-03,1,True Equations & Unknowns,g1e-balance,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.0,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-01-04,1,True Equations & Unknowns,g1e-right-side,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.0,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-01-05,1,True Equations & Unknowns,g1e-both-sums,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.0,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-02-01,1,True Equations & Unknowns,g1e-unknown-end,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-02-02,1,True Equations & Unknowns,g1e-unknown-middle,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-02-03,1,True Equations & Unknowns,g1e-unknown-start,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-02-04,1,True Equations & Unknowns,g1e-sub-unknown,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-03-01,1,True Equations & Unknowns,g1e-fact-family,A,2,4,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,20.07,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-03-02,1,True Equations & Unknowns,g1e-check,C,2,4,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,6.69,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g1e-03-03,1,True Equations & Unknowns,g1e-write-true,C,2,4,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,20.07,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-01-01,11,Probability Distributions & Expected Value,ev-random-variable,A,1,4,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,84.28,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-01-02,11,Probability Distributions & Expected Value,ev-distribution,C,1,4,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,28.09,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-01-03,11,Probability Distributions & Expected Value,ev-expected-value,C,1,4,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,28.09,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-02-01,11,Probability Distributions & Expected Value,ev-payoffs,A,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-02-02,11,Probability Distributions & Expected Value,ev-fair-games,C,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ev-02-03,11,Probability Distributions & Expected Value,ev-decisions,C,1,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-01-01,9,Algebra 1: Exponential Functions,exp-evaluate,A,1,6,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,56.7,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-01-02,9,Algebra 1: Exponential Functions,exp-growth-decay,C,1,6,3,expLogExplore,Learner could manipulate the expLogExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,28,30.91,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-01-03,9,Algebra 1: Exponential Functions,exp-ratio,C,1,6,3,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,34.39,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-02-01,9,Algebra 1: Exponential Functions,exp-growth-model,A,1,6,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,56.7,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-02-02,9,Algebra 1: Exponential Functions,exp-decay-model,B,1,6,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,47.25,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-02-03,9,Algebra 1: Exponential Functions,exp-percent,B,1,6,3,proportionalReasoningLab,Learner could manipulate the proportionalReasoningLab model and observe a state-dependent consequence before symbolic/retrieval checks.,42,85.99,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-03-01,9,Algebra 1: Exponential Functions,exp-match-base,A,1,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,84.28,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-03-02,9,Algebra 1: Exponential Functions,exp-coeff-equation,C,1,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,28.09,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-03-03,9,Algebra 1: Exponential Functions,exp-negative-exponent,C,1,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,28.09,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-04-01,9,Algebra 1: Exponential Functions,exp-graph-read,A,1,6,3,expLogExplore,Learner could manipulate the expLogExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,28,92.74,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-04-02,9,Algebra 1: Exponential Functions,exp-compare,C,1,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
exp-04-03,9,Algebra 1: Exponential Functions,exp-vs-linear,C,1,6,3,lineExplore,Learner could manipulate the lineExplore model and observe a state-dependent consequence before symbolic/retrieval checks.,6,18.9,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-01-01,9,Algebra 1: Exponents & Polynomials,exponent-product-quotient,A,1,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,6.3,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-01-02,9,Algebra 1: Exponents & Polynomials,exponent-power,C,1,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,2.1,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-01-03,9,Algebra 1: Exponents & Polynomials,exponent-zero-negative,C,1,6,3,numberLineHop,Learner could manipulate the numberLineHop model and observe a state-dependent consequence before symbolic/retrieval checks.,452,55.61,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-02-01,9,Algebra 1: Exponents & Polynomials,poly-degree-like-terms,A,0,7,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,80.29,CHANGE,"Zero A/B interaction in an acquisition lesson; existing algebraTiles offers a causal model, so reuse should be audited before any new engine."
ep-02-02,9,Algebra 1: Exponents & Polynomials,poly-add,A,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,80.29,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-02-03,9,Algebra 1: Exponents & Polynomials,poly-subtract,A,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,80.29,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-03-01,9,Algebra 1: Exponents & Polynomials,poly-mul-monomial,A,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,80.29,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-03-02,9,Algebra 1: Exponents & Polynomials,poly-mul-binomial,C,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-03-03,9,Algebra 1: Exponents & Polynomials,poly-special-products,C,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-04-01,9,Algebra 1: Exponents & Polynomials,factor-gcf,A,0,7,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,80.29,CHANGE,"Zero A/B interaction in an acquisition lesson; existing algebraTiles offers a causal model, so reuse should be audited before any new engine."
ep-04-02,9,Algebra 1: Exponents & Polynomials,factor-trinomial,C,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ep-04-03,9,Algebra 1: Exponents & Polynomials,factor-difference-squares,C,1,6,3,algebraTiles,Learner could manipulate the algebraTiles model and observe a state-dependent consequence before symbolic/retrieval checks.,17,26.76,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-01-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-powers-of-ten-meaning,A,0,7,2,distributionCompareLab,Learner could manipulate the distributionCompareLab model and observe a state-dependent consequence before symbolic/retrieval checks.,28,52.99,CHANGE,"Zero A/B interaction in an acquisition lesson; existing distributionCompareLab offers a causal model, so reuse should be audited before any new engine."
esn-01-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-powers-of-ten-arithmetic,C,7,0,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.2,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-01-03,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-powers-of-ten-place-value,C,6,0,2,baseTenCompose,Learner could manipulate the baseTenCompose model and observe a state-dependent consequence before symbolic/retrieval checks.,56,21.09,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-01b-01,8,"Grade 8: Exponents, Roots & Scientific Notation",exponent-product-rule,A,2,4,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,5.4,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-01b-02,8,"Grade 8: Exponents, Roots & Scientific Notation",exponent-power-rule,C,2,4,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-01b-03,8,"Grade 8: Exponents, Roots & Scientific Notation",exponent-zero-negative,C,2,4,3,numberLineHop,Learner could manipulate the numberLineHop model and observe a state-dependent consequence before symbolic/retrieval checks.,452,47.66,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-02-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-square-root-solve,A,0,7,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,CHANGE,"Zero A/B interaction in an acquisition lesson; existing solveBalance offers a causal model, so reuse should be audited before any new engine."
esn-02-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-cube-root-solve,C,0,7,1,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,8.03,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-02-03,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-roots-context,B,1,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-03-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-sci-notation-large,A,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
esn-03-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-sci-notation-small,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-03-03,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-sci-notation-compare,C,1,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
esn-04-01,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-muldiv,A,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.6,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
esn-04-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-addsub,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-04-03,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-context,B,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
ee-01-01,6,Expressions & Equations,exponents,A,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,5.4,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
ee-01-02,6,Expressions & Equations,evaluate-powers,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-01-03,6,Expressions & Equations,order-ops,C,2,4,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-02-01,6,Expressions & Equations,variables,A,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,72.24,CHANGE,"Zero A/B interaction in an acquisition lesson; existing solveBalance offers a causal model, so reuse should be audited before any new engine."
ee-02-02,6,Expressions & Equations,evaluate-expr,C,1,5,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-02-03,6,Expressions & Equations,write-expr,C,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-02b-01,6,Expressions & Equations,expression-parts,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.8,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-02b-02,6,Expressions & Equations,coefficient-naming,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-02b-03,6,Expressions & Equations,expression-language,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-03-01,6,Expressions & Equations,distribute-var,A,1,5,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,72.24,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-03-02,6,Expressions & Equations,like-terms,C,1,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-03-03,6,Expressions & Equations,test-equivalence,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-04-01,6,Expressions & Equations,equation-meaning,A,0,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,72.24,CHANGE,"Zero A/B interaction in an acquisition lesson; existing solveBalance offers a causal model, so reuse should be audited before any new engine."
ee-04-02,6,Expressions & Equations,solve-add-sub,C,1,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-04-03,6,Expressions & Equations,solve-mult-div,C,1,6,3,solveBalance,Learner could manipulate the solveBalance model and observe a state-dependent consequence before symbolic/retrieval checks.,20,24.08,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-05-01,6,Expressions & Equations,inequality-meaning,A,0,6,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,37.62,CHANGE,"Zero A/B interaction in an acquisition lesson; existing numberLineRay offers a causal model, so reuse should be audited before any new engine."
ee-05-02,6,Expressions & Equations,graph-inequality,B,2,4,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,31.35,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
ee-05-03,6,Expressions & Equations,dependent-independent,C,0,6,3,numberLineRay,Learner could manipulate the numberLineRay model and observe a state-dependent consequence before symbolic/retrieval checks.,3,12.54,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
g5e-01-01,5,Expressions & Patterns,g5e-order,A,2,4,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,4.95,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-01-02,5,Expressions & Patterns,g5e-parentheses,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-01-03,5,Expressions & Patterns,g5e-brackets,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-01-04,5,Expressions & Patterns,g5e-evaluate,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-02-01,5,Expressions & Patterns,g5e-write,A,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-02-02,5,Expressions & Patterns,g5e-read,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-02-03,5,Expressions & Patterns,g5e-compare,C,2,4,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
g5e-03-01,5,Expressions & Patterns,g5e-two-rules,A,2,4,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,3.3,KEEP,Already has at least one A/B engine instance; not a zero-rich closure candidate.
