source,lesson_id,step_path,figure_id,render_decision,adversarial_decision,risk_reasons,binding_key,illustration_description,accompanying_text
content/courses/add-subtract-1000-g3/lessons/g3a-01-03.json,g3a-01-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,fbd1494b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","While every top digit is big enough, no trading is needed — each column simply gives what it owes."
content/courses/add-subtract-1000-g3/lessons/g3a-01-04.json,g3a-01-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,966c981c,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","When a top digit cannot pay, do not flip the subtraction — trade. One ten from the left becomes ten ones, and the column can finally pay."
content/courses/add-subtract-1000-g3/lessons/g3a-01-04.json,g3a-01-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,ca88236e,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Flipping to take the small digit from the large one is the most common subtraction bug there is. It gives an answer that no trading could ever produce.
content/courses/add-subtract-1000-g3/lessons/g3a-02-01.json,g3a-02-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,cccfe10d,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Across two zeros the trade cannot happen in one step: the ones need a ten, but the tens column is empty and must borrow a hundred first."
content/courses/add-subtract-1000-g3/lessons/g3a-02-01.json,g3a-02-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,eae0e153,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",The borrow passes THROUGH the zero. One hundred becomes ten tens; one of those tens becomes ten ones; and the zero column ends up holding nine.
content/courses/add-subtract-1000-g3/lessons/g3a-02-02.json,g3a-02-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,62d93c5f,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","An open number line trades the column for a journey: start at one number and jump — hundreds first, then tens, then ones."
content/courses/add-subtract-1000-g3/lessons/g3a-02-02.json,g3a-02-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,34934e7c,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The jumps can be any size, so choose big ones. Two hundred-jumps beat twenty ten-jumps, and both beat counting by ones."
content/courses/add-subtract-1000-g3/lessons/g3a-02-03.json,g3a-02-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,a8350260,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Compensation borrows from the future: round an awkward number to a friendly one, add the easy way, then give back exactly what you borrowed."
content/courses/add-subtract-1000-g3/lessons/g3a-02-03.json,g3a-02-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,EXAMPLE_NUMBER_CONFLICT[figure=0+10+4+5+6+7+3;text=298+145+300+445+2+443],23f252c5,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","298 + 145 becomes 300 + 145 = 445, and since 298 was handed 2 extra, the total returns them: 443. Borrow 2, repay 2."
content/courses/add-subtract-1000-g3/lessons/g3a-03-01.json,g3a-03-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,855a5367,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Addition and subtraction undo each other, so every subtraction carries its own proof: add the answer back to what you took away."
content/courses/add-subtract-1000-g3/lessons/g3a-03-01.json,g3a-03-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,EXAMPLE_NUMBER_CONFLICT[figure=0+10+4+5+6+7+3;text=632+178+454],662ce98b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","If 632 − 178 = 454, then 454 + 178 must rebuild 632. Agreement is evidence; disagreement points straight at the slip."
content/courses/add-subtract-1000-g3/lessons/g3a-03-02.json,g3a-03-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,2077d07e,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Stories hide the operation inside words: spending takes away, raising adds, and a two-step story does both before it is finished."
content/courses/add-subtract-1000-g3/lessons/g3a-03-02.json,g3a-03-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f3e82d75,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Read for the action, not the numbers. Once you know which way each step moves, the arithmetic is the part you already own."
content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,g3a-03-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,5bc8884a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Every method here reaches the same answer, so the real question is which costs least: the column algorithm, the open line, or compensation."
content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,g3a-03-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,573e548b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Numbers just under a friendly hundred beg for compensation. Long borrow chains across zeros are the algorithm at its slowest. Choosing well is part of fluency.
content/courses/add-subtract-20/lessons/as-01-01.json,as-01-01,steps.0,count-on-hops,RENDER,PASS,,26679c4b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Adding is **counting on**. For 4 + 3, start at 4. Hop: 5, 6, 7. You land on **7**."
content/courses/add-subtract-20/lessons/as-01-01.json,as-01-01,steps.3,as-hops-add,RENDER,PASS,,16561df6,"Counting on is adding: three hops forward from five reaches eight, so three hops means three more.","Each hop is **one more**. Three hops means three more. So counting on is just adding, one step at a time."
content/courses/add-subtract-20/lessons/as-01-02.json,as-01-02,steps.0,count-on-small,RENDER,PASS,,c33f54d5,"Three number lines starting at four: one hop reaches five, two hops reach six, three hops reach seven. Plus one, plus two, plus three.",Small adds are fast. **+1** is the next number. **+2** is two hops. **+3** is three hops.
content/courses/add-subtract-20/lessons/as-01-02.json,as-01-02,steps.3,as-add-zero,RENDER,PASS,,2d02dece,"Adding zero changes nothing: five plus zero is still five, because zero hops means you stay put.",Adding **0** changes nothing. 5 + 0 is still 5. Zero hops means you stay right where you are.
content/courses/add-subtract-20/lessons/as-01-03.json,as-01-03,steps.0,bigger-first,RENDER,PASS,,bfd069cc,Two number lines to add three plus eight. Starting at three takes eight hops; starting at eight takes only three hops. Both land on eleven. Start with the bigger number for fewer hops.,"3 + 8? Flip it! Start at the **bigger** number, 8. Count on 3: 9, 10, 11. Fewer hops!"
content/courses/add-subtract-20/lessons/as-01-03.json,as-01-03,steps.3,as-commutative,RENDER,PASS,,575e9501,"The order does not change the sum: four plus seven equals seven plus four, so start with the bigger number and hop less.","Same numbers, either order, **same answer**. 4 + 7 = 7 + 4. So start big and hop less."
content/courses/add-subtract-20/lessons/as-02-01.json,as-02-01,steps.0,tens-partners,RENDER,PASS,,3ddbb027,A ten-frame holding six blue dots and four tangerine dots — a full ten. The caption reads six plus four equals ten.,Two numbers that fill a ten-frame are **partners of ten**. 6 and 4 are partners: 6 + 4 = 10.
content/courses/add-subtract-20/lessons/as-02-01.json,as-02-01,steps.3,as-partners-ten,RENDER,PASS,,a05403ac,"Partners of ten to know by heart: one and nine, two and eight, three and seven, four and six, five and five.","Learn the partner pairs by heart: 1+9, 2+8, 3+7, 4+6, 5+5. They make adding fast."
content/courses/add-subtract-20/lessons/as-02-02.json,as-02-02,steps.0,make-ten-bridge,RENDER,PASS,,d8991299,Two ten-frames. The left frame is full: eight blue dots plus two tangerine dots that came from the five. The right frame holds the three left over. The caption reads eight plus five equals ten plus three equals thirteen.,"To add 8 + 5, **split** the 5. Give 8 what it needs to make ten — that's 2. Then 3 is left."
content/courses/add-subtract-20/lessons/as-02-02.json,as-02-02,steps.3,as-make-ten-13,RENDER,PASS,,b2755bc4,"Making ten to add: a full ten-frame plus three more is thirteen, so eight plus five equals thirteen.",Now add the leftover to ten. 10 and 3 more is **13**. So 8 + 5 = 13!
content/courses/add-subtract-20/lessons/as-02-03.json,as-02-03,steps.0,make-ten-bridge,RENDER,PASS,,edfd3750,Two ten-frames. The left frame is full: eight blue dots plus two tangerine dots that came from the five. The right frame holds the three left over. The caption reads eight plus five equals ten plus three equals thirteen.,"Make ten to add any sum. Remember 8 + 5: fill to ten, add what's left. Now try new numbers."
content/courses/add-subtract-20/lessons/as-02-03.json,as-02-03,steps.3,as-fill-bigger,RENDER,PASS,,5d00d995,"Fill the bigger number to ten: for eight plus five, move two of the five over to make eight into ten, leaving three.","Always fill the **bigger** number to ten. Fewer dots to move, fewer mistakes."
content/courses/add-subtract-20/lessons/as-02-04.json,as-02-04,steps.0,make-ten-bridge,RENDER,PASS,,1781e23b,Two ten-frames. The left frame is full: eight blue dots plus two tangerine dots that came from the five. The right frame holds the three left over. The caption reads eight plus five equals ten plus three equals thirteen.,"A teen is ten and ones. 8 + 5 makes 10 + 3 = 13: one ten, 3 ones."
content/courses/add-subtract-20/lessons/as-02-04.json,as-02-04,steps.3,as-make-ten-any,RENDER,PASS,,6d48bbda,"Making ten works for every teen sum: fill to ten, add the rest, and read the teen. For example seven plus six fills to ten then adds three, making thirteen.","Making ten works for every teen sum. Fill to ten, add the rest, read the teen."
content/courses/add-subtract-20/lessons/as-03-01.json,as-03-01,steps.0,take-away-frame,RENDER,PASS,,4803d2d3,"Seven dots in a row. The last three are crossed out, leaving four. The caption reads seven take away three equals four.","**Subtract** means take away. Start with 7, take away 3, and **4** are left. Write it 7 − 3 = 4."
content/courses/add-subtract-20/lessons/as-03-01.json,as-03-01,steps.3,as-take-away,RENDER,PASS,,282f3018,"Taking away makes the number smaller: from seven dots, three are crossed off, leaving four.","Taking away makes the number **smaller**. The more you take, the fewer are left."
content/courses/add-subtract-20/lessons/as-03-02.json,as-03-02,steps.0,count-back-hops,RENDER,PASS,,eb297d0e,"A number line from 0 to 10. A blue dot on 7 hops left three times — to 6, 5, then 4 — where a green dot lands. The caption reads seven minus three equals four.","To subtract, **count back**. For 7 − 3, start at 7 and hop back: 6, 5, 4. Land on **4**."
content/courses/add-subtract-20/lessons/as-03-02.json,as-03-02,steps.3,as-count-back,RENDER,PASS,,8583277f,"Counting back for nine minus three: do not count the start, so hop from eight to seven to six. The answer is six.","Don't count the start number! For 9 − 3, hop starts at 8, not 9. Three hops: 8, 7, 6."
content/courses/add-subtract-20/lessons/as-03-03.json,as-03-03,steps.0,difference-gap,RENDER,PASS,,d1b43a05,"A row of eight dots above a row of five dots, lined up. The three extra dots in the top row are highlighted — the difference. The caption reads eight minus five equals three.","Subtraction also finds the **difference** — how many more. 8 is 3 more than 5, so 8 − 5 = 3."
content/courses/add-subtract-20/lessons/as-03-03.json,as-03-03,steps.3,as-count-up,RENDER,PASS,,af6bf085,"Finding a difference by counting up from the smaller to the bigger: from eight to twelve is four hops, so the difference is four.",Count up from the smaller to the bigger. The hops you take is the **difference**.
content/courses/add-subtract-20/lessons/as-03-04.json,as-03-04,steps.0,fact-family,RENDER,PASS,,45da3091,"A number bond: thirteen at the top joins to eight and five below. Two equations: eight plus five equals thirteen, and thirteen minus five equals eight.",Every subtraction hides an addition. 13 − 5 = 8 because 8 + 5 = 13. Use adds you know!
content/courses/add-subtract-20/lessons/as-03-04.json,as-03-04,steps.3,as-think-add,RENDER,PASS,,fec7fb2c,"To subtract, think what adds to make it: fifteen minus six is nine, because nine plus six equals fifteen.","To subtract, think: what **adds** to make it? 15 − 6 = 9 because 9 + 6 = 15."
content/courses/add-subtract-20/lessons/as-04-01.json,as-04-01,steps.0,fact-family,RENDER,PASS,,b2d4e089,"A number bond: thirteen at the top joins to eight and five below. Two equations: eight plus five equals thirteen, and thirteen minus five equals eight.","Three numbers make a **fact family**. 8, 5, and 13 give four facts: 8+5=13, 5+8=13, 13−5=8, 13−8=5."
content/courses/add-subtract-20/lessons/as-04-01.json,as-04-01,steps.3,as-fact-family,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,EXAMPLE_NUMBER_CONFLICT[figure=6+7+13;text=3+4],e94a1379,"A fact family from six, seven, and thirteen: six plus seven and seven plus six both make thirteen, and thirteen minus six is seven while thirteen minus seven is six.","Flip the adds, split the total. The same three numbers, four ways."
content/courses/add-subtract-20/lessons/as-04-02.json,as-04-02,steps.0,add-balance-scale,RENDER,PASS,,ba7db68d,"A balance scale, level. The left pan holds six plus four; the right pan holds ten. An equals sign glows between them. Both sides are the same amount.","The **equal sign** = means 'same as', like a balanced scale. 6 + 4 = 10 — both sides are 10."
content/courses/add-subtract-20/lessons/as-04-02.json,as-04-02,steps.3,as-equal-sign,RENDER,PASS,,af957fbd,"The equal sign means the same amount on both sides: five plus three equals eight, both sides balance.",= does NOT mean 'the answer is next'. It means both sides are the **same amount**.
content/courses/add-subtract-20/lessons/as-04-03.json,as-04-03,steps.0,balance-unknown,RENDER,PASS,,07ebc06f,"A balance scale, level. The left pan shows six plus a box; the box fills with four so the pans match the ten on the right. Six plus four equals ten, so the unknown is four.","An **unknown** is a missing number. In 6 + ? = 10, the ? is 4, because 6 + 4 = 10."
content/courses/add-subtract-20/lessons/as-04-03.json,as-04-03,steps.3,as-unknown,RENDER,PASS,,f58dcd3b,"Finding an unknown with a fact family: if a number minus four is five, then five plus four is nine, so the number is nine.","Use a fact family to find the unknown. For ? − 4 = 5, think 5 + 4 = 9, so ? = 9."
content/courses/add-subtract-20/lessons/as-05-01.json,as-05-01,steps.0,bar-join,RENDER,PASS,,a2f8d66c,"A bar model. Two parts, seven and five, join to make a whole of twelve. Seven plus five equals twelve.",A story that **joins** groups means add. 7 birds sit. 5 more come. 7 + 5 = 12 birds.
content/courses/add-subtract-20/lessons/as-05-01.json,as-05-01,steps.3,as-take-from,RENDER,PASS,,a7ffb0f5,"A story that takes away means subtract: twelve birds, four fly off, twelve minus four leaves eight birds.",A story that **takes away** means subtract. 12 birds. 4 fly off. 12 − 4 = 8 birds.
content/courses/add-subtract-20/lessons/as-05-02.json,as-05-02,steps.0,bar-part-whole,RENDER,PASS,,18c294d0,"A bar model. The whole is thirteen. One part is six; the other part is the unknown, which fills to seven. Six plus seven equals thirteen.",Two parts make a **whole**. 6 red and 7 blue marbles: 6 + 7 = 13 marbles in all.
content/courses/add-subtract-20/lessons/as-05-02.json,as-05-02,steps.3,as-part-whole,RENDER,PASS,,cc0e08de,"Know the whole and one part, subtract to find the other: thirteen whole take away the part six leaves the other part seven.",Know the whole and one part? **Subtract** to find the other part. 13 − 6 = 7.
content/courses/add-subtract-20/lessons/as-05-03.json,as-05-03,steps.0,bar-compare,RENDER,PASS,,674cfc2d,Two bars lined up on the left. The top bar is nine; the bottom bar is five. The four extra units on the top bar are the difference. Nine minus five equals four more.,"To compare, **subtract**. 9 apples and 5 oranges: 9 − 5 = 4 more apples."
content/courses/add-subtract-20/lessons/as-05-03.json,as-05-03,steps.3,as-compare-more,RENDER,PASS,,9a8f26bd,How many more means find the difference: a row of nine compared with a row of five is four more.,'How many more' means find the **difference** — subtract the smaller from the bigger.
content/courses/add-three-numbers-g1/lessons/g1t-01-01.json,g1t-01-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,7aa8f59a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Three groups can join into one total. Add two of them first, then join the third — the answer is the same however you start."
content/courses/add-three-numbers-g1/lessons/g1t-01-01.json,g1t-01-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,7796be0a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Adding three numbers is really two additions in a row. Finish the first pair before bringing in the third addend.
content/courses/add-three-numbers-g1/lessons/g1t-01-02.json,g1t-01-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,5d6e2a96,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","When two of the three addends make ten, group those two first. Ten plus the leftover is easy to name."
content/courses/add-three-numbers-g1/lessons/g1t-01-02.json,g1t-01-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,3a364411,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Scanning for a ten-partner pair before adding is faster than working strictly left to right.
content/courses/add-three-numbers-g1/lessons/g1t-01-03.json,g1t-01-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,3f66d6d7,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","When two addends are equal, start with the double you already know, then join the third addend."
content/courses/add-three-numbers-g1/lessons/g1t-01-03.json,g1t-01-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,6c99382b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Doubles are instant facts. Anchoring on one turns a three-addend problem into a single easy step.
content/courses/add-three-numbers-g1/lessons/g1t-01-04.json,g1t-01-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,5ae015a4,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Three addends can be grouped in any order. Whichever pair you join first, the total is the same."
content/courses/add-three-numbers-g1/lessons/g1t-01-04.json,g1t-01-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,2c583ffb,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","This is why choosing a smart pair is safe: regrouping changes how hard the work is, never the answer."
content/courses/add-three-numbers-g1/lessons/g1t-02-01.json,g1t-02-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,b7be7969,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Since any grouping works, choose deliberately: a ten-partner pair if one exists, otherwise a double, otherwise simply left to right."
content/courses/add-three-numbers-g1/lessons/g1t-02-01.json,g1t-02-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,4b473133,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Reading the three addends before starting is what separates fast adding from slow counting.
content/courses/add-three-numbers-g1/lessons/g1t-02-02.json,g1t-02-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,c9984c0c,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A story with three collections becomes a three-addend equation. Every collection mentioned belongs in the total.
content/courses/add-three-numbers-g1/lessons/g1t-02-02.json,g1t-02-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,93a4cf6e,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Write the equation first, then choose the easiest grouping to finish it."
content/courses/add-three-numbers-g1/lessons/g1t-02-03.json,g1t-02-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,d4f09790,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Given three addends, decide for yourself which two to join first — and be able to say why that pair was the best choice."
content/courses/add-three-numbers-g1/lessons/g1t-02-03.json,g1t-02-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,fad822a4,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The best pair is the one that lands on a friendly number: ten if possible, otherwise a known double."
content/courses/add-three-numbers-g1/lessons/g1t-03-01.json,g1t-03-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,ec7e2cd6,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Three addends often total more than ten. Making the ten first turns the answer into ten-and-some, which is easy to name."
content/courses/add-three-numbers-g1/lessons/g1t-03-01.json,g1t-03-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,3ac7d6da,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Passing ten is not a problem to avoid — the ten is the stepping stone that makes the total readable.
content/courses/add-three-numbers-g1/lessons/g1t-03-02.json,g1t-03-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,4d96c69b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Sometimes the total is known and one addend is hidden. Build what you can, then find the gap up to the total."
content/courses/add-three-numbers-g1/lessons/g1t-03-02.json,g1t-03-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,6d03d866,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",The gap between the part already made and the total is exactly the missing addend.
content/courses/add-three-numbers-g1/lessons/g1t-03-03.json,g1t-03-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,479279da,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","You now have three tools for three addends: make a ten, use a double, or just add in order. Read the numbers, pick a tool, and say why."
content/courses/add-three-numbers-g1/lessons/g1t-03-03.json,g1t-03-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,43d26631,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A strategy is valid when it protects the total. All three tools do — they differ only in how much work they save.
content/courses/add-within-100-g1/lessons/g1a-01-01.json,g1a-01-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,EXAMPLE_NUMBER_CONFLICT[figure=0+10+4+5+6+7+3;text=1+2],bf6c4233,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Adding a one-digit number to a two-digit number works the same way as adding small numbers: start at the bigger number and count on.
content/courses/add-within-100-g1/lessons/g1a-01-01.json,g1a-01-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,17a74f1f,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Counting on is fast for small amounts — count on 1, 2, or 3 rather than starting over from one."
content/courses/add-within-100-g1/lessons/g1a-01-02.json,g1a-01-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,b47d5c41,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Sometimes adding the ones makes a full ten. When that happens, ten ones bundle into one new ten."
content/courses/add-within-100-g1/lessons/g1a-01-02.json,g1a-01-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f91c9e5a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Splitting an addend so part of it completes a ten first makes the rest of the addition easier.
content/courses/add-within-100-g1/lessons/g1a-01-03.json,g1a-01-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,e0b287b4,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Adding a multiple of ten changes only the tens digit. The ones digit stays exactly the same.
content/courses/add-within-100-g1/lessons/g1a-01-03.json,g1a-01-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f70847bf,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Because only whole tens are being added, the ones never have to be touched or recounted."
content/courses/add-within-100-g1/lessons/g1a-01-04.json,g1a-01-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f708970b,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","When both numbers being added are whole tens, add the tens digits and keep the ones at zero."
content/courses/add-within-100-g1/lessons/g1a-01-04.json,g1a-01-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,1cdfd833,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Two tens plus three tens is five tens — the same relationship as 2 + 3 = 5, just scaled by ten."
