lesson_id,step_id,field,include_arithmetic,pattern,detail,text
fa-01-02,r1,takeaways,true,WORD_TEARING,"…That's th⟦e ×n⟧…","That's the ×n/×n rule — not an arbitrary shortcut, but exactly what re-cutting does."
fa-01-03,c1,body,true,WORD_TEARING,"…Th⟦e ×n⟧…","The ×n/×n rule runs backward too — call it **un-slicing**. If every 2 pieces of 6/8 merge back into 1 bigger piece, the 8 pieces become 8÷2=4, and the 6 shaded pieces become 6÷2=3 shaded. Nothing about the amount changes — you're just merging small pieces into fewer, bigger ones. That's **simplifying**: 6/8 = 3/4."
fa-01-03,r1,takeaways,true,WORD_TEARING,"…xact same wa⟦y ×n⟧…","÷n/÷n simplifies a fraction the exact same way ×n/×n grows one — same rule, opposite direction."
fa-02-01,k1,widget.eqFeedback,true,RAW_FRACTION,"1/3","Exactly half of 3 would need a numerator of 1.5, which isn't a whole number here. 1/3 is less than 1/2."
fa-02-02,c1,body,true,RAW_FRACTION,"1/2","To compare two DIFFERENT fractions, you don't always need a common denominator. Use **1/2 as a stepping stone**: if one fraction is less than 1/2 and the other is more than 1/2, the bigger one is obvious — no matching bottoms required."
fa-02-02,k1,explanationVariants,true,RAW_FRACTION,"9/16","7/15 doubled is 14, short of 15 — less than 1/2. 9/16 doubled is 18, past 16 — more than 1/2. So 9/16 is bigger."
fa-02-02,k1,widget.successFeedback,true,RAW_FRACTION,"9/16","7/15 doubled (14) is less than 15; 9/16 doubled (18) is more than 16. 9/16 wins."
fa-02-02,k3,explanationVariants,true,RAW_FRACTION,"4/7","5/11 doubled is 10, short of 11 — less than 1/2. 4/7 doubled is 8, past 7 — more than 1/2. So 4/7 is bigger."
fa-02-02,k3,widget.successFeedback,true,RAW_FRACTION,"4/7","5/11 doubled (10) is less than 11; 4/7 doubled (8) is more than 7. 4/7 wins."
fa-02-02,rem-bc-c,body,true,RAW_FRACTION,"3/4","Quick rewind. Check each fraction against 1/2 using the doubling trick. If one is below and one is above, the bigger one is obvious. For 2/5 vs. 3/4: 2 doubled is 4 (less than 5, so below 1/2); 3 doubled is 6 (more than 4, so above 1/2). 3/4 wins."
fa-02-03,k1,widget.gtFeedback,true,RAW_FRACTION,"1/12","A bigger numerator alone doesn't decide it here — what matters is the fraction's OVERALL size. 1/12 is near 0, far smaller than 11/12 near 1."
fa-02-03,k2,widget.eqFeedback,true,RAW_FRACTION,"3/7","Cross-multiplying shows 15 vs. 14 — not equal. 3/7 is very slightly bigger."
fa-02-03,k3,widget.options[].feedback,true,RAW_FRACTION,"4/9","1/5 is near 0 — the SMALLEST of the three, not the middle. 4/9 sits between 1/5 and 3/4."
fa-02-03,k3,widget.options[].feedback,true,RAW_FRACTION,"4/9","3/4 is near 1 — the LARGEST of the three, not the middle. 4/9 sits between 1/5 and 3/4."
fa-03-01,c1,body,true,RAW_FRACTION,"2/7","When two fractions share a denominator, their pieces are already the **same size** — you're just counting how many you have in all. 2/7 (two sevenths) plus 3/7 (three sevenths) is 5 sevenths: **5/7.** Add the numerators; the denominator — the piece size — never changes."
fa-03-02,c1,body,true,RAW_FRACTION,"5/6","Subtracting works the same way, in reverse. The pieces are still the same size — you're just taking some away. 5/6 (five sixths) minus 1/6 (one sixth) leaves 4/6: **4/6.** Subtract the numerators; the denominator — the piece size — never changes."
fa-03-02,k3,widget.commonErrors[].feedback,true,RAW_FRACTION,"4/6","6 is the denominator BEFORE simplifying. 4/6 shares a factor of 2 with its numerator — dividing both gives 2/3, denominator 3."
fa-03-02,ch1,widget.commonErrors[].feedback,true,RAW_FRACTION,"4/8","4 is the numerator BEFORE simplifying (7−3). 4/8 shares a factor of 4 with its denominator — dividing both gives 1/2, numerator 1."
fa-03-03,c2,body,true,RAW_FRACTION,"5/8","If the numerator ends up equal to or bigger than the denominator, you've reached — or passed — **one whole.** 5/8 + 6/8 = 11/8. Since 11 is more than 8 (which would be a whole pizza, 8/8), that's more than one whole pizza. We won't rename it yet — just recognize it."
fa-04-02,c1,body,true,WORD_TEARING,"…, so 2 whole⟦s = 2×5=10⟧…","To go the other way, count every piece. Take 2 3/5 — that's **2 whole pizzas plus 3 more fifths.** Each whole pizza is 5 fifths, so 2 wholes = 2×5=10 fifths. Add the extra 3 fifths: 10+3=13 fifths. So 2 3/5 = **13/5.**"
fa-04-02,c1,body,true,RAW_FRACTION,"13/5","To go the other way, count every piece. Take 2 3/5 — that's **2 whole pizzas plus 3 more fifths.** Each whole pizza is 5 fifths, so 2 wholes = 2×5=10 fifths. Add the extra 3 fifths: 10+3=13 fifths. So 2 3/5 = **13/5.**"
fa-04-02,k1,widget.successFeedback,true,RAW_FRACTION,"23/8","2 7/8 = 23/8 — each whole traded for 8 eighths, so 8 + 8 + 7 = 23 eighths in all."
fa-04-02,c2,body,true,WORD_TEARING,"…amed: **whol⟦e × d⟧…","That's the rule, named: **whole × denominator + numerator**, all over the same denominator. It isn't a trick to memorize — it's just counting every piece: the whole pizzas' worth, plus the leftover slice."
fa-04-02,c2,body,true,WORD_TEARING,"…× denominato⟦r + n⟧…","That's the rule, named: **whole × denominator + numerator**, all over the same denominator. It isn't a trick to memorize — it's just counting every piece: the whole pizzas' worth, plus the leftover slice."
fa-04-02,rem-mi-c,body,true,RAW_FRACTION,"7/3","Quick rewind. **Multiply the whole number by the denominator, then add the numerator.** For 2 1/3: 2×3=6 (the whole pieces), plus 1 more gives 7. So 2 1/3 = 7/3."
fa-04-03,c2,body,true,RAW_FRACTION,"3/5","Sometimes the pieces don't cooperate. **Adding:** if the fraction parts pass a whole, carry that extra whole into the whole-number part. 3/5+4/5=7/5=1 2/5, so carry the 1: 2+1+1=4, leaving 2/5 — total 4 2/5. **Subtracting:** if the fraction part is too small, borrow 1 whole and turn it into that many pieces. For 3 1/5−1 3/5: borrow from the 3, turning 1/5 into 6/5; then 2 6/5−1 3/5=1 3/5."
fa-04-03,rem-ms-k,widget.options[].feedback,true,RAW_FRACTION,"1/3","Borrowing changes the fraction part too. 1/3 becomes 4/3, and 4−2=2: the true answer is 2/3."
fa-05-01,c1,body,true,RAW_FRACTION,"6/5","Multiplication has always meant repeated addition — 3×4 is 4+4+4. A whole number times a fraction works the same way. **3×(2/5)** means adding 2/5 to itself 3 times: 2/5+2/5+2/5 = **6/5.**"
fa-05-01,r1,takeaways,true,WORD_TEARING,"…Whol⟦e × f⟧…","Whole × fraction means adding that fraction to itself, whole times."
fa-05-02,c1,body,true,WORD_TEARING,"…name: **whol⟦e × (numerator/denominator) = (whole × numerator)⟧…","Last lesson's pattern gets a name: **whole × (numerator/denominator) = (whole × numerator)/denominator.** It's not a new trick — it's exactly what repeated addition was already doing, just written fast. 5 × (3/8): 5×3=15, over 8: **15/8.**"
fa-05-02,c1,body,true,RAW_FRACTION,"15/8","Last lesson's pattern gets a name: **whole × (numerator/denominator) = (whole × numerator)/denominator.** It's not a new trick — it's exactly what repeated addition was already doing, just written fast. 5 × (3/8): 5×3=15, over 8: **15/8.**"
fa-05-02,i2,widget.successFeedback,true,WORD_TEARING,"…tory is coun⟦t × a⟧…","Every story is count × amount-each — the same shortcut every time."
fa-05-02,r1,takeaways,true,WORD_TEARING,"…Whol⟦e × f⟧…","Whole × fraction multiplies just the numerator; the denominator never changes."
fa-05-02,r1,takeaways,true,WORD_TEARING,"…rectly: coun⟦t × a⟧…","Word problems translate directly: count × amount-each."
g3f-02-03,k1,widget.commonErrors[].feedback,true,WORD_TEARING,"…Scaling b⟦y ×3⟧…","Scaling by ×3 must reach the top as well — leaving it alone changes the fraction's value."
g3f-02-03,k3,widget.commonErrors[].feedback,true,WORD_TEARING,"…Scaling b⟦y ×3⟧…","Scaling by ×3 must reach the top as well — leaving it alone changes the fraction's value."
g3f-02-03,rem-g3f-strip-equiv-k,widget.commonErrors[].feedback,true,WORD_TEARING,"…Scaling b⟦y ×3⟧…","Scaling by ×3 must reach the top as well — leaving it alone changes the fraction's value."
g3f-02-04,c1,body,true,RAW_FRACTION,"1/2","On a number line, equivalent fractions land on the very same POINT. 1/2 and 2/4 and 4/8 are one location wearing three names."
g3f-02-04,k2,widget.commonErrors[].feedback,true,WORD_TEARING,"…Scaling b⟦y ×5⟧…","Scaling by ×5 must reach the top as well — leaving it alone changes the fraction's value."
fm-01-01,i2,widget.options[].feedback,true,RAW_FRACTION,"1/2","Right — 8 is already a multiple of 2, so no larger denominator is needed. 1/2 becomes 4/8."
fm-02-01,c1,body,true,RAW_FRACTION,"2/5","Multiplying a whole number by a fraction means taking that many **groups** of the fraction. 3 × 2/5 is three groups of 2/5: 2/5 + 2/5 + 2/5 = 6/5. The shortcut: multiply the whole number by the numerator, and keep the denominator. 3 × 2/5 = 6/5."
fm-02-01,c2,body,true,RAW_FRACTION,"3/8","The product often simplifies, and can even be a whole number. 2 × 3/8 = 6/8, which reduces to 3/4. And 6 × 1/2 = 6/2 = 3 — six halves make three wholes. Multiply first, then simplify or convert as needed."
fm-02-02,c1,body,true,WORD_TEARING,"…ng a fractio⟦n *o⟧…","Finding a fraction *of* a number splits it into equal parts. 1/3 of 12 means break 12 into 3 equal groups and take one: 12 ÷ 3 = 4. The denominator tells you how many parts to split into; for a unit fraction like 1/3, you just divide."
fm-02-02,c1,body,true,WORD_TEARING,"… fraction *o⟦f* a⟧…","Finding a fraction *of* a number splits it into equal parts. 1/3 of 12 means break 12 into 3 equal groups and take one: 12 ÷ 3 = 4. The denominator tells you how many parts to split into; for a unit fraction like 1/3, you just divide."
fm-02-02,c1,body,true,RAW_FRACTION,"1/3","Finding a fraction *of* a number splits it into equal parts. 1/3 of 12 means break 12 into 3 equal groups and take one: 12 ÷ 3 = 4. The denominator tells you how many parts to split into; for a unit fraction like 1/3, you just divide."
fm-02-02,k1,explanationVariants,true,WORD_TEARING,"…ne part, the⟦n × 3 = 6⟧…","8 ÷ 4 = 2 for one part, then × 3 = 6."
fm-02-02,rem-fn-k,explanationVariants,true,WORD_TEARING,"…ne part, the⟦n × 2 = 6⟧…","9 ÷ 3 = 3 for one part, then × 2 = 6."
fm-03-01,c2,body,true,WORD_TEARING,"…taking a par⟦t *o⟧…","Here's the surprise: multiplying two fractions makes something **smaller** than either one. 1/2 × 1/3 = 1/6, which is less than both 1/2 and 1/3. That makes sense — you're taking a part *of* a part. Half of a third is a small sliver, and the grid shows exactly how small."
fm-03-01,c2,body,true,WORD_TEARING,"…ng a part *o⟦f* a⟧…","Here's the surprise: multiplying two fractions makes something **smaller** than either one. 1/2 × 1/3 = 1/6, which is less than both 1/2 and 1/3. That makes sense — you're taking a part *of* a part. Half of a third is a small sliver, and the grid shows exactly how small."
fm-03-01,c2,body,true,RAW_FRACTION,"1/2","Here's the surprise: multiplying two fractions makes something **smaller** than either one. 1/2 × 1/3 = 1/6, which is less than both 1/2 and 1/3. That makes sense — you're taking a part *of* a part. Half of a third is a small sliver, and the grid shows exactly how small."
fm-03-01,i2,hints,true,WORD_TEARING,"…Overla⟦p = 2⟧…","Overlap = 2 columns by 1 row."
fm-03-01,k3,widget.options[].feedback,true,RAW_FRACTION,"1/3","Multiplying fractions under 1 shrinks, not grows. 1/3 × 1/4 = 1/12, smaller than both."
fm-03-01,ch1,hints,true,WORD_TEARING,"…id: 3 column⟦s × 4⟧…","Grid: 3 columns × 4 rows = 12 cells."
fm-03-01,ch1,hints,true,WORD_TEARING,"…umns × 4 row⟦s = 12⟧…","Grid: 3 columns × 4 rows = 12 cells."
fm-03-01,ch1,hints,true,WORD_TEARING,"…mns by 3 row⟦s = 6⟧…","Overlap: 2 columns by 3 rows = 6 cells."
fm-03-01,r1,takeaways,true,WORD_TEARING,"…a grid: cell⟦s = d⟧…","A fraction times a fraction is the overlap in a grid: cells = denominators multiplied, shaded = numerators multiplied."
fm-03-01,r1,takeaways,true,WORD_TEARING,"…plied, shade⟦d = n⟧…","A fraction times a fraction is the overlap in a grid: cells = denominators multiplied, shaded = numerators multiplied."
fm-03-01,rem-am-c,body,true,WORD_TEARING,"…d. **Fractio⟦n × f⟧…","Quick rewind. **Fraction × fraction is the overlap in a grid: multiply the denominators for total cells, the numerators for shaded cells.** For 1/2 × 1/4: grid is 2 × 4 = 8 cells, overlap is 1 × 1 = 1 cell, so 1/8 — smaller than both."
fm-03-02,c1,body,true,WORD_TEARING,"…are numerato⟦r × n⟧…","The grid gives a shortcut. The shaded cells are numerator × numerator, and the total cells are denominator × denominator — so you can skip drawing and just multiply straight across. 2/3 × 4/5 = (2 × 4)/(3 × 5) = 8/15. Tops times tops, bottoms times bottoms."
fm-03-02,c1,body,true,WORD_TEARING,"…e denominato⟦r × d⟧…","The grid gives a shortcut. The shaded cells are numerator × numerator, and the total cells are denominator × denominator — so you can skip drawing and just multiply straight across. 2/3 × 4/5 = (2 × 4)/(3 × 5) = 8/15. Tops times tops, bottoms times bottoms."
fm-03-02,c1,body,true,RAW_FRACTION,"2/3","The grid gives a shortcut. The shaded cells are numerator × numerator, and the total cells are denominator × denominator — so you can skip drawing and just multiply straight across. 2/3 × 4/5 = (2 × 4)/(3 × 5) = 8/15. Tops times tops, bottoms times bottoms."
fm-03-02,c2,body,true,RAW_FRACTION,"3/4","Multiply first, then simplify. 3/4 × 2/5 = (3 × 2)/(4 × 5) = 6/20, and 6/20 reduces to 3/10 by dividing top and bottom by 2. Always check whether the product can be reduced once you've multiplied across."
fm-03-02,k2,widget.fallbackFeedback,true,RAW_FRACTION,"6/20","Multiply across (3 × 2 over 4 × 5 = 6/20), then reduce by 2."
fm-03-02,i2,explanationVariants,true,RAW_FRACTION,"1/8","1 × 3 = 3 over 24 = 1/8."
fm-03-02,i2,hints,true,RAW_FRACTION,"1/8","3, over 24 (= 1/8)."
fm-03-02,k3,widget.fallbackFeedback,true,RAW_FRACTION,"2/6","Multiply across (2 × 1 over 3 × 2 = 2/6), then reduce by 2."
fm-03-02,ch1,explanationVariants,true,RAW_FRACTION,"10/30","(5 × 2)/(6 × 5) = 10/30, which reduces to 1/3."
fm-03-02,ch1,widget.fallbackFeedback,true,RAW_FRACTION,"10/30","Multiply straight across: 5 × 2 over 6 × 5 = 10/30, which reduces to 1/3."
fm-03-02,r1,takeaways,true,WORD_TEARING,"…ng it: shade⟦d = t⟧…","This is the area-model grid without drawing it: shaded = tops multiplied, total = bottoms multiplied."
fm-03-02,r1,takeaways,true,WORD_TEARING,"…iplied, tota⟦l = b⟧…","This is the area-model grid without drawing it: shaded = tops multiplied, total = bottoms multiplied."
fm-03-02,rem-ma-c,body,true,RAW_FRACTION,"2/6","Quick rewind. **Multiply the tops together and the bottoms together — straight across.** For 1/2 × 2/3: (1 × 2)/(2 × 3) = 2/6, which reduces to 1/3. Never add across, and never cross-multiply."
fm-03-02,rem-ma-k,explanationVariants,true,RAW_FRACTION,"2/6","(1 × 2)/(2 × 3) = 2/6, which reduces to 1/3."
fm-03-03,c1,body,true,RAW_FRACTION,"4/9","A product isn't finished until it's in lowest terms. Multiply across, then divide top and bottom by their common factor. 4/9 × 3/8 = 12/72, and 12/72 divides by 12 to give 1/6. Always ask: can this be reduced?"
fm-03-03,ch1,widget.fallbackFeedback,true,RAW_FRACTION,"6/36","Multiply across (2 × 3 over 9 × 4 = 6/36), then reduce by 6."
fm-04-01,k1,widget.options[].feedback,true,WORD_TEARING,"…Onl⟦y ×1⟧…","Only ×1 keeps it the same. 7/6 is more than 1, so 8 × 7/6 is bigger."
fm-04-01,k1,widget.options[].feedback,true,RAW_FRACTION,"7/6","Only ×1 keeps it the same. 7/6 is more than 1, so 8 × 7/6 is bigger."
fm-04-01,c2,body,true,WORD_TEARING,"…mparison: to⟦p < b⟧…","A fraction that equals 1 — any number over itself, like 4/4 or 3/3 — keeps the value unchanged. 6 × 4/4 = 6. So the whole rule is one comparison: top < bottom shrinks, top > bottom grows, top = bottom stays the same."
fm-04-01,c2,body,true,WORD_TEARING,"… shrinks, to⟦p > b⟧…","A fraction that equals 1 — any number over itself, like 4/4 or 3/3 — keeps the value unchanged. 6 × 4/4 = 6. So the whole rule is one comparison: top < bottom shrinks, top > bottom grows, top = bottom stays the same."
fm-04-01,c2,body,true,WORD_TEARING,"…om grows, to⟦p = b⟧…","A fraction that equals 1 — any number over itself, like 4/4 or 3/3 — keeps the value unchanged. 6 × 4/4 = 6. So the whole rule is one comparison: top < bottom shrinks, top > bottom grows, top = bottom stays the same."
fm-04-01,c2,body,true,RAW_FRACTION,"4/4","A fraction that equals 1 — any number over itself, like 4/4 or 3/3 — keeps the value unchanged. 6 × 4/4 = 6. So the whole rule is one comparison: top < bottom shrinks, top > bottom grows, top = bottom stays the same."
fm-04-01,k2,hints,true,WORD_TEARING,"…To⟦p = b⟧…","Top = bottom, so it's 1."
fm-04-01,k2,widget.options[].feedback,true,WORD_TEARING,"…xactly 1 (to⟦p = b⟧…","3/3 is exactly 1 (top = bottom), so nothing grows. It stays 10."
fm-04-01,i2,explanationVariants,true,WORD_TEARING,"…tion with to⟦p > b⟧…","Only a fraction with top > bottom makes things bigger."
fm-04-01,i2,hints,true,WORD_TEARING,"…hat means to⟦p > b⟧…","That means top > bottom."
fm-04-01,k3,widget.options[].feedback,true,WORD_TEARING,"…ger needs to⟦p > b⟧…","5/6 is under 1, so it shrinks, not grows. Bigger needs top > bottom."
fm-04-01,r1,takeaways,true,WORD_TEARING,"… under 1 (to⟦p < b⟧…","Multiplying by a fraction under 1 (top < bottom) shrinks the number."
fm-04-01,r1,takeaways,true,WORD_TEARING,"…n over 1 (to⟦p > b⟧…","Multiplying by a fraction over 1 (top > bottom) grows it."
fm-04-01,r1,takeaways,true,WORD_TEARING,"…ual to 1 (to⟦p = b⟧…","A fraction equal to 1 (top = bottom) leaves it unchanged — no computing needed."
fm-04-01,rem-sc-k,widget.options[].feedback,true,WORD_TEARING,"…ger needs to⟦p > b⟧…","2/3 is under 1, so it shrinks. Bigger needs top > bottom."
fm-04-02,c1,body,true,RAW_FRACTION,"3/4","A product is a resized copy of one of its factors. 3/4 × 8 takes 8 and scales it by 3/4. Since 3/4 is less than 1, the result is a shrunk version of 8 — so 3/4 × 8 is less than 8. You can tell the size just by looking at the scaler."
fm-04-02,i1,widget.options[].feedback,true,RAW_FRACTION,"3/4","Scaling by a number under 1 shrinks. 3/4 < 1, so 3/4 × 8 is less than 8."
fm-04-02,i1,widget.options[].feedback,true,RAW_FRACTION,"3/4","Only scaling by 1 keeps it equal. 3/4 is under 1, so the product is smaller than 8."
fm-04-02,k1,widget.options[].feedback,true,WORD_TEARING,"…Onl⟦y ×1⟧…","Only ×1 keeps it equal. 7/6 is over 1, so the product is more than 8."
fm-04-02,k1,widget.options[].feedback,true,RAW_FRACTION,"7/6","Only ×1 keeps it equal. 7/6 is over 1, so the product is more than 8."
fm-04-02,c2,body,true,RAW_FRACTION,"2/3","This lets you compare two products at a glance. 2/3 × 10 scales 10 down (2/3 < 1), while 5/4 × 10 scales it up (5/4 > 1). So 5/4 × 10 is the bigger one — you know it without working either out. The scaler decides the order."
fm-04-02,k2,widget.options[].feedback,true,RAW_FRACTION,"5/4","2/3 is under 1, so it shrinks 10 below 10; 5/4 grows it above 10. 5/4 × 10 is bigger."
fm-04-02,k2,widget.options[].feedback,true,RAW_FRACTION,"5/4","The scalers differ — one under 1, one over 1 — so the products differ. 5/4 × 10 is bigger."
fm-04-02,k3,widget.options[].feedback,true,RAW_FRACTION,"5/4","3/4 is under 1, so it shrinks 20. 5/4 is over 1 and grows it — that's the largest."
fm-04-02,ch1,widget.options[].feedback,true,RAW_FRACTION,"7/6","3/5 is under 1, so it shrinks 12; 7/6 grows it. 7/6 × 12 is bigger."
fm-04-02,ch1,widget.options[].feedback,true,RAW_FRACTION,"7/6","The scalers differ — one under 1, one over 1 — so the products differ. 7/6 × 12 is bigger."
fm-04-02,rem-sr-c,body,true,RAW_FRACTION,"2/5","Quick rewind. **A product is a scaled copy of one factor — check the other factor against 1.** 2/5 × 10 scales 10 by 2/5, and 2/5 is under 1, so the product is less than 10. No need to compute — the scaler tells you."
fm-05-01,c1,body,true,RAW_FRACTION,"1/2","Dividing by a unit fraction asks how many of those pieces fit. 4 ÷ 1/2 means ""how many halves are in 4?"" Each whole holds 2 halves, so 4 wholes hold 8. That's 4 ÷ 1/2 = 8 — dividing by 1/2 gives twice as many pieces."
fm-05-01,i1,explanationVariants,true,RAW_FRACTION,"1/2","4 ÷ 1/2 = 8 halves."
fm-05-01,i1,widget.successFeedback,true,RAW_FRACTION,"1/2","Eight hops. Every whole took two halves, and four wholes took eight — so 4 ÷ 1/2 = 8. That is why dividing by 1/n multiplies by n: n pieces fit inside each whole."
fm-05-01,c2,body,true,RAW_FRACTION,"1/2","So dividing by 1/n **multiplies** by n. It feels odd that dividing makes a bigger number, but smaller pieces means more of them fit. 4 ÷ 1/2 = 4 × 2 = 8. The rule: to divide a whole by a unit fraction, multiply the whole by the fraction's denominator."
fm-05-01,i2,explanationVariants,true,RAW_FRACTION,"1/2","5 ÷ 1/2 = 10."
fm-05-01,k3,explanationVariants,true,RAW_FRACTION,"1/5","2 ÷ 1/5 = 10."
fm-05-02,c1,body,true,RAW_FRACTION,"1/2","Dividing a unit fraction by a whole number splits that piece into smaller pieces. 1/2 ÷ 3 means ""cut a half into 3 equal parts."" Each part is 1/6 of the whole, so 1/2 ÷ 3 = 1/6. Splitting into more parts makes each one smaller."
fm-05-02,c2,body,true,WORD_TEARING,"…rast. A whol⟦e ÷ a⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,WORD_TEARING,"…raction make⟦s *m⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,WORD_TEARING,"…n makes *mor⟦e* p⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,WORD_TEARING,"…unit fractio⟦n ÷ a⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,WORD_TEARING,"…es each piec⟦e *s⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,WORD_TEARING,"…iece *smalle⟦r* (1/2 ÷ 4 = 1/8)⟧…","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,c2,body,true,RAW_FRACTION,"1/2","Notice the contrast. A whole ÷ a unit fraction makes *more* pieces (4 ÷ 1/2 = 8, bigger). But a unit fraction ÷ a whole makes each piece *smaller* (1/2 ÷ 4 = 1/8). The rule here: multiply the denominator by the whole number."
fm-05-02,ch1,explanationVariants,true,RAW_FRACTION,"1/9","1/3 ÷ 3 = 1/(3×3) = 1/9."
fm-05-03,c1,body,true,RAW_FRACTION,"1/4","Word problems come in two flavors. **Sharing** one piece among people splits it smaller: a 1/2 pan of brownies shared by 3 friends is 1/2 ÷ 3 = 1/6 each. **Counting** how many small servings fit in a bigger amount gives more pieces: 3 cups scooped with a 1/4-cup is 3 ÷ 1/4 = 12 scoops."
fm-05-03,i1,explanationVariants,true,WORD_TEARING,"…e → the piec⟦e ÷ t⟧…","Split one piece among people → the piece ÷ the people."
fm-05-03,c2,body,true,WORD_TEARING,"…maller (piec⟦e ÷ p⟧…","The tell is what's being divided. If you split **one piece** among people, the piece gets smaller (piece ÷ people). If you ask **how many small servings** fit in a whole amount, you get a bigger count (whole ÷ serving). Read for which one the story is asking."
fm-05-03,c2,body,true,WORD_TEARING,"… count (whol⟦e ÷ s⟧…","The tell is what's being divided. If you split **one piece** among people, the piece gets smaller (piece ÷ people). If you ask **how many small servings** fit in a whole amount, you get a bigger count (whole ÷ serving). Read for which one the story is asking."
fm-05-03,k2,explanationVariants,true,WORD_TEARING,"…t → the whol⟦e ÷ t⟧…","How many fit → the whole ÷ the piece."
fm-05-03,k2,hints,true,WORD_TEARING,"…That's whol⟦e ÷ s⟧…","That's whole ÷ serving."
fm-05-03,k2,widget.options[].feedback,true,RAW_FRACTION,"1/4","Right — counting how many 1/4-cups fit in 3 is 3 ÷ 1/4 = 12."
fm-05-03,i2,explanationVariants,true,RAW_FRACTION,"1/4","3 ÷ 1/4 = 12 scoops."
fm-05-03,i2,widget.successFeedback,true,RAW_FRACTION,"1/4","Twelve scoops. Four quarters fill each cup, and three cups take 12 — so 3 ÷ 1/4 = 12. The answer is bigger than 3 because the measuring piece is smaller than a cup."
fm-05-03,k3,explanationVariants,true,RAW_FRACTION,"1/2","4 ÷ 1/2 = 8 servings."
fm-05-03,ch1,hints,true,WORD_TEARING,"…e → the piec⟦e ÷ 2⟧…","Splitting one piece → the piece ÷ 2."
fm-05-03,r1,takeaways,true,WORD_TEARING,"…le: the piec⟦e ÷ t⟧…","Sharing one piece among people: the piece ÷ the people — each share gets smaller."
fm-05-03,r1,takeaways,true,WORD_TEARING,"…le: the whol⟦e ÷ t⟧…","Counting how many servings fit in a whole: the whole ÷ the serving — the count is bigger."
fm-05-03,rem-fw-c,body,true,WORD_TEARING,"…maller (piec⟦e ÷ p⟧…","Quick rewind. **Ask what the story does.** Splitting one piece among people makes each share smaller (piece ÷ people). Counting how many small servings fit in a big amount makes a bigger count (whole ÷ serving). A 1/2 pizza shared by 2 is 1/2 ÷ 2 = 1/4 each."
fm-05-03,rem-fw-c,body,true,WORD_TEARING,"… count (whol⟦e ÷ s⟧…","Quick rewind. **Ask what the story does.** Splitting one piece among people makes each share smaller (piece ÷ people). Counting how many small servings fit in a big amount makes a bigger count (whole ÷ serving). A 1/2 pizza shared by 2 is 1/2 ÷ 2 = 1/4 each."
fna-01-01,k1,explanationVariants,true,RAW_FRACTION,"8/2","(f(3) − f(1))/(3 − 1) = (9 − 1)/2 = 8/2 = 4."
fna-01-01,k1,widget.fallbackFeedback,true,RAW_FRACTION,"8/2","(9 − 1)/(3 − 1) = 8/2 = 4."
fna-01-01,k1,widget.commonErrors[].feedback,true,RAW_FRACTION,"8/2","Don't divide by b = 3; divide by the input CHANGE b − a = 2. 8/2 = 4."
fna-01-01,k2,explanationVariants,true,RAW_FRACTION,"30/10","f(10) = 31, f(0) = 1, so (31 − 1)/(10 − 0) = 30/10 = 3 — exactly the slope of 3x + 1."
fna-01-01,k3,explanationVariants,true,RAW_FRACTION,"21/3","f(5) = 25, f(2) = 4, so (25 − 4)/(5 − 2) = 21/3 = 7."
fna-01-01,k3,widget.fallbackFeedback,true,RAW_FRACTION,"21/3","(25 − 4)/(5 − 2) = 21/3 = 7."
fna-01-01,ch1,explanationVariants,true,RAW_FRACTION,"9/3","f(4) = 16 − 8 = 8 and f(1) = 1 − 2 = −1, so (8 − (−1))/(4 − 1) = 9/3 = 3."
fna-01-01,ch1,explanationVariants,true,WORD_TEARING,"…Fro⟦m −1⟧…","From −1 up to 8 is a climb of 9 over 3 units of input: rate 3."
