# sourceSeal=a5aa97b — S242/ENG-01. One row per authored step whose derivation ladder contains a
# stage displaying the GRADED ANSWER. Since the S242 gate these values are withheld until
# tone === 'info' (post-verdict), so a row here is a stage that is HELD, not one that leaks.
# `compelled` = canCheck's requiredStageKeys forces that stage open; harmless once it is held,
# and the number to watch if the gate is ever weakened.
lesson,step,engine,task,kind,graded,stagesTotal,answerStages,compelled
sg-02-01,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-02-01,ch,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
sg-02-02,k1,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-02-02,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-02-02,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-02-03,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-03-01,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-03-01,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-03-01,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-03-02,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-03-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-03-02,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-03-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-03-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-03-03,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-03-03,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-04-01,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-04-01,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-04-01,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-04-01,ch,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
sg-04-02,k1,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-04-02,k2,exactNumberLab,approximationEvaluate,check,true,5,1,false
sg-04-02,k3,exactNumberLab,approximationEvaluate,check,true,5,1,false
sg-04-02,ch,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
sg-04-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-04-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-04-03,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-04-03,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-05-01,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-05-01,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-05-01,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-05-01,k4,exactNumberLab,approximationEvaluate,check,true,3,2,false
sg-05-01,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-05-02,k1,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-05-02,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-05-02,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-05-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-05-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-05-03,ch,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
si-02-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
si-02-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
si-02-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
si-05-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
si-05-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
se-01-01,k1,affineRelationshipLab,intersectionX,check,true,8,4,false
se-01-01,k3,affineRelationshipLab,intersectionY,check,true,8,1,false
se-01-02,k1,affineRelationshipLab,intersectionY,check,true,8,1,false
se-01-02,k2,affineRelationshipLab,intersectionY,check,true,8,1,false
se-01-02,ch1,affineRelationshipLab,intersectionY,challenge,true,8,1,false
se-02-03,k1,affineRelationshipLab,intersectionX,check,true,8,2,false
se-02-03,k2,affineRelationshipLab,intersectionY,check,true,8,1,false
se-02-03,ch1,affineRelationshipLab,intersectionX,challenge,true,8,3,false
se-03-01,k1,affineRelationshipLab,intersectionX,check,true,8,2,false
se-03-01,k2,affineRelationshipLab,intersectionX,check,true,8,2,false
se-03-01,k3,affineRelationshipLab,intersectionX,check,true,8,2,false
se-03-01,ch1,affineRelationshipLab,intersectionY,challenge,true,8,1,false
se-03-02,k1,affineRelationshipLab,intersectionY,check,true,8,1,false
se-03-02,k2,affineRelationshipLab,intersectionX,check,true,8,2,false
se-03-02,k3,affineRelationshipLab,intersectionY,check,true,8,1,false
se-03-02,ch1,affineRelationshipLab,intersectionX,challenge,true,8,2,false
se-03-03,k1,affineRelationshipLab,intersectionY,check,true,8,1,false
se-03-03,k2,affineRelationshipLab,intersectionX,check,true,8,2,false
se-03-03,ch1,affineRelationshipLab,intersectionX,challenge,true,8,2,false
se-04-01,ch1,exactNumberLab,linearSystemSolve,challenge,true,2,1,false
se-04-02,k3,exactNumberLab,linearSystemSolve,check,true,2,1,false
rns-01-01,i3,quotientReasoningLab,decimalValue,interactive,false,4,1,false
rns-02-03,i2,exactNumberLab,squareEvaluate,interactive,false,1,1,true
tm-03-03,k1,geometricConstraintLab,aaSimilarity,check,true,3,2,true
tm-03-03,ch1,geometricConstraintLab,aaSimilarity,challenge,true,5,1,true
tm-04-01,i1,geometricConstraintLab,pythagoreanArea,interactive,false,3,2,true
tm-04-01,k1,geometricConstraintLab,pythagoreanArea,check,true,3,2,true
tm-04-01,k2,geometricConstraintLab,pythagoreanArea,check,true,3,2,true
tm-04-01,ch1,geometricConstraintLab,pythagoreanArea,challenge,true,4,1,true
vec-01-01,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-01-01,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-01-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
vec-01-02,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
vec-01-02,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
vec-01-02,ch1,exactNumberLab,vectorDirectionAngle,challenge,true,2,1,false
vec-02-01,k1,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-02-01,k3,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-02-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
vec-02-02,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
vec-02-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-02-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
vec-02-03,k1,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-02-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
vec-03-01,k1,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-03-01,k2,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-03-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
vec-03-03,k1,exactNumberLab,approximationEvaluate,check,true,5,3,false
vec-03-03,k1b,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-03-03,k2,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-03-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
vec-04-01,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-04-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,5,1,false
vec-04-02,k1,exactNumberLab,approximationEvaluate,check,true,5,1,false
vec-04-02,k1b,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-04-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,2,false
vec-04-03,k2,exactNumberLab,linearSystemSolve,check,true,2,1,false
vec-05-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
vec-05-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,2,false
