# sourceSeal=ae399cc+inputs.a0bbd8591c69 inputFiles=1969 generatedBy=scripts/audit/mcq-leakage.mts
# One row per (item, tell). Each tell is a documented multiple-choice writing failure, scored
# independently — a length leak is a different repair from a lone-justification leak.
# NOT a rewrite list: MCQ review is grouped by misconception family, and nothing is reworded by
# string length alone. A row is a candidate for a human read that starts from a named cause.
source,owner,unit,tell,detail,prompt,correct,distractors,path
generated,end-behavior,poleClassify,length-answer-explains-itself,64 chars vs longest distractor 16,f(x) = (6x − 8)/(x − 2). What happens at x = 2?,A vertical asymptote — the bottom vanishes and the top does not.,Nothing special. · A hole. · A root.,
generated,end-behavior,polyLimit,length-answer-explains-itself,63 chars vs longest distractor 6,f(x) = −x³ + 5x². What happens as x → −∞?,f → +∞ — the −x³ term dominates and is positive for negative x.,f → −∞ · f → 0 · f → 5,
generated,full-sketch,fallingSteepening,length-prose-vs-prose,53 chars vs longest distractor 27,"For f = x³ − 15x² + 5, describe the curve on the interval (0, 5).","Falling, and the fall is steepening (f′ < 0, f″ < 0).","Flat throughout. · Falling, but levelling off. · Rising and bending up.",
generated,full-sketch,logicalContradiction,length-prose-vs-prose,82 chars vs longest distractor 52,"A student claims f′ > 0 on all of (1, 5), and that f has a maximum at x = 4. What is wrong?","An interior maximum needs f′ to change sign — but f′ never changes sign on (1, 5).",Nothing — a curve can rise and still have a maximum. · The maximum should be at x = 1. · f″ must be negative there.,
generated,opt-box,uselessRoot,length-prose-vs-prose,104 chars vs longest distractor 55,V′ = 12(x − 5)(x − 15) has a critical point at x = 15. Why is it useless?,"At x = 15 the base is 30 − 30 = 0 — there is no box, and V = 0. It is the degenerate edge of the domain.","Because 15 is not a critical point. · Because the derivative is wrong. · Because it is a maximum too, and you can only have one.",
generated,const-sum-rule,whyConstant,length-prose-vs-prose,81 chars vs longest distractor 43,Why is d/dx[x⁴ + 40] the same as d/dx[x⁴]?,"Adding 40 raises the whole curve without tilting it, so every slope is unchanged.",Because the derivative of 40 is 40. · Because 40 is small. · It is not the same; there is a leftover 40.,
generated,fact-family,howManyFacts,length-answer-explains-itself,34 chars vs longest distractor 20,"The family of 8, 8, and 64 — how many DIFFERENT facts does it have?",2 — just 8 × 8 = 64 and 64 ÷ 8 = 8,"4, like every family · 3 · 1",
generated,area-formula-pick,trapezoidAverage,length-prose-vs-prose,83 chars vs longest distractor 50,A trapezoid has parallel bases 10 and 3 and height 8. Why does its formula average the two bases?,Averaging gives an effective width between 3 and 10; multiplying by 8 gives area 52,"Using only base 3 gives 24, which is close enough · Averaging has no geometric meaning · Using only base 10 gives 80, which is close enough",
generated,even-odd-classify,neitherMixed,length-prose-vs-prose,20 chars vs longest distractor 4,Classify h(x) = 4x² + 2x.,Neither even nor odd,Even · Odd,
generated,scatter-features,clusterCorner,length-prose-vs-prose,54 chars vs longest distractor 27,"On a scatter plot, several dots are tightly bunched in the lower-left corner. What does this show?",Many items share similar low x-values and low y-values,The association is negative · The form is nonlinear · There is an outlier,
generated,estimation,whenEstimate,length-prose-vs-prose,72 chars vs longest distractor 37,When is rounding to estimate the right move? Consider making a quick shopping budget.,"When a quick, close-enough value is useful and exactness is not required",When paying a bill to the exact cent · Whenever an exact answer is difficult · Only when both numbers end in zero,
generated,nl-fraction,whereLands,length-answer-explains-itself,38 chars vs longest distractor 20,Where does 5/10 land?,Exactly halfway — the same spot as 1/2,One tenth of the way · Almost at 1 · At the number 5,
generated,compare-same-num,whoIsRight,length-prose-vs-prose,54 chars vs longest distractor 35,"Bea says 3/12 is bigger than 3/5, ""because 12 is bigger than 5."" What is the reply?","The 12 means a 12-way cut, so those pieces are smaller",Twelfths aren't real fractions · Bea is right — 12 beats 5 · She should add the tops and bottoms,
generated,read-clock,hourBetween,length-prose-vs-prose,31 chars vs longest distractor 16,"At 7:30, where is the HOUR hand?",Halfway between the 7 and the 8,Exactly on the 7 · Exactly on the 8 · On the 6,
generated,attributes,definingAttribute,length-prose-vs-prose,37 chars vs longest distractor 24,Which fact is a defining attribute of a triangle?,It has 3 straight sides and is closed,It is larger than a hand · One vertex points upward · It is drawn in blue,
generated,line-plot,ddDotDataSet,length-prose-vs-prose,62 chars vs longest distractor 14,"A dot plot shows 10 (5 dots), 13 (4 dots), 16 (4 dots), 19 (3 dots). Which data set does it represent?","10, 10, 10, 10, 10, 13, 13, 13, 13, 16, 16, 16, 16, 19, 19, 19","10, 13, 16, 19 · 5, 4, 4, 3",
generated,line-plot,ddShapeFullStory,length-prose-vs-prose,55 chars vs longest distractor 25,"The data are 0, 0, 0, 1, 1, 2, 7. Which description tells the full story?","Clustered at 0–1, followed by a gap and an outlier at 7",Evenly spread from 0 to 7 · Symmetric around 4,
generated,mult-patterns,rowSubset,length-answer-explains-itself,76 chars vs longest distractor 45,Every number in the 4s row also appears in the 2s row. Why?,Each 4 is 2 groups of 2 — the 4s row takes every second number of the 2s row,Both rows have the same last digit · It is only a coincidence among small products · 4 is larger than 2,
generated,pr-constant-k-g7,rrZeroAnchor,length-prose-vs-prose,85 chars vs longest distractor 46,A student draws double number lines for 3 laps in 4 minutes but starts the minutes line at 1 instead of 0. What goes wrong?,"The stacked marks stop sharing one multiplier, so the pairs are not equivalent ratios",Nothing changes because the gap stays constant · Starting the laps line at 1 fixes the diagram,
generated,g7-sp-sampling-bias,spBiasCustomer,length-prose-vs-prose,104 chars vs longest distractor 52,A delivery service wants to estimate how satisfied all recent customers are. Which method is least biased?,Randomly select 120 customers from the complete customer list for deliveries completed in the past month,use only comments voluntarily posted on social media · survey only customers who requested a refund,
generated,g8-tm-congruence,tmCongruenceMeaning,length-prose-vs-prose,59 chars vs longest distractor 35,"If two polygons are congruent, what must be true?",All corresponding side lengths and angle measures are equal,Only their areas are equal · Only their angle measures are equal · They must face the same direction,
generated,g8-les-solution-count,lesClassifySame,length-prose-vs-prose,25 chars vs longest distractor 12,Classify: 7x + 8 = 7x + 8.,Infinitely many solutions,One solution · x = 8 · No solution,
generated,g8-les-solution-count,lesClassifyDistributed,length-prose-vs-prose,25 chars vs longest distractor 12,Classify: 7(x + 6) = 7x + 42.,Infinitely many solutions,x = 6 · One solution · No solution,
generated,g8-les-solution-count,lesClassifyChallenge,length-prose-vs-prose,25 chars vs longest distractor 12,Classify: 8(x + 6) = 8x + 48.,Infinitely many solutions,One solution · x = 6 · No solution,
generated,g3-div-fluency,DivZeroMcq,length-answer-explains-itself,42 chars vs longest distractor 1,What is 1 ÷ 0?,Undefined — division by zero has no answer,0 · 1,
generated,g4-lines-angles,laGeometricBasicsMcq,length-prose-vs-prose,59 chars vs longest distractor 34,Which description defines a ray?,starts at one endpoint and extends forever in one direction,extends forever in both directions · has two endpoints · is only a point,
generated,g4-lines-angles,laAngleFormationMcq,length-prose-vs-prose,35 chars vs longest distractor 23,What must two rays share in order to form an angle?,A common endpoint called the vertex,A parallel direction · The same length · Two different endpoints,
generated,g4-lines-angles,laParallelLinesMcq,length-prose-vs-prose,49 chars vs longest distractor 32,Which statement is always true about two parallel lines in a plane?,They stay the same distance apart and never meet.,They meet at one right angle. · They share exactly one endpoint. · They must be horizontal.,
generated,g4-lines-angles,laSymmetryApplicationMcq,length-prose-vs-prose,73 chars vs longest distractor 42,A point is reflected across a vertical line of symmetry. What must be true of the image point?,It is the same perpendicular distance from the line on the opposite side.,It can land anywhere with the same height. · It moves twice as far from the line. · It stays on the same side of the line.,
generated,g4-measure,mcProtractorReadingMcq,length-prose-vs-prose,43 chars vs longest distractor 24,A ray starts at the protractor's 0° mark on the right. Which scale should you read?,The scale that begins with 0° on the right.,Always the outer scale · Add both scale readings · Always the larger number,
generated,g4-place-million,pvCommaPeriodsMcq,length-prose-vs-prose,57 chars vs longest distractor 29,What do commas separate in a large whole number?,"Three-digit periods such as ones, thousands, and millions",Only even and odd digits · Every individual digit · The numerator and denominator,
generated,g4-place-million,pvAddMcq,length-prose-vs-prose,57 chars vs longest distractor 28,A column sum is 16. What should be written and carried?,Write 6 in the column and carry 1 to the next place left.,Write 1 and carry 6. · Write 6 and discard the 1. · Write 16 in the same column.,
generated,g4-place-million,pvAcrossZerosMcq,length-prose-vs-prose,64 chars vs longest distractor 28,A borrow passes through two zeros. What happens to those crossed zeros?,Each becomes 9 after passing one unit to the place on its right.,Each becomes 1. · Each stays 0. · Each becomes 10 permanently.,
generated,a1-exponential,exp-graph-read__mcq,length-prose-vs-prose,48 chars vs longest distractor 28,Which description matches f(x) = 4 · 4^x?,increasing exponential growth with y-intercept 4,decreasing exponential decay · a line with constant slope,
generated,a1-systems,classify-systems__mcq,length-prose-vs-prose,25 chars vs longest distractor 12,How many solutions does the system y = -4x − 6 and y = -4x − 6 have?,infinitely many solutions,one solution · no solution,
generated,a2-complex,cn-cts-solve__mcq,length-prose-vs-prose,64 chars vs longest distractor 42,Why is the same square added to both sides when completing the square?,It preserves equality while creating a perfect-square trinomial.,It changes the solutions to easier numbers · It makes the leading coefficient zero · Only the left side needs the added term,
generated,a2-logarithms,lg-graph__mcq,length-prose-vs-prose,52 chars vs longest distractor 31,"Which statement is true for y=log_b(x), where b>1?",Its domain is x>0 and it has vertical asymptote x=0.,Its horizontal asymptote is y=0 · Its domain is all real numbers · It crosses the y-axis at 1,
generated,a2-logarithms,lg-scales__mcq,length-prose-vs-prose,37 chars vs longest distractor 23,An earthquake magnitude increases by 9. Approximately how does shaking intensity change on a base-10 logarithmic scale?,It is about 1000000000 times as large,It does not change · It is 90 times as large · It is 9 times as large,
generated,a2-polynomials,pf-long-div__mcq,length-prose-vs-prose,46 chars vs longest distractor 28,What is the fastest complete check of a polynomial division result?,Verify dividend = divisor·quotient + remainder,Check only the leading terms · Substitute x=0 only · Differentiate both sides,
generated,a2-radicals,re-extraneous__mcq,length-prose-vs-prose,71 chars vs longest distractor 43,Why can squaring a radical equation create an extraneous solution?,Squaring loses sign information and is not reversible without checking.,Every quadratic has a false root · Radicals can never be squared · Squaring changes every coefficient randomly,
generated,a2-rationals,rf-equations__mcq,length-prose-vs-prose,63 chars vs longest distractor 39,Why must solutions of rational equations be checked in the original equation?,Clearing denominators can produce excluded or extraneous values,Fractions cannot be simplified safely · Every rational equation has two answers · Only negative answers can fail,
generated,a2-rationals,rf-reciprocal__mcq,length-prose-vs-prose,80 chars vs longest distractor 36,Why can f(x)=1/x never equal 0?,A nonzero numerator divided by a finite nonzero denominator cannot produce zero.,Because every quotient is positive · Because the graph has no y-intercept · Because x can never be negative,
generated,a2-rationals,rf-simplify__mcq,length-prose-vs-prose,42 chars vs longest distractor 23,Can (x+3)/(x+4) be simplified by canceling x?,"No; x is part of sums, not a common factor",Yes; the result is 1 · Yes; the result is a/d · Only when x is positive,
generated,a2-statistics,si-experiment-design__mcq,length-prose-vs-prose,49 chars vs longest distractor 27,A treatment group recovers at 90%. What is missing before attributing recovery to the treatment?,A comparable control group with random assignment,A more complicated formula · A voluntary response survey · A larger percentage,
generated,a2-statistics,si-sampling-dist__mcq,length-prose-vs-prose,75 chars vs longest distractor 36,What happens to a sampling distribution when n increases substantially?,It becomes narrower around the same parameter if the estimator is unbiased.,It becomes wider · Its center necessarily shifts upward · It becomes biased,
generated,a2-statistics,si-sampling-variability__mcq,length-prose-vs-prose,62 chars vs longest distractor 37,Repeated honest random samples land on both sides of the true value. What does the center of their estimates indicate?,Whether the estimator is centered on the population parameter.,The margin of error of one individual · The exact result of the next sample · The population size,
generated,a2-statistics,si-significance-limits__mcq,length-prose-vs-prose,80 chars vs longest distractor 41,A huge randomized study finds a 0.3-point score increase with p<0.001. What is the best conclusion?,The effect is statistically detectable but may be too small to justify the cost.,The program is automatically worth buying · The effect is exactly zero · The result must be due to bias,
generated,a2-statistics,si-standard-error__mcq,length-prose-vs-prose,80 chars vs longest distractor 25,"Two 1,000-person polls sample from populations of 100,000 and 100 million. Which has noticeably smaller standard error?",Neither; with tiny sampling fractions their standard errors are nearly the same.,"The poll from 100 million · Both have zero error · The poll from 100,000",
generated,g10-circle-theorems,cr-chord-perp__mcq,length-prose-vs-prose,85 chars vs longest distractor 55,You have a fragment of a broken circular plate. How do you locate the original center?,Draw two chords on the rim arc; their perpendicular bisectors intersect at the center,Measure the longest visible chord and take its midpoint · Balance the fragment on a pin · It's impossible from a fragment,
generated,g10-circle-theorems,cr-cyclic-quad__mcq,length-prose-vs-prose,60 chars vs longest distractor 32,"A quadrilateral has consecutive angles 88°, 105°, 92°, 75°. Is it cyclic?","Yes — opposite pairs (88, 92) and (105, 75) each sum to 180°",No — 88 + 105 ≠ 180 · Cannot tell from angles alone · No — the angles aren't all equal,
generated,g10-circle-theorems,cr-cyclic-quad__mcq,length-answer-explains-itself,66 chars vs longest distractor 21,"From the quadrilateral course's cast, which is ALWAYS cyclic?","The rectangle — every angle 90°, so opposite pairs always hit 180°",The general trapezoid · Every parallelogram · Every kite,
generated,g10-circle-theorems,cr-secant-angles__mcq,length-prose-vs-prose,47 chars vs longest distractor 28,A photographer outside a circular fountain sights along two tangent lines to its rim. Which formula gives the angle between the sight lines?,Half the difference of the two intercepted arcs,The full far arc · Half the sum of the two arcs · Half the near arc,
generated,g10-circle-theorems,cr-tangent-chord__mcq,length-prose-vs-prose,92 chars vs longest distractor 20,A tangent-chord angle halves “the intercepted arc.” Which arc is that?,The arc lying inside the angle — between the chord and the tangent direction it opens toward,Always the minor arc · The full circle · Always the major arc,
generated,g10-constructions-proof,cp-conjecture-proof__mcq,length-prose-vs-prose,78 chars vs longest distractor 47,Why couldn't a carefully measured construction be accepted on the drawing alone?,"A drawing is just one more example, and examples can't prove a universal claim",Measuring tools are illegal in geometry · Drawings are never accurate enough to be useful · Proofs are shorter than drawings,
generated,g10-constructions-proof,cp-perp-at-point__mcq,length-prose-vs-prose,84 chars vs longest distractor 38,"What guarantees PQ ⊥ the line, without measuring?","Both P and Q are equidistant from A and B, so PQ is the perpendicular bisector of AB","Because PA = PB, angle APQ must be 90° · The compass always makes right angles · Q was drawn directly above P by eye",
generated,g10-constructions-proof,cp-perp-bisector__mcq,length-answer-explains-itself,74 chars vs longest distractor 44,You need to construct the MIDPOINT of a segment — no perpendicular required. Which construction gives it to you?,the perpendicular bisector — its crossing with the segment IS the midpoint,drawing a single arc from one endpoint · copying the segment onto a new ray · connecting the endpoints with a straightedge,
generated,g10-constructions-proof,cp-proving-transversal__mcq,length-prose-vs-prose,45 chars vs longest distractor 26,A transversal proof needs to conclude two angles are SUPPLEMENTARY (sum 180°). Which fact does it most naturally use?,a linear pair (two angles on a straight line),the definition of midpoint · the reflexive property · vertical angles are equal,
generated,g10-coordinate-proofs,cx-circle-cts__mcq,length-answer-explains-itself,51 chars vs longest distractor 13,"Using k1's unmasked circle (center (3, 2), r² = 25): where does (0, 6) sit?",On the circle — 9 + 16 = 25 exactly (another 3-4-5),At the center · Outside · Inside,
generated,g10-coordinate-proofs,cx-classify-quad__mcq,length-prose-vs-prose,57 chars vs longest distractor 36,"P(1, 2), Q(6, 3), R(7, 7), S(2, 6). The slope audit (PQ, QR, RS, SP) finds:",PQ ∥ SR (both 1/5) and QR ∥ PS (both 4) — a parallelogram,Only one parallel pair — a trapezoid · No parallel pairs · Perpendicular adjacent sides,
generated,g10-coordinate-proofs,cx-classify-tri__mcq,length-answer-explains-itself,85 chars vs longest distractor 23,"Same triangle A(1, 1), B(5, 3), C(3, 7). Full classification:","Right AND isosceles — legs √20 = √20, and 20 + 20 = 40 = AC² confirms the right angle",Right and scalene · Equilateral · Isosceles but not right,
generated,g10-coordinate-proofs,cx-general-proof__mcq,length-prose-vs-prose,146 chars vs longest distractor 45,The figure shows each midpoint-parallelogram side parallel to a diagonal. Why does that prove Varignon for EVERY quadrilateral?,"Each midpoint segment is a triangle midsegment over a diagonal — both segments of a pair copy the same diagonal, so they",Because the example quadrilateral was special · It only works for convex quadrilaterals · Because midpoints always form squares,
generated,g10-coordinate-proofs,cx-parallel-proof__mcq,length-prose-vs-prose,110 chars vs longest distractor 44,Which fact makes the translation proof work?,Translations preserve segment directions and lengths — the slope triangle lands unchanged on the parallel line,Translations rotate figures into alignment · Slope triangles only exist on parallel lines · Parallel lines are always horizontal,
generated,g10-coordinate-proofs,cx-perp-proof__mcq,length-prose-vs-prose,79 chars vs longest distractor 38,Lines x = 3 and y = −2: perpendicular?,"Yes — vertical meets horizontal at 90°, the case the product rule can't express",Only if they intersect at the origin · No — their slopes don't multiply to −1 · They're parallel,
generated,g10-coordinate-proofs,cx-shoelace__mcq,length-prose-vs-prose,79 chars vs longest distractor 29,Run the shoelace on the SAME quadrilateral but list the vertices clockwise. The result:,"The raw sum flips sign (−88), and the absolute value restores the same area, 44",The formula fails completely · You get the perimeter instead · The area doubles,
generated,g10-right-triangles,rt-elev-depress__mcq,length-prose-vs-prose,49 chars vs longest distractor 32,"From a cliff top, the angle of depression to a boat is 15°. What is the angle of ELEVATION from the boat up to the cliff top?",15° — alternate interior angles between parallels,75° — the complement · 165° — the supplement · It depends on the cliff's height,
generated,g10-right-triangles,rt-law-cosines__mcq,length-answer-explains-itself,37 chars vs longest distractor 23,You know two sides and the angle BETWEEN them. Which tool finds the third side?,Law of Cosines — SAS is its home turf,The Pythagorean theorem · Law of Sines · SOH-CAH-TOA directly,
generated,g10-similarity,sy-aa__mcq,length-prose-vs-prose,71 chars vs longest distractor 38,What justifies using a proportion for the shadow problem — WHY are the two triangles similar?,AA: both have a right angle to the ground and share the sun's ray angle,They are congruent · The shadows are equal in length · SSS~: all three sides are proportional,
generated,g10-similarity,sy-altitude-similar__mcq,length-prose-vs-prose,47 chars vs longest distractor 21,The three triangles in the altitude picture are…,"similar (same shape, generally different sizes)",all isosceles · unrelated · congruent (identical),
generated,g10-similarity,sy-criterion-choice__mcq,length-prose-vs-prose,57 chars vs longest distractor 32,A line parallel to one side of a triangle crosses the other two sides. Which criterion does this most naturally set up?,AA — the parallel line creates equal corresponding angles,SSS~ — three proportional sides · SAS congruence · None — parallel lines don't help,
generated,g10-similarity,sy-geometric-mean__mcq,length-prose-vs-prose,59 chars vs longest distractor 33,"To find a LEG using the geometric mean, you take the square root of…",the whole hypotenuse times the segment adjacent to that leg,the altitude times the hypotenuse · the two hypotenuse segments · the two legs,
generated,g10-similarity,sy-indirect__mcq,length-prose-vs-prose,85 chars vs longest distractor 29,Why does the mirror method create similar triangles?,"Light reflects at equal angles, and both objects are vertical — two equal angles (AA)",The mirror magnifies the tree · Mirrors always double lengths · The distances are equal,
generated,g10-similarity,sy-side-splitter-converse__mcq,length-prose-vs-prose,52 chars vs longest distractor 22,"A segment splits a triangle's sides: AD = 5, DB = 10, AE = 7, EC = 14. Is it parallel to the third side?","Yes — both ratios equal 1/2, so the converse applies",No — 5 ≠ 7 and 10 ≠ 14 · Not enough information · Only if AD = AE,
generated,g10-similarity,sy-side-splitter__mcq,length-prose-vs-prose,89 chars vs longest distractor 49,Why does a line parallel to one side split the other two proportionally?,"It creates a smaller similar triangle (AA), and similar triangles have proportional sides",Because parallel lines are always equal in length · Because the line bisects both sides · Because the triangle is isosceles,
generated,g10-similarity,sy-similarity__mcq,length-prose-vs-prose,71 chars vs longest distractor 36,How are congruence and similarity related?,Congruence is similarity with scale factor 1 — same shape and same size,Similar figures are always congruent · Congruent figures are never similar · They are completely unrelated ideas,
generated,g10-similarity,sy-sss-similar__mcq,length-prose-vs-prose,57 chars vs longest distractor 26,"Triangle A: 6, 9, 12. Triangle B: 8, 12, 16. Are they similar, and what is the scale factor?","Yes, similar with scale factor 4/3 (all ratios equal 4/3)","No, the sides aren't equal · Yes, with scale factor 2 · No, only two ratios match",
generated,g10-solid-geometry,sg-cavalieri-apply__mcq,length-prose-vs-prose,64 chars vs longest distractor 34,"To prove two solids have equal volume via Cavalieri, you must establish:","Same height, and equal cross-section areas at every single level",Equal surface areas · Equal bases and equal tops · That both are solids of revolution,
generated,g10-solid-geometry,sg-cavalieri-limits__mcq,length-prose-vs-prose,119 chars vs longest distractor 34,Does equal volume imply equal cross-sections at each level?,It doesn't — a 1×1×12 post and a 2×2×3 block both hold volume 12 with sections 1 and 4 (they don't even share a height),"Yes, for solids of the same height · Yes — that's Cavalieri's principle · Only for spheres",
generated,g10-solid-geometry,sg-cavalieri__mcq,length-prose-vs-prose,70 chars vs longest distractor 37,"Eight identical coins are stacked straight, then pushed into a lean. The leaning stack's volume, compared to the straight stack:",Exactly equal — every level still holds one full coin of the same area,Slightly less — leaning compresses it · It depends on the lean angle · Slightly more — it takes up more room,
generated,g10-solid-geometry,sg-cross-sections__mcq,length-answer-explains-itself,76 chars vs longest distractor 27,A plane slices a cone straight down through its apex (and through the base). The cross-section is:,A triangle — two slant edges meeting at the apex over a diameter of the base,A circle · A parabola opening sideways · An ellipse,
generated,g10-solid-geometry,sg-cylinder-justified__mcq,length-prose-vs-prose,130 chars vs longest distractor 47,The prism-to-cylinder justification works because:,"The cylinder's sections are constantly πr² — so any equal-base-area prism matches it at EVERY level, and Cavalieri close",The prism and cylinder have equal surface areas · All solids satisfy V = Bh · Circles are approximately polygons,
generated,g10-solid-geometry,sg-density__mcq,length-answer-explains-itself,67 chars vs longest distractor 28,A solid pine block (density 0.6 g/cm³) of ANY shape is placed in water (density 1). It:,"Floats — average density below water's, regardless of shape or size",Depends on the water's depth · Floats only as a flat plank · Sinks if it's large enough,
generated,g10-solid-geometry,sg-modeling__mcq,length-prose-vs-prose,127 chars vs longest distractor 26,A mouse must eat constantly while an elephant doesn't. The k-law explanation:,Heat generates with volume (k³) but escapes through surface (k²) — small bodies have huge surface per volume and lose he,Elephants have better food · Mice have higher density · It's unrelated to geometry,
generated,g10-solid-geometry,sg-section-reasoning__mcq,length-prose-vs-prose,83 chars vs longest distractor 39,Why is the great circle the LARGEST section of a sphere?,"Slice area is π(R² − d²), which is biggest when the distance d from the center is 0",Because the equator is longest to walk · It isn't — slanted slices can be bigger · Because spheres are symmetric,
generated,g10-solid-geometry,sg-third-story__mcq,length-prose-vs-prose,163 chars vs longest distractor 43,"The cube tiling certifies ⅓Bh for one special pyramid. Why does EVERY pyramid (any base, even oblique) obey it?",Similarity shrinks every pyramid's sections identically — area scale (z/h)² — so equal base + height means equal section,It's an approximation that engineers accept · All pyramids tile a cube · Pyramids are a third as heavy,
generated,g10-triangle-congruence,tc-asa__mcq,length-prose-vs-prose,94 chars vs longest distractor 61,Why is AAS (two angles and a NON-included side) a valid congruence criterion?,"The two angles determine the third, so you effectively know all angles and can treat it as ASA",Because any two triangles with two equal angles are congruent · Because the non-included side is always the longest · Because AAS uses more parts than SAS,
generated,g10-triangle-congruence,tc-centroid__mcq,length-prose-vs-prose,89 chars vs longest distractor 59,What is the difference between a median and an altitude from a vertex?,A median goes to the opposite midpoint; an altitude is perpendicular to the opposite side,Both go to the midpoint · A median is perpendicular; an altitude goes to the midpoint · They are the same line,
generated,g10-triangle-congruence,tc-circumcenter__mcq,length-prose-vs-prose,72 chars vs longest distractor 35,"Since the circumcenter is equidistant from all three vertices, it is the center of…",the circle passing through all three vertices (the circumscribed circle),the largest circle that fits inside · the circle touching all three sides · no circle in particular,
generated,g10-triangle-congruence,tc-cpctc-practice__mcq,length-prose-vs-prose,48 chars vs longest distractor 28,"In that proof, the equality BD = BD comes from which reason?",Reflexive Property (a shared side equals itself),Definition of angle bisector · Given · CPCTC,
generated,g10-triangle-congruence,tc-hl__mcq,length-prose-vs-prose,76 chars vs longest distractor 37,"SSA usually fails, so why does HL (which looks similar) succeed?",The right angle lets the Pythagorean theorem fix the second leg to one value,HL uses three sides like SSS · Right triangles are always congruent · HL only works for isosceles triangles,
generated,g10-triangle-congruence,tc-inequality-proofs__mcq,length-prose-vs-prose,61 chars vs longest distractor 23,"Two triangles share sides of length 8 and 11. The included angle in the first is 65°, in the second 50°. To prove the first's third side is longer, which theore",the hinge theorem (larger included angle ⇒ longer third side),the triangle inequality · SAS congruence · the base angles theorem,
generated,g10-triangle-congruence,tc-isosceles-converse__mcq,length-prose-vs-prose,71 chars vs longest distractor 29,"You measure two angles of a triangle and find them equal. By the converse, what follows?","The sides opposite those angles are equal, so the triangle is isosceles",The third angle is also equal · The triangle is right-angled · Nothing — you need the sides,
generated,g10-triangle-congruence,tc-overlapping__mcq,length-prose-vs-prose,45 chars vs longest distractor 29,"Two overlapping triangles share vertex angle ∠A, and the two sides forming ∠A are equal in each. Which criterion proves them congruent?","SAS, with the shared ∠A as the included angle","ASA, using two shared angles · HL, using a hypotenuse · SSS, using three shared sides",
generated,g10-triangle-congruence,tc-ssa-fails__mcq,length-prose-vs-prose,78 chars vs longest distractor 34,What makes SSA fail where SAS succeeds?,"SSA's angle is NOT between the two sides, so a side can swing to two positions",SSA triangles are always larger · SSA uses angles and SAS uses sides · SAS is newer than SSA,
generated,g10-triangle-congruence,tc-sss__mcq,length-prose-vs-prose,82 chars vs longest distractor 44,Why does SSS (three pairs of equal sides) guarantee congruence?,Three side lengths determine a triangle's shape completely — the angles are forced,Because three is more than two · Because sides are more important than angles · Because every triangle has three sides,
generated,g12-conic-sections,conic-sections__co-asymptote__mcq,length-prose-vs-prose,48 chars vs longest distractor 31,How does the hyperbola's focus rule differ from the ellipse's?,Hyperbola ADDS (c² = a² + b²); ellipse SUBTRACTS,Hyperbola has no foci · They use the exact same formula,
generated,g12-conic-sections,conic-sections__co-general-hp__mcq,length-prose-vs-prose,36 chars vs longest distractor 13,Which conic does NOT require dividing to make the right side equal 1?,the parabola (only one squared term),the hyperbola · the ellipse,
generated,g12-function-analysis,function-analysis__fna-restricted__mcq,length-answer-explains-itself,41 chars vs longest distractor 16,f(x) = x² on x ≥ 0 has range y ≥ 0. What is the DOMAIN of f⁻¹(x) = √x?,x ≥ 0 — the inverse's domain is f's range,x ≥ 3 · All real numbers,
generated,g12-function-analysis,function-analysis__fna-restricted__mcq,length-prose-vs-prose,23 chars vs longest distractor 10,Which restriction ALSO makes f(x) = (x − 3)² one-to-one?,x ≤ 3 (the left branch),−1 ≤ x ≤ 7 · x ≥ 0,
generated,g12-polar-parametric,polar-parametric__pp-limacons__mcq,length-prose-vs-prose,22 chars vs longest distractor 8,What shape is r = 5 + 2 cos θ?,Convex (a/b = 2.5 ≥ 2),Dimpled · Cardioid,
generated,g12-polar-parametric,polar-parametric__pp-nth-roots__mcq,length-prose-vs-prose,18 chars vs longest distractor 1,Which is one of the cube roots of 8?,2 (the k = 0 root),4 · 8,
generated,g12-polar-parametric,polar-parametric__pp-parabolic-path__mcq,length-prose-vs-prose,45 chars vs longest distractor 18,"After eliminating t, the trajectory y in terms of x is:",a downward parabola (negative x² coefficient),an upward parabola · a straight line,
generated,g12-polar-parametric,polar-parametric__pp-parametric__mcq,length-prose-vs-prose,60 chars vs longest distractor 29,"Why can x = t², y = t trace a curve that's NOT a function y = f(x)?",Different t values (like ±1) give the same x but different y,Because t² is always positive · It actually is a function,
generated,g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-boundary-rule__mcq,length-prose-vs-prose,111 chars vs longest distractor 58,"A student solves x/(x − 2) ≤ 3 by multiplying both sides by (x − 2), getting x ≥ 3. What went wrong?","For x < 2 the factor is negative, so the inequality should have flipped there — the whole region x < 2 was lost",Nothing — x ≥ 3 is the full solution · They should have multiplied by (x − 2)² instead of (x − 2),
generated,g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-ineq-scratch__mcq,length-prose-vs-prose,63 chars vs longest distractor 31,How does the answer change for the STRICT inequality x³ > 4x?,"Same intervals, but all endpoints excluded: −2 < x < 0 or x > 2",No change at all · The solution becomes x > 2 only,
