# sourceSeal=66ac01f+inputs.e3761fe8ab55 generatedBy=scripts/audit/math-presentation-indexes.mts
# sourceInputSha256=e3761fe8ab55ba740dde5fc152343290c9ca48c9fcd040bb2c0c0bc6b94e043d sourceInputFiles=2011
# authoredCoverage=mainSteps:15653,remedialSteps:3394,explanationVariants:17154,mainExplanationVariants:13760,remedialExplanationVariants:3394,takeaways:5100,teasers:1701,narrations:1650,mainNarrations:1100,remedialNarrations:550,strings:153708
# A symbol that is part of an EXPRESSION which failed to tokenize — not a symbol used as a word.
# Measured as the PROSE RESIDUE after authoredMathParts removes every island — what the learner reads, not what the author wrote.
# Surface is derived from the call sites: widget spec strings render with arithmetic OFF, lesson body/hints/feedback with arithmetic ON.
# One row per (source, owner, unit, field, shape); a generator emitting the same shape at every seed appears once, with one representative seed.
source,owner,unit,field,surface,shape,seed,residue,text
authored,iar-02-03,i1,widget.items[0].feedback,arithmetic-off,expression with ≥ left untokenized,,"1 + 4 = , with both coordinates ≥ 0 — inside.","1 + 4 = 5 ≤ 6, with both coordinates ≥ 0 — inside."
authored,iar-02-03,i1,widget.items[2].feedback,arithmetic-off,expression with ≤ left untokenized,,"0 + 6 = 6 exactly: the ≤ keeps boundary points, so (0, 6) counts as inside.","0 + 6 = 6 exactly: the ≤ keeps boundary points, so (0, 6) counts as inside."
authored,iar-02-03,i1,widget.items[4].feedback,arithmetic-off,expression with ≥ left untokenized,,"6 + 0 = 6 exactly and both coordinates ≥ 0 — a boundary point, kept by the ≤.","6 + 0 = 6 exactly and both coordinates ≥ 0 — a boundary point, kept by the ≤."
authored,iar-02-03,i1,widget.successFeedback,arithmetic-off,expression with ≤ left untokenized,,"(4, 4) breaks the cap (8 > 6) and (−1, 2) breaks ; the rest pass everything — including the boundary points (0, 6) and (6, 0), which ≤ and ≥ welcome.","(4, 4) breaks the cap (8 > 6) and (−1, 2) breaks x ≥ 0; the rest pass everything — including the boundary points (0, 6) and (6, 0), which ≤ and ≥ welcome."
authored,iar-02-03,i1b,predict.reveal,arithmetic-on,expression with ≥ left untokenized,,"Both of its fences are non-strict: holds and holds, so (0, 6) is a full member — it's a CORNER of the region. With ≥ and ≤, corners belong to the yard.","Both of its fences are non-strict: 0 ≥ 0 holds and 6 ≤ 6 holds, so (0, 6) is a full member — it's a CORNER of the region. With ≥ and ≤, corners belong to the yard."
authored,iar-02-03,ch1,widget.commonErrors[1].feedback,arithmetic-off,expression with ≤ left untokenized,,"2 works, but a = 3 also passes: 3 + 3 = — the ≤ admits its boundary.","2 works, but a = 3 also passes: 3 + 3 = 6 ≤ 6 — the ≤ admits its boundary."
authored,iar-03-01,k1,widget.options[2].feedback,arithmetic-off,expression with ≥ left untokenized,,≥ 6 demands at LEAST six hours of baking — the resource works the other way.,≥ 6 demands at LEAST six hours of baking — the resource works the other way.
authored,in-01-02,c1,body,arithmetic-on,expression with ≤ left untokenized,,"Here is the move that makes calculus possible. On a rising curve, the left sum is too small and the right sum is too big. So the true area is caught between the","Here is the move that makes calculus possible. On a rising curve, the left sum is **too small** and the right sum is **too big**. So the true area is caught between them: **left sum ≤ true area ≤ right sum** And the gap"
authored,in-01-02,k2,explanationVariants[0],arithmetic-on,expression with ≤ left untokenized,,"Left = 1, right = 5 with 2 strips, so 1 ≤ area ≤ 5. Crude, but already a proof that the area is not 6.","Left = 1, right = 5 with 2 strips, so 1 ≤ area ≤ 5. Crude, but already a proof that the area is not 6."
authored,in-01-02,k3,explanationVariants[0],arithmetic-on,expression with ∫ left untokenized,,The ∫ is a stretched S for 'sum'; f(x) is the height of a strip; dx is its vanishing width. The whole symbol says: add up (height × width) as the width goes to,The ∫ is a stretched S for 'sum'; f(x) is the height of a strip; dx is its vanishing width. The whole symbol says: add up (height × width) as the width goes to zero.
authored,in-01-02,ch1,explanationVariants[0],arithmetic-on,expression with ≤ left untokenized,,"Left = 6, right = 12, so 6 ≤ area ≤ 12. The truth is 9, comfortably inside — and it is the midpoint here because the function is linear.","Left = 6, right = 12, so 6 ≤ area ≤ 12. The truth is 9, comfortably inside — and it is the midpoint here because the function is linear."
authored,in-01-02,ch1,widget.fallbackFeedback,arithmetic-off,expression with ≤ left untokenized,,"Heights 0, 2, 4 with width 1 each: the left sum is 6 (and the right sum is 12, so ≤ 12).","Heights 0, 2, 4 with width 1 each: the left sum is 6 (and the right sum is 12, so 6 ≤ 9 ≤ 12)."
authored,in-01-02,r1,takeaways[0],arithmetic-on,expression with ≤ left untokenized,,"left sum ≤ true area ≤ right sum, and the gap [f(a)]·h shrinks like 1/n.","left sum ≤ true area ≤ right sum, and the gap [f(b) − f(a)]·h shrinks like 1/n."
authored,ia-01-02,c1,body,arithmetic-on,expression with π left untokenized,,Take the region under a curve and spin it around the x-axis. It sweeps out a solid. Now take one thin strip of that region. What does IT sweep out? A disc — a c,Take the region under a curve and **spin it around the x-axis**. It sweeps out a solid. Now take one thin strip of that region. What does IT sweep out? A **disc** — a coin of radius f(x) and thickness dx. Its volume is *
authored,ia-01-02,i1,widget.successFeedback,arithmetic-off,expression with π left untokenized,,"A stack of coins, converging on . Look at what one slice is worth: its radius is f(x) — the HEIGHT of the curve — and its face is πr². That is the only thing th","A stack of coins, converging on 8π/3. Look at what one slice is worth: its radius is f(x) — the HEIGHT of the curve — and its face is πr². That is the only thing that changed from area to volume. Slice, measure the slice"
authored,ia-01-02,k1,widget.options[2].label,arithmetic-off,expression with π left untokenized,,πf(x)²,πf(x)²
authored,ia-01-02,k2,explanationVariants[1],arithmetic-on,expression with π left untokenized,,"And that is the classic cone formula ()πr²h with and — the calculus and the geometry agree, as they must.","And that is the classic cone formula (1/3)πr²h with r = 2 and h = 2 — the calculus and the geometry agree, as they must."
authored,ia-01-02,k2,widget.commonErrors[1].feedback,arithmetic-off,expression with π left untokenized,,"That is without the π. The disc's face is πr², so the π rides along all the way.","That is 8/3 without the π. The disc's face is πr², so the π rides along all the way."
authored,ia-01-02,k3,widget.prompt,arithmetic-off,expression with π left untokenized,,"Which is the disc-method volume: , or π()²?","Which is the disc-method volume: π∫[f(x)]² dx, or π(∫f(x) dx)²?"
authored,ia-01-02,k3,widget.options[1].label,arithmetic-off,expression with π left untokenized,,"π()² — integrate, then square.","π(∫f(x) dx)² — integrate, then square."
authored,ia-01-02,ch1,hints[0],arithmetic-on,expression with π left untokenized,,"Radius = f², so the disc's face is ² = πx⁴.","Radius = f(x) = x², so the disc's face is π(x²)² = πx⁴."
authored,ia-01-02,ch1,widget.commonErrors[1].feedback,arithmetic-off,expression with π left untokenized,,"That is without the π. The disc's face is πr², so the π survives to the end.","That is 1/5 without the π. The disc's face is πr², so the π survives to the end."
authored,ia-01-02,rc1,body,arithmetic-on,expression with π left untokenized,,"One strip, spun about the axis, sweeps out a coin. The coin's RADIUS is the height of the curve, f(x). Its FACE is πr². Its thickness is dx. Add up the coins an","One strip, spun about the axis, sweeps out a coin. The coin's RADIUS is the height of the curve, f(x). Its FACE is πr². Its thickness is dx. Add up the coins and you have the solid."
authored,ia-01-03,k1,explanationVariants[0],arithmetic-on,expression with π left untokenized,,The face is πR² − πr² = . It is NOT ² — subtracting the radii first and then squaring is a different number entirely.,The face is πR² − πr² = π(R² − r²). It is NOT π(R − r)² — subtracting the radii first and then squaring is a different number entirely.
authored,ia-01-03,c2,body,arithmetic-on,expression with π left untokenized,,"So the whole course is one sentence, repeated: Slice the region. Measure ONE slice. Add them up. An area measures a slice's height. A disc measures πr². A washe","So the whole course is one sentence, repeated: **Slice the region. Measure ONE slice. Add them up.** An area measures a slice's **height**. A disc measures **πr²**. A washer measures **π(R² − r²)**. The slicing never cha"
authored,ia-01-03,k3,explanationVariants[0],arithmetic-on,expression with π left untokenized,,"Height for an area; πr² for a disc; for a washer. Same slicing, same summing, three measurements.","Height for an area; πr² for a disc; π(R² − r²) for a washer. Same slicing, same summing, three measurements."
authored,ia-01-03,k3,widget.right[1].label,arithmetic-off,expression with π left untokenized,,"πr², with r the height of the curve","πr², with r the height of the curve"
authored,ia-01-03,k3,widget.pairErrors[0].feedback,arithmetic-off,expression with π left untokenized,,A plain disc has no hole — its face is πr². The subtraction only appears when the region has a gap under it.,A plain disc has no hole — its face is πr². The subtraction only appears when the region has a gap under it.
authored,ia-02-01,i1,predict.reveal,arithmetic-on,expression with π left untokenized,,"Smaller. A square of side r has area r², while the circle of radius r has πr² ≈ 3.14 r² — the circle is inscribed in a square of side 2r, not r. Notice what had","Smaller. A square of side r has area r², while the circle of radius r has πr² ≈ 3.14 r² — the circle is inscribed in a square of side 2r, not r. Notice what had to change to answer that: one formula. Slice, find ONE cros"
authored,ia-02-01,i1,widget.prompt,arithmetic-off,expression with π left untokenized,,"Revolve y = x on [0, 2] and each slice is a circle of area πr². Get the sum within 0.05 of — then ask what would change if the slice were a SQUARE instead.","Revolve y = x on [0, 2] and each slice is a circle of area πr². Get the sum within 0.05 of 8π/3 — then ask what would change if the slice were a SQUARE instead."
authored,ia-02-01,i1,widget.successFeedback,arithmetic-off,expression with π left untokenized,,", from circular slices. Now change one thing in your head: make each slice a SQUARE of side r instead of a circle of radius r. Its area is r² rather than πr² —","8π/3, from circular slices. Now change one thing in your head: make each slice a SQUARE of side r instead of a circle of radius r. Its area is r² rather than πr² — so the whole volume loses its π and becomes ∫₀² x² dx ="
authored,ia-02-01,k1,widget.commonErrors[0].feedback,arithmetic-off,expression with π left untokenized,,"That is — the answer for CIRCULAR slices. A square of side x has area x², not πx², so the π disappears entirely.","That is 8π/3 — the answer for CIRCULAR slices. A square of side x has area x², not πx², so the π disappears entirely."
authored,ia-02-01,c2,body,arithmetic-on,expression with π left untokenized,,"So the recipe is completely general: Work out the area of ONE cross-section, in terms of x. Then integrate it. Square → s². Equilateral triangle → ()s². Semicir","So the recipe is completely general: **Work out the area of ONE cross-section, in terms of x.** Then integrate it. Square → s². Equilateral triangle → (√3/4)s². Semicircle → (π/8)s². Circle → πr². The calculus never noti"
authored,lc-01-03,c2,body,arithmetic-on,expression with ∞ left untokenized,,"Two more ways limits fail: unbounded behavior (f shoots to +∞ or −∞ near a, as with 1/x² at 0) and wild oscillation that never settles. In each case there's no","Two more ways limits fail: **unbounded** behavior (f shoots to +∞ or −∞ near a, as with 1/x² at 0) and wild **oscillation** that never settles. In each case there's no single finite value the function approaches, so the"
authored,lc-01-03,k2,widget.options[0].feedback,arithmetic-off,expression with ≠ left untokenized,,"Right — left approach 1 ≠ right approach 2, so the limit DNE.","Right — left approach 1 ≠ right approach 2, so the limit DNE."
authored,lc-01-03,ch1,explanationVariants[1],arithmetic-on,expression with ≠ left untokenized,,Left −2 ≠ right +2: the limit does not exist.,Left −2 ≠ right +2: the limit does not exist.
authored,lc-01-03,ch1,widget.options[0].feedback,arithmetic-off,expression with ≠ left untokenized,,"Right — −2 ≠ +2, disagreeing sides, so the limit DNE.","Right — −2 ≠ +2, disagreeing sides, so the limit DNE."
authored,lc-02-01,ch1,explanationVariants[0],arithmetic-on,expression with ≠ left untokenized,," substitutes to ()/(2 − 3) = 5/(−1) = −5 (denominator ≠ 0, so the quotient law applies).","lim(x→2)(x² + 1)/(x − 3) substitutes to (4 + 1)/(2 − 3) = 5/(−1) = −5 (denominator ≠ 0, so the quotient law applies)."
authored,lc-02-01,r1,takeaways[2],arithmetic-on,expression with ≠ left untokenized,,The quotient law needs the denominator's limit ≠ 0.,The quotient law needs the denominator's limit ≠ 0.
authored,lc-03-01,ch1,explanationVariants[1],arithmetic-on,expression with ≠ left untokenized,,"Left 1 ≠ right 3, so the two-sided limit does not exist.","Left 1 ≠ right 3, so the two-sided limit does not exist."
authored,lc-03-01,ch1,widget.options[1].feedback,arithmetic-off,expression with ≠ left untokenized,,"Not the average. Left 1 ≠ right 3, so the limit DNE.","Not the average. Left 1 ≠ right 3, so the limit DNE."
authored,lc-03-02,c2,body,arithmetic-on,expression with ∞ left untokenized,,"The degree comparison has three cases: • top degree < bottom degree → limit 0 (asymptote ), • degrees equal → ratio of leading coefficients, • top degree > bott","The degree comparison has three cases: • **top degree < bottom degree** → limit **0** (asymptote y = 0), • **degrees equal** → ratio of leading coefficients, • **top degree > bottom degree** → **±∞** (no horizontal asymp"
authored,lc-03-03,c1,body,arithmetic-on,expression with ∞ left untokenized,,"When the numerator's degree is larger, the fraction grows without bound: = +∞ or −∞, and there's no horizontal asymptote. The top overwhelms the bottom. Intuiti","When the numerator's degree is **larger**, the fraction grows without bound: lim(x→∞) = +∞ or −∞, and there's **no horizontal asymptote**. The top overwhelms the bottom. Intuitively, the fastest-growing term wins the tug"
authored,lc-03-03,k2,explanationVariants[0],arithmetic-on,expression with ∞ left untokenized,,A top-heavy ratio with opposite-sign leads heads to −∞: e.g. (−2x³)/(x²) → −∞ as x → ∞.,A top-heavy ratio with opposite-sign leads heads to −∞: e.g. (−2x³)/(x²) → −∞ as x → ∞.
authored,lc-03-03,k2,widget.options[0].label,arithmetic-off,expression with ∞ left untokenized,,→ −∞ (grows negatively without bound),→ −∞ (grows negatively without bound)
authored,lc-03-03,c2,body,arithmetic-on,expression with ∞ left untokenized,,"So the full menu, as x → ∞ for a rational function: a horizontal asymptote (degrees equal or top smaller) OR unbounded growth to ±∞ (top larger). The single too","So the full menu, as x → ∞ for a rational function: a **horizontal asymptote** (degrees equal or top smaller) OR **unbounded growth** to ±∞ (top larger). The single tool — compare degrees, then leading coefficients — set"
authored,lc-03-03,k3,widget.options[2].feedback,arithmetic-off,expression with ∞ left untokenized,,"Top-heavy gives ∞, but here the BOTTOM degree is larger → 0.","Top-heavy gives ∞, but here the BOTTOM degree is larger → 0."
authored,lc-03-03,r1,takeaways[0],arithmetic-on,expression with ∞ left untokenized,,"Top degree > bottom → ±∞ (unbounded, no horizontal asymptote).","Top degree > bottom → ±∞ (unbounded, no horizontal asymptote)."
authored,lc-03-03,r1,takeaways[2],arithmetic-on,expression with ± left untokenized,,The leading terms alone settle end behavior at ±∞.,The leading terms alone settle end behavior at ±∞.
authored,lc-03-03,rem-lc0303-c,body,arithmetic-on,expression with ∞ left untokenized,,End behavior of a rational function: top degree > bottom → ±∞ (unbounded); top < bottom → 0; equal → leading-coefficient ratio. Leading terms dominate at infini,End behavior of a rational function: top degree > bottom → ±∞ (unbounded); top < bottom → 0; equal → leading-coefficient ratio. Leading terms dominate at infinity.
authored,lc-04-02,c1,body,arithmetic-on,expression with ± left untokenized,,"Discontinuities come in three flavors. A removable discontinuity is a single hole — the limit exists, but f(a) is missing or misplaced; you could 'fill it in.'","Discontinuities come in three flavors. A **removable** discontinuity is a single hole — the limit exists, but f(a) is missing or misplaced; you could 'fill it in.' A **jump** has the left and right limits disagree. An **"
authored,lc-04-02,k2,explanationVariants[1],arithmetic-on,expression with ≠ left untokenized,,Left ≠ right (1 vs 3) is exactly a jump.,Left ≠ right (1 vs 3) is exactly a jump.
authored,lc-04-02,k3,explanationVariants[0],arithmetic-on,expression with ± left untokenized,,"f near shoots to ±∞ — an infinite discontinuity, i.e. a vertical asymptote.","f(x) = 1/x near x = 0 shoots to ±∞ — an infinite discontinuity, i.e. a vertical asymptote."
authored,lc-04-02,r1,takeaways[2],arithmetic-on,expression with ± left untokenized,,Infinite: the function blows up to ±∞ (vertical asymptote).,Infinite: the function blows up to ±∞ (vertical asymptote).
authored,lc-04-02,rem-lc0402-c,body,arithmetic-on,expression with ± left untokenized,,"Discontinuity types: removable (fillable hole, limit exists), jump (one-sided limits differ), infinite (blows up to ±∞, vertical asymptote).","Discontinuity types: removable (fillable hole, limit exists), jump (one-sided limits differ), infinite (blows up to ±∞, vertical asymptote)."
authored,lc-04-02,rem-lc0402-k,widget.options[0].feedback,arithmetic-off,expression with ∞ left untokenized,,Right — 1/x² → +∞ near 0: an infinite discontinuity.,Right — 1/x² → +∞ near 0: an infinite discontinuity.
authored,lg-01-03,k2,widget.successFeedback,arithmetic-off,expression with ∞ left untokenized,,"Base 2 gives log₂() = −2 because = . Even smaller positive inputs need more negative exponents, so the curve plunges toward −∞ beside x = 0.","Base 2 gives log₂(1/4) = −2 because 2^(−2) = 1/4. Even smaller positive inputs need more negative exponents, so the curve plunges toward −∞ beside x = 0."
authored,lg-03-03,c2,body,arithmetic-on,expression with ≤ left untokenized,,"Logs on both sides with the same base? Equal logs mean equal insides: log₅() = log₅() forces , so . But logs bring their domain: every inside must end up positi","Logs on **both sides** with the same base? Equal logs mean equal insides: log₅(2x − 1) = log₅(x + 4) forces 2x − 1 = x + 4, so x = 5. But logs bring their **domain**: every inside must end up **positive**. Candidates tha"
authored,md-03-03,i2,widget.successFeedback,arithmetic-off,expression with ≠ left untokenized,,"Bananas lead, apples and grapes tie, pears trail apples, and 4 bars ≠ 4 votes — all settled by the heights.","Bananas lead, apples and grapes tie, pears trail apples, and 4 bars ≠ 4 votes — all settled by the heights."
authored,mult-01-05,r1,takeaways[2],arithmetic-on,expression with ≠ left untokenized,,Order changes the story (6 packs of 4 ≠ 4 packs of 6) but never the total.,Order changes the story (6 packs of 4 ≠ 4 packs of 6) but never the total.
authored,nls-02-02,ch1,widget.commonErrors[0].feedback,arithmetic-off,expression with ± left untokenized,,"y² = 16 has TWO roots, — forgetting the negative loses (3, −4), the classic ± slip.","y² = 16 has TWO roots, ±4 — forgetting the negative loses (3, −4), the classic ± slip."
authored,nls-02-02,r1,takeaways[2],arithmetic-on,expression with ± left untokenized,,y² = k hands back ±: two roots unless .,y² = k hands back ±√k: two roots unless k = 0.
authored,ns-05-02,rem-ac-c,body,arithmetic-on,expression with ≠ left untokenized,,"Quick rewind. Greater ≠ farther from zero for negatives. -1 > -9 (position: -1 is right). But , so -9 is farther from zero. The smaller value can have the bigge","Quick rewind. **Greater ≠ farther from zero for negatives.** -1 > -9 (position: -1 is right). But |-9| = 9 > |-1| = 1, so -9 is farther from zero. The smaller value can have the bigger magnitude."
authored,pc-01-02,c2,body,arithmetic-on,expression with √ left untokenized,,"The speed is the integrand. √(()² + ()²) is exactly the speed of the point tracing the curve — the magnitude of its velocity vector. So arc length is , which is","The speed is the integrand. √((dx/dt)² + (dy/dt)²) is exactly the **speed** of the point tracing the curve — the magnitude of its velocity vector. So arc length is **∫ speed dt**, which is the total distance travelled. T"
authored,pc-01-02,k3,widget.prompt,arithmetic-off,expression with √ left untokenized,,What IS the quantity √(()² + ()²)?,What IS the quantity √((dx/dt)² + (dy/dt)²)?
authored,pc-02-01,c1,body,arithmetic-on,expression with θ left untokenized,,"Every integral in C5 sliced a region into rectangles. A polar region cannot be sliced that way — it is swept out from the origin, so its natural slice is a thin","Every integral in C5 sliced a region into **rectangles**. A polar region cannot be sliced that way — it is swept out from the origin, so its natural slice is a thin **wedge**. And a thin wedge is a **triangle**, not a re"
authored,pc-02-01,i1,widget.successFeedback,arithmetic-off,expression with θ left untokenized,,"Look at what one slice IS: a triangle, with two straight sides running back to the origin. Its area is ½r²·dθ — and that ½ is the only thing that separates this","Look at what one slice IS: a triangle, with two straight sides running back to the origin. Its area is ½r²·dθ — and that ½ is the only thing that separates this from every other integral in the course. Slice, measure ONE"
authored,pc-02-01,k1,explanationVariants[0],arithmetic-on,expression with θ left untokenized,,A thin wedge of angle dθ and radius r is very nearly a triangle with base θ and height r. Its area is ½·(r dθ)·r = ½r² dθ.,A thin wedge of angle dθ and radius r is very nearly a triangle with base r·dθ and height r. Its area is ½·(r dθ)·r = ½r² dθ.
authored,pc-02-01,k1,widget.options[0].feedback,arithmetic-off,expression with θ left untokenized,,"Right. Base r·dθ, height r, so the area is ½r²dθ. The ½ is not a convention — it is the triangle.","Right. Base r·dθ, height r, so the area is ½r²dθ. The ½ is not a convention — it is the triangle."
authored,pc-02-01,k2,explanationVariants[0],arithmetic-on,expression with π left untokenized,,"A full circle of radius 3 is , so A = . The familiar formula πr² also gives .","A full circle of radius 3 is r = 3, so A = ∫₀^{2π} ½(9) dθ = 9π. The familiar formula πr² also gives 9π."
authored,pc-02-01,k2,explanationVariants[1],arithmetic-on,expression with θ left untokenized,,The visible circle and the polar integral agree because each narrow sector contributes ½r² dθ.,The visible circle and the polar integral agree because each narrow sector contributes ½r² dθ.
authored,pc-02-01,c2,body,arithmetic-on,expression with π left untokenized,,So the sentence from C5 survives intact: Slice the region. Measure ONE slice. Add them up. Area between curves measured a height. A disc measured πr². A washer,So the sentence from C5 survives intact: **Slice the region. Measure ONE slice. Add them up.** Area between curves measured a **height**. A disc measured **πr²**. A washer measured **π(R² − r²)**. A polar wedge measures
authored,pc-02-01,rc1,body,arithmetic-on,expression with θ left untokenized,,"Picture one thin wedge, running from the origin out to the curve. It is a triangle. Its two straight sides are both r, and its base is the little arc θ. So its","Picture one thin wedge, running from the origin out to the curve. It is a triangle. Its two straight sides are both r, and its base is the little arc r·dθ. So its area is ½·r·(r dθ) = ½r²dθ — and you add those up."
authored,pc-02-01,rk1,explanationVariants[1],arithmetic-on,expression with θ left untokenized,,"Square the radius, halve it. The dθ rides along.","Square the radius, halve it. The dθ rides along."
authored,pv2-03-01,k1,explanationVariants[0],arithmetic-on,expression with ≥ left untokenized,,"The hundreds digit in 428,619 is 6, which is ≥5, so the thousands digit rounds up: 429,000.","The hundreds digit in 428,619 is 6, which is ≥5, so the thousands digit rounds up: 429,000."
authored,pv2-03-01,c2,body,arithmetic-on,expression with ≥ left untokenized,,"The same rule climbs even higher: round to the nearest ten-thousand by checking the thousands digit. For 428,619: the thousands digit is 8, which is ≥5, so roun","The same rule climbs even higher: round to the nearest **ten-thousand** by checking the **thousands** digit. For 428,619: the thousands digit is 8, which is ≥5, so round up: **430,000.**"
authored,pv2-03-01,i2,widget.items[0].feedback,arithmetic-off,expression with ≥ left untokenized,,"The ten-thousands digit (7) is ≥5 — rounds up to 400,000.","The ten-thousands digit (7) is ≥5 — rounds up to 400,000."
authored,pv2-03-01,i2,widget.items[2].feedback,arithmetic-off,expression with ≥ left untokenized,,"The hundreds digit (7) is ≥5 — rounds up to 57,000.","The hundreds digit (7) is ≥5 — rounds up to 57,000."
authored,pv2-03-01,ch1,widget.commonErrors[0].feedback,arithmetic-off,expression with ≥ left untokenized,,"999,000 rounds down — but the hundreds digit (6) is ≥5, which rounds UP. Rounding up 999 thousand carries all the way to 1,000,000.","999,000 rounds down — but the hundreds digit (6) is ≥5, which rounds UP. Rounding up 999 thousand carries all the way to 1,000,000."
authored,pv2-03-01,rem-ra-k,explanationVariants[0],arithmetic-on,expression with ≥ left untokenized,,"The hundreds digit (7) is ≥5, so 4,700 rounds up to 5,000.","The hundreds digit (7) is ≥5, so 4,700 rounds up to 5,000."
authored,pv2-03-01,rem-ra-k,widget.options[0].feedback,arithmetic-off,expression with ≥ left untokenized,,"The hundreds digit (7) is ≥5 — rounds up to 5,000.","The hundreds digit (7) is ≥5 — rounds up to 5,000."
authored,pv2-03-02,k1,explanationVariants[0],arithmetic-on,expression with ≥ left untokenized,,"62,,800 = 87,100 exactly; rounding THAT to the nearest ten-thousand (thousands digit 7, ≥5) gives 90,000.","62,300 + 24,800 = 87,100 exactly; rounding THAT to the nearest ten-thousand (thousands digit 7, ≥5) gives 90,000."
authored,pv2-03-03,i2,widget.items[1].feedback,arithmetic-off,expression with ≥ left untokenized,,"Front-end gives 60,000; true rounding gives 70,000 (the next digit, 8, is ≥5 and rounds up).","Front-end gives 60,000; true rounding gives 70,000 (the next digit, 8, is ≥5 and rounds up)."
authored,pv2-03-03,i2,widget.items[3].feedback,arithmetic-off,expression with ≥ left untokenized,,"Front-end gives 50,000; true rounding gives 60,000 (the next digit, 9, is ≥5 and rounds up).","Front-end gives 50,000; true rounding gives 60,000 (the next digit, 9, is ≥5 and rounds up)."
authored,pv2-03-03,i2,widget.successFeedback,arithmetic-off,expression with ≥ left untokenized,,"31,200 and 24,100 agree (next digit <5); 68,700 and 59,400 disagree (next digit ≥5, so true rounding climbs higher).","31,200 and 24,100 agree (next digit <5); 68,700 and 59,400 disagree (next digit ≥5, so true rounding climbs higher)."
authored,pp-01-03,i1,widget.commonErrors[1].feedback,arithmetic-off,expression with √ left untokenized,,1.73 ≈ is just y. r = √(1² + ()²) = = 2.,1.73 ≈ √3 is just y. r = √(1² + (√3)²) = √4 = 2.
authored,pp-01-03,k1,body,arithmetic-on,expression with θ left untokenized,,Find θ (Quadrant I).,Find θ (Quadrant I).
authored,pp-01-03,ch1,hints[0],arithmetic-on,expression with √ left untokenized,,r = √((−2)² + 2²) = .,r = √((−2√3)² + 2²) = √(12 + 4).
authored,pp-01-03,ch1,widget.prompt,arithmetic-off,expression with θ left untokenized,,"Convert (−2, 2) to polar and report r + θ (θ in radians), to four decimals.","Convert (−2√3, 2) to polar and report r + θ (θ in radians), to four decimals."
authored,pp-02-01,i1,widget.prompt,arithmetic-off,expression with θ left untokenized,,Trace r = 3 cos(2θ) and count the petals that appear.,Trace r = 3 cos(2θ) and count the petals that appear.
authored,pp-02-02,c1,body,arithmetic-on,expression with θ left untokenized,,Rose curves cos(nθ) or a sin(nθ) bloom into petals of length |a|. The count follows a parity rule: • n odd → n petals • n even → 2n petals The odd case retraces,**Rose curves** r = a cos(nθ) or a sin(nθ) bloom into petals of length |a|. The count follows a parity rule: • **n odd → n petals** • **n even → 2n petals** The odd case retraces itself (negative-r lobes fall on existing
authored,pp-02-02,i1,predict.prompt,arithmetic-on,expression with θ left untokenized,,"For r = cos(nθ), what happens to the petal count when n is even?","For r = cos(nθ), what happens to the petal count when n is even?"
authored,pp-02-02,i1,widget.prompt,arithmetic-off,expression with θ left untokenized,,r = cos(nθ). Dial n until the rose has exactly 4 petals.,r = cos(nθ). Dial n until the rose has exactly 4 petals.
authored,pp-02-02,k1,widget.prompt,arithmetic-off,expression with θ left untokenized,,Trace r = 2 sin(nθ). Set n so the curve has exactly 8 petals.,Trace r = 2 sin(nθ). Set n so the curve has exactly 8 petals.
authored,pp-02-02,k2,explanationVariants[0],arithmetic-on,expression with θ left untokenized,," cos(2θ): , so each petal extends 5 units from the pole.","r = 5 cos(2θ): |a| = 5, so each petal extends 5 units from the pole."
authored,pp-02-02,k2,widget.prompt,arithmetic-off,expression with θ left untokenized,,How long is each petal of r = 5 cos(2θ)?,How long is each petal of r = 5 cos(2θ)?
authored,pp-02-02,k3,explanationVariants[0],arithmetic-on,expression with θ left untokenized,," sin(5θ): odd → 5 petals, each length 3.","r = 3 sin(5θ): n = 5 odd → 5 petals, each length 3."
authored,pp-02-02,k3,widget.prompt,arithmetic-off,expression with θ left untokenized,,Describe r = 3 sin(5θ).,Describe r = 3 sin(5θ).
authored,pp-02-02,ch1,explanationVariants[0],arithmetic-on,expression with θ left untokenized,," cos(7θ): odd → 7 petals, each length 6. Petals × length = 7 × 6 = 42.","r = 6 cos(7θ): n = 7 odd → 7 petals, each length 6. Petals × length = 7 × 6 = 42."
authored,pp-02-02,ch1,widget.prompt,arithmetic-off,expression with θ left untokenized,,"For r = 6 cos(7θ), compute (number of petals) × (petal length).","For r = 6 cos(7θ), compute (number of petals) × (petal length)."
authored,pp-02-02,r1,takeaways[0],arithmetic-on,expression with θ left untokenized,, cos(nθ) / a sin(nθ): rose with petal length |a|.,r = a cos(nθ) / a sin(nθ): rose with petal length |a|.
authored,pp-02-02,rem-pp0202-c,body,arithmetic-on,expression with θ left untokenized,,"Rose ·trig(nθ): petal length |a|. Petal count: n petals if n is odd, 2n petals if n is even.","Rose r = a·trig(nθ): petal length |a|. Petal count: n petals if n is odd, 2n petals if n is even."
authored,pp-02-02,rem-pp0202-k,widget.prompt,arithmetic-off,expression with θ left untokenized,,How many petals does r = cos(2θ) have?,How many petals does r = cos(2θ) have?
