# sourceSeal=da05ccf generatedBy=scripts/audit/math-presentation-indexes.mts
# Derivative notation left as ASCII where it should be typeset.
# Measured as the PROSE RESIDUE after authoredMathParts removes every island — what the learner reads, not what the author wrote.
# Surface is derived from the call sites: widget spec strings render with arithmetic OFF, lesson body/hints/feedback with arithmetic ON.
# One row per (source, owner, unit, field, shape); a generator emitting the same shape at every seed appears once, with one representative seed.
source,owner,unit,field,surface,shape,seed,residue,text
authored,de-02-01,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = 0.5y, whose solutions are y = . Drag the starting value to 3 — and watch which member of the family you have selected.","dy/dx = 0.5y, whose solutions are y = Ae^(0.5x). Drag the starting value to 3 — and watch which member of the family you have selected."
authored,de-02-01,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = 2xy with y(0) = 3, so y = . Find y(1), to three decimals.","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals."
authored,de-02-01,ch1,hints[0],arithmetic-on,dy/dx as a slash,,To separate dy/dx = 2xy you divided by y. What did that step assume?,To separate dy/dx = 2xy you divided by y. What did that step assume?
authored,de-02-01,ch1,widget.prompt,arithmetic-off,dy/dx as a slash,,Separating dy/dx = 2xy required dividing by y. Which solution did that step lose?,Separating dy/dx = 2xy required dividing by y. Which solution did that step lose?
authored,de-03-01,c1,body,arithmetic-on,dy/dx as a slash,,"In Algebra 1 you were HANDED exponential growth as a fact: some things grow like bˣ, and that is that. Here is where it comes from. dy/dt = ky — the rate of gro","In Algebra 1 you were HANDED exponential growth as a fact: some things grow like bˣ, and that is that. Here is where it comes from. **dy/dt = ky** — *the rate of growth is proportional to how much you already have.* Sepa"
authored,de-03-01,i1,predict.prompt,arithmetic-on,dy/dx as a slash,,"dy/dt = 0.5y. Move straight up the page — same t, larger y. The slope marks there will be…","dy/dt = 0.5y. Move straight up the page — same t, larger y. The slope marks there will be…"
authored,de-03-01,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dt = 0.5y. Drag the starting value to 2, and look at what the field does as you move UP the page.","dy/dt = 0.5y. Drag the starting value to 2, and look at what the field does as you move UP the page."
authored,de-03-01,c2,body,arithmetic-on,dy/dx as a slash,,"Make k negative and the same equation becomes decay: dy/dt = −ky → ₀ Radioactive atoms, cooling coffee, drugs leaving the bloodstream — all obey the rate of los","Make k **negative** and the same equation becomes decay: **dy/dt = −ky** → y = y₀e^(−kt) Radioactive atoms, cooling coffee, drugs leaving the bloodstream — all obey *the rate of loss is proportional to what is left*. And"
authored,de-03-01,i2,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dt = −0.5y. Drag the starting value to 6, then back down to 2, and each time follow the curve until it has fallen to HALF of where it began.","dy/dt = −0.5y. Drag the starting value to 6, then back down to 2, and each time follow the curve until it has fallen to HALF of where it began."
authored,de-04-01,k1,widget.prompt,arithmetic-off,dy/dx as a slash,,dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?,dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?
authored,de-04-01,i1,predict.prompt,arithmetic-on,dy/dx as a slash,,"Euler's method walks in straight tangent steps. On dy/dx = 0.5y, whose curves bend upward, its answer will land…","Euler's method walks in straight tangent steps. On dy/dx = 0.5y, whose curves bend upward, its answer will land…"
authored,de-04-01,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = 0.5y. Drag the starting value to y = 1 — the curve Euler's method would try to trace, step by step.","dy/dx = 0.5y. Drag the starting value to y = 1 — the curve Euler's method would try to trace, step by step."
authored,de-04-01,k2,widget.prompt,arithmetic-off,dy/dx as a slash,,"Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?"
authored,de-04-01,ch1,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = y, y(0) = 1, but now h = 0.25 (four steps to x = 1). Find y, to four decimals.","dy/dx = y, y(0) = 1, but now h = 0.25 (four steps to x = 1). Find y, to four decimals."
authored,in-03-01,k1,widget.prompt,arithmetic-off,d/dx as a slash,,What is d/dx [ ] ?,What is d/dx [ ∫₁ˣ t³ dt ] ?
authored,in-03-01,k2,widget.prompt,arithmetic-off,d/dx as a slash,,How does d/dx[] compare with d/dx[]?,How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?
authored,in-03-01,c2,body,arithmetic-on,d/dx as a slash,,"With the chain rule, the upper limit can be anything: d/dx[] = f(g(x))·g′(x) The accumulation is being swept at a rate g′(x), so the area piles up that much fas","With the chain rule, the upper limit can be anything: **d/dx[∫ₐ^(g(x)) f(t) dt] = f(g(x))·g′(x)** The accumulation is being swept at a rate g′(x), so the area piles up that much faster. It is the gears again."
authored,in-03-01,k3,widget.prompt,arithmetic-off,d/dx as a slash,,What is d/dx [ ] ?,What is d/dx [ ∫₀^(x²) t³ dt ] ?
authored,in-03-03,k2,widget.items[0].label,arithmetic-off,d/dx as a slash,,Find d/dx[],Find d/dx[∫₂ˣ sin t dt]
authored,pc-01-01,c1,body,arithmetic-on,dy/dx as a slash,,"A parametric curve gives you x(t) and y(t) — never y as a function of x. So how do you find the slope? The chain rule, with the parameter cancelled: dy/dx = (dy","A parametric curve gives you x(t) and y(t) — never y as a function of x. So how do you find the slope? The chain rule, with the parameter **cancelled**: **dy/dx = (dy/dt) / (dx/dt)** The dt's divide out, exactly as the L"
authored,pc-01-01,k1,widget.prompt,arithmetic-off,dy/dx as a slash,,"x = t², y = t³. Find dy/dx at t = 2.","x = t², y = t³. Find dy/dx at t = 2."
authored,pc-01-01,k1,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3.","That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3."
authored,pc-01-01,k1,widget.commonErrors[1].feedback,arithmetic-off,dy/dx as a slash,,That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = = 3.,That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = 12/4 = 3.
authored,pc-01-01,k1,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,"That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2.","That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2."
authored,pc-01-01,k1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3.,dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3.
authored,pc-01-01,i1,widget.panels[0].body,arithmetic-off,dy/dx as a slash,,"As t advances, x moves at dx/dt and y moves at dy/dt. The point traces a curve, and its SLOPE is rise over run — how fast y climbs against how fast x moves.","As t advances, x moves at dx/dt and y moves at dy/dt. The point traces a curve, and its SLOPE is rise over run — how fast y climbs against how fast x moves."
authored,pc-01-01,i1,widget.panels[1].body,arithmetic-off,dy/dx as a slash,,"dy/dx = (dy/dt)/(dx/dt). The dt's cancel, and the Leibniz notation is not lying to you: it really does behave like a fraction here, because both are rates measu","dy/dx = (dy/dt)/(dx/dt). The dt's cancel, and the Leibniz notation is not lying to you: it really does behave like a fraction here, because both are rates measured against the same clock."
authored,pc-01-01,k2,widget.options[0].label,arithmetic-off,dy/dx as a slash,,When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on.,When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on.
authored,pc-01-01,k2,widget.options[0].feedback,arithmetic-off,dy/dx as a slash,,"Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero.","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
authored,pc-01-01,k2,widget.options[1].label,arithmetic-off,dy/dx as a slash,,When dx/dt = 0.,When dx/dt = 0.
authored,pc-01-01,k2,widget.options[3].feedback,arithmetic-off,dy/dx as a slash,,"There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be.","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
authored,pc-01-01,c2,body,arithmetic-on,dy/dx as a slash,,"And now the classic error, which is worth meeting once, deliberately. The second derivative is NOT (d²y/dt²)/(d²x/dt²). It is the derivative of the SLOPE, and t","And now the classic error, which is worth meeting once, deliberately. The second derivative is **NOT** (d²y/dt²)/(d²x/dt²). It is the derivative of the SLOPE, and the slope is itself a function of t. So differentiate it "
authored,pc-01-01,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2."
authored,pc-01-01,k3,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt:","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
authored,pc-01-01,k3,widget.commonErrors[1].feedback,arithmetic-off,dy/dx as a slash,,That is d/dt[dy/dx] = . It must still be divided by dx/dt = 2t = 4.,That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4.
authored,pc-01-01,k3,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,"That is dy/dx itself at t = 2, not its derivative.","That is dy/dx itself at t = 2, not its derivative."
authored,pc-01-01,k3,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,"d/dt[3t/2] = , and dividing by dx/dt = 4 gives 0.375.","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
authored,pc-01-01,ch1,hints[0],arithmetic-on,dy/dx as a slash,,A vertical tangent needs dx/dt = 0 while dy/dt ≠ 0.,A vertical tangent needs dx/dt = 0 while dy/dt ≠ 0.
authored,pc-01-01,ch1,hints[1],arithmetic-on,dy/dx as a slash,,² − 4t gives dx/dt = 2t − 4.,x = t² − 4t gives dx/dt = 2t − 4.
authored,pc-01-01,ch1,hints[2],arithmetic-on,dy/dx as a slash,,Set and check that dy/dt is not also zero there.,Set 2t − 4 = 0 and check that dy/dt is not also zero there.
authored,pc-01-01,ch1,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one.","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
authored,pc-01-01,ch1,widget.commonErrors[1].feedback,arithmetic-off,dy/dx as a slash,,"Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2.","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
authored,pc-01-01,ch1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,"dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = : a vertical tangent.","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
authored,pc-01-02,c2,body,arithmetic-on,dy/dx as a slash,,The speed is the integrand. √((dx/dt)² + (dy/dt)²) is exactly the speed of the point tracing the curve — the magnitude of its velocity vector. So arc length is ,"The speed is the integrand. √((dx/dt)² + (dy/dt)²) is exactly the **speed** of the point tracing the curve — the magnitude of its velocity vector. So arc length is **∫ speed dt**, which is the total distance travelled. T"
authored,pc-01-02,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,What IS the quantity √((dx/dt)² + (dy/dt)²)?,What IS the quantity √((dx/dt)² + (dy/dt)²)?
authored,pc-01-02,ch1,hints[0],arithmetic-on,dy/dx as a slash,,"dx/dt = 6 and dy/dt = 8, both constant.","dx/dt = 6 and dy/dt = 8, both constant."
generated,implicit-diff,hyperbola,widget.prompt,arithmetic-off,dy/dx as a slash,implicit-diff|hyperbola|support|0,"xy = 18. Find dy/dx at the point (3, 6), as a decimal to three places.","xy = 18. Find dy/dx at the point (3, 6), as a decimal to three places."
generated,implicit-diff,quadForm,widget.prompt,arithmetic-off,dy/dx as a slash,implicit-diff|quadForm|support|0,"x² + xy + y² = 28. Find dy/dx at (2, 4), as a decimal.","x² + xy + y² = 28. Find dy/dx at (2, 4), as a decimal."
generated,const-sum-rule,whyConstant,widget.prompt,arithmetic-off,d/dx as a slash,const-sum-rule|whyConstant|support|0,Why is d/dx[x² + 36] the same as d/dx[x²]?,Why is d/dx[x² + 36] the same as d/dx[x²]?
generated,g13-derivative-rules,derivative-rules__dr-implicit-practice__mcq,widget.prompt,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit-practice__mcq|support|0,"On x² + y² = 25, why does dy/dx = −x/y depend on y as well as x? Reasoning check: Identify the representation and the governing relationship before calculating.","On x² + y² = 25, why does dy/dx = −x/y depend on y as well as x? Reasoning check: Identify the representation and the governing relationship before calculating."
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[0].feedback,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|support|0,"That would be right if you were differentiating with respect to y. With respect to x, the chain rule adds a factor of dy/dx.","That would be right if you were differentiating with respect to y. With respect to x, the chain rule adds a factor of dy/dx."
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|support|0,"y is not a constant — it changes as x changes, which is exactly why it has a derivative dy/dx.","y is not a constant — it changes as x changes, which is exactly why it has a derivative dy/dx."
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[3].label,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|support|0,2y·(dy/dx),2y·(dy/dx)
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[1].label,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|core|1,2y·(dy/dx),2y·(dy/dx)
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[3].feedback,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|core|1,"y is not a constant — it changes as x changes, which is exactly why it has a derivative dy/dx.","y is not a constant — it changes as x changes, which is exactly why it has a derivative dy/dx."
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[0].label,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|stretch|2,2y·(dy/dx),2y·(dy/dx)
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[1].feedback,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|stretch|2,"That would be right if you were differentiating with respect to y. With respect to x, the chain rule adds a factor of dy/dx.","That would be right if you were differentiating with respect to y. With respect to x, the chain rule adds a factor of dy/dx."
generated,g13-derivative-rules,derivative-rules__dr-implicit__mcq,widget.options[2].label,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__mcq|support|3,2y·(dy/dx),2y·(dy/dx)
generated,g13-derivative-rules,derivative-rules__dr-implicit__numeric,widget.prompt,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__numeric|support|0,"x² + y² = 25. Find dy/dx at the point (3, 4), as a decimal. Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them.","x² + y² = 25. Find dy/dx at the point (3, 4), as a decimal. Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them."
generated,g13-derivative-rules,derivative-rules__dr-implicit__numeric,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivative-rules|derivative-rules__dr-implicit__numeric|support|0,"Close, but inverted: dy/dx = −x/y = −, not −y/x.","Close, but inverted: dy/dx = −x/y = −3/4, not −y/x."
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__dragBucket,widget.missFeedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__dragBucket|support|0,"Ask of each quantity: is it different a second later? If yes, it varies and owes a d/dt.","Ask of each quantity: is it different a second later? If yes, it varies and owes a d/dt."
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__dragBucket,widget.successFeedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__dragBucket|support|0,Only the ladder's length is fixed. Everything else owes a d/dt — and that is exactly why the equation differentiates to zero.,Only the ladder's length is fixed. Everything else owes a d/dt — and that is exactly why the equation differentiates to zero.
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__mcq,widget.options[3].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__mcq|core|1,"Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish.","Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish."
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__mcq,widget.options[1].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__mcq|stretch|5,"Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish.","Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish."
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__mcq,widget.options[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__mcq|core|7,"Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish.","Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish."
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__numeric,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__numeric|support|0,That is the average of the two speeds. The correct relation gives dz/dt = = 50 mph.,That is the average of the two speeds. The correct relation gives dz/dt = 2500/50 = 50 mph.
generated,g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__numeric,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-choosing-relation__numeric|support|0,"z = 50, and 50(dz/dt) = 30(30) + 40(40) = 2500 → dz/dt = 50 mph.","z = 50, and 50(dz/dt) = 30(30) + 40(40) = 2500 → dz/dt = 50 mph."
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[0].feedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|support|0,"Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time.","Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time."
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[1].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|support|0,2x(dx/dt) + 2y(dy/dt) = 100,2x(dx/dt) + 2y(dy/dt) = 100
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[2].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|support|0,2x(dx/dt) + 2y(dy/dt) = 0,2x(dx/dt) + 2y(dy/dt) = 0
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[3].feedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|support|0,Nothing has been differentiated at all — the d/dt has not been applied.,Nothing has been differentiated at all — the d/dt has not been applied.
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[0].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|core|1,2x(dx/dt) + 2y(dy/dt) = 100,2x(dx/dt) + 2y(dy/dt) = 100
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[1].feedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|core|1,"Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time.","Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time."
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[2].feedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|support|3,Nothing has been differentiated at all — the d/dt has not been applied.,Nothing has been differentiated at all — the d/dt has not been applied.
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,widget.options[3].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__mcq|core|7,2x(dx/dt) + 2y(dy/dt) = 0,2x(dx/dt) + 2y(dy/dt) = 0
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__numeric,widget.prompt,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__numeric|support|0,"x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign). Reasoning check: Use the visible structure one step at a time and check the units.","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign). Reasoning check: Use the visible structure one step at a time and check the units."
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__numeric,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__numeric|support|0,The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −()(2) = −1.5: the top is going DOWN.,The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN.
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__numeric,widget.commonErrors[1].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__numeric|support|0,That is −(y/x)(dx/dt) = −()(2). The formula is −(x/y)(dx/dt) = −()(2) = −1.5.,That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5.
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__numeric,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__numeric|support|0,That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0.,That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0.
generated,g13-derivatives-in-context,derivatives-in-context__dc-ladder__numeric,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-ladder__numeric|support|0,24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward).,24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward).
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[0].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|core|1,"The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt.","The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt."
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[1].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|core|1,That is dA/dr — the derivative with respect to the RADIUS. Differentiating with respect to time adds a factor of dr/dt.,That is dA/dr — the derivative with respect to the RADIUS. Differentiating with respect to time adds a factor of dr/dt.
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[3].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|core|1,dA/dt = 2πr · (dr/dt),dA/dt = 2πr · (dr/dt)
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[3].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|core|1,"Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject.","Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject."
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|support|6,"The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt.","The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt."
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,widget.options[1].label,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__mcq|support|9,dA/dt = 2πr · (dr/dt),dA/dt = 2πr · (dr/dt)
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__numeric,widget.prompt,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__numeric|support|0,"A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number). Reasoning check: Name what stays fixed before chang","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number). Reasoning check: Name what stays fixed before changing or computing anything."
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__numeric,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__numeric|support|0,That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π.,That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π.
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__numeric,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__numeric|support|0,Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π.,Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π.
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__numeric,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__numeric|support|0,dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s.,dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s.
generated,g13-derivatives-in-context,derivatives-in-context__dc-related-rates__numeric,widget.commonErrors[1].feedback,arithmetic-off,d/dx as a slash,g13-derivatives-in-context|derivatives-in-context__dc-related-rates__numeric|stretch|5,"Check the derivative: d/dr[()πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π.","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
generated,g13-differential-equations,differential-equations__de-equilibrium__numeric,widget.prompt,arithmetic-off,dy/dx as a slash,g13-differential-equations|differential-equations__de-equilibrium__numeric|core|1,dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have? Reasoning check: Distinguish a pattern you notice from a relationship you can defend.,dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have? Reasoning check: Distinguish a pattern you notice from a relationship you can defend.
